notechis_scutatus ENSNSUG00000003210
salvator_merianae ENSSMRG00000019011
anolis_carolinensis ENSACAG00000009081
sphenodon_punctatus ENSSPUG00000001681
serinus_canaria ENSSCAG00000009457
lonchura_striata_domestica ENSLSDG00000017247
zonotrichia_albicollis ENSZALG00000011578
parus_major ENSPMJG00000016083
lepidothrix_coronata ENSLCOG00000008469
anser_brachyrhynchus ENSABRG00000001974
anas_platyrhynchos_platyrhynchos ENSAPLG00000017301
numida_meleagris ENSNMEG00000006899
calidris_pygmaea ENSCPGG00000010529
nannospalax_galili ENSNGAG00000010555
meriones_unguiculatus ENSMUGG00000015602
jaculus_jaculus ENSJJAG00000022502
urocitellus_parryii ENSUPAG00010010755
marmota_marmota_marmota ENSMMMG00000003998
microcebus_murinus ENSMICG00000031463
capra_hircus ENSCHIG00000001049
sus_scrofa ENSSSCG00000030594
canis_lupus_familiaris ENSCAFG00000023164
canis_lupus_dingo ENSCAFG00020023873
ailuropoda_melanoleuca ENSAMEG00000003543
panthera_pardus ENSPPRG00000007512
phascolarctos_cinereus ENSPCIG00000011471
sarcophilus_harrisii ENSSHAG00000003420
latimeria_chalumnae ENSLACG00000015922
seriola_dumerili ENSSDUG00000000269
mola_mola ENSMMOG00000001923
takifugu_rubripes ENSTRUG00000023541
cynoglossus_semilaevis ENSCSEG00000016779
neolamprologus_brichardi ENSNBRG00000013190
haplochromis_burtoni ENSHBUG00000005031
xiphophorus_maculatus ENSXMAG00000026849
poecilia_formosa ENSPFOG00000023985
anabas_testudineus ENSATEG00000016085
periophthalmus_magnuspinnatus ENSPMGG00000017704
hippocampus_comes ENSHCOG00000018311
hippocampus_comes ENSHCOG00000017820
lepisosteus_oculatus ENSLOCG00000007689
