clupea_harengus ENSCHAG00000024991
denticeps_clupeoides ENSDCDG00000028478
pygocentrus_nattereri ENSPNAG00000009987
astyanax_mexicanus ENSAMXG00000038151
ictalurus_punctatus ENSIPUG00000009822
hucho_hucho ENSHHUG00000008517
hucho_hucho ENSHHUG00000039207
poecilia_reticulata ENSPREG00000019283
poecilia_formosa ENSPFOG00000024831
xiphophorus_maculatus ENSXMAG00000029549
kryptolebias_marmoratus ENSKMAG00000012738
haplochromis_burtoni ENSHBUG00000014822
larimichthys_crocea ENSLCRG00005015902
cynoglossus_semilaevis ENSCSEG00000020226
amphiprion_percula ENSAPEG00000015623
amphiprion_ocellaris ENSAOCG00000019985
parambassis_ranga ENSPRNG00000013638
gouania_willdenowi ENSGWIG00000020084
seriola_lalandi ENSSLDG00000021323
lates_calcarifer ENSLCAG00010016666
scophthalmus_maximus ENSSMAG00000013966
mastacembelus_armatus ENSMAMG00000014670
oryzias_latipes ENSORLG00020013243
oryzias_latipes ENSORLG00000028975
oryzias_latipes ENSORLG00015009111
oryzias_melastigma ENSOMEG00000016648
scleropages_formosus ENSSFOG00015018208
vombatus_ursinus ENSVURG00010010193
phascolarctos_cinereus ENSPCIG00000007334
sarcophilus_harrisii ENSSHAG00000017778
monodelphis_domestica ENSMODG00000027580
dasypus_novemcinctus ENSDNOG00000043084
choloepus_hoffmanni ENSCHOG00000002983
loxodonta_africana ENSLAFG00000008892
oryctolagus_cuniculus ENSOCUG00000005466
ochotona_princeps ENSOPRG00000004047
tupaia_belangeri ENSTBEG00000006248
mus_spicilegus ENSMSIG00000025948
mus_musculus ENSMUSG00000067206
rattus_norvegicus ENSRNOG00000026585
meriones_unguiculatus ENSMUGG00000009398
cricetulus_griseus ENSCGRG00000009317
cricetulus_griseus ENSCGRG00001017360
cricetulus_griseus ENSCGRG00015005935
mesocricetus_auratus ENSMAUG00000009663
microtus_ochrogaster ENSMOCG00000017330
peromyscus_maniculatus ENSPEMG00000017432
nannospalax_galili ENSNGAG00000008757
castor_canadensis ENSCCNG00000011753
fukomys_damarensis ENSFDAG00000000950
spermophilus_dauricus ENSSDAG00000010582
urocitellus_parryii ENSUPAG00010020366
ictidomys_tridecemlineatus ENSSTOG00000022844
marmota_marmota ENSMMMG00000020043
pan_paniscus ENSPPAG00000032413
pan_troglodytes ENSPTRG00000016052
homo_sapiens ENSG00000188993
gorilla_gorilla ENSGGOG00000011068
pongo_abelii ENSPPYG00000014781
nomascus_leucogenys ENSNLEG00000008139
papio_anubis ENSPANG00000010298
theropithecus_gelada ENSTGEG00000023750
cercocebus_atys ENSCATG00000020032
mandrillus_leucophaeus ENSMLEG00000004735
macaca_fascicularis ENSMFAG00000035332
macaca_mulatta ENSMMUG00000018939
macaca_nemestrina ENSMNEG00000020070
chlorocebus_sabaeus ENSCSAG00000004952
colobus_angolensis ENSCANG00000037423
piliocolobus_tephrosceles ENSPTEG00000029720
rhinopithecus_roxellana ENSRROG00000037800
rhinopithecus_bieti ENSRBIG00000016034
cebus_capucinus ENSCCAG00000037453
saimiri_boliviensis ENSSBOG00000025555
callithrix_jacchus ENSCJAG00000018599
aotus_nancymaae ENSANAG00000027871
propithecus_coquereli ENSPCOG00000022176
microcebus_murinus ENSMICG00000042369
otolemur_garnettii ENSOGAG00000025206
pteropus_vampyrus ENSPVAG00000016642
myotis_lucifugus ENSMLUG00000006469
ursus_americanus ENSUAMG00000024692
ursus_maritimus ENSUMAG00000002626
ailuropoda_melanoleuca ENSAMEG00000008205
mustela_putorius ENSMPUG00000005685
neovison_vison ENSNVIG00000013642
canis_lupus ENSCAFG00000024651
vulpes_vulpes ENSVVUG00000024862
panthera_pardus ENSPPRG00000024319
panthera_tigris ENSPTIG00000007410
felis_catus ENSFCAG00000042278
equus_caballus ENSECAG00000022299
equus_asinus ENSEASG00005004297
bos_indicus ENSBIXG00000025435
bos_taurus ENSBTAG00000014599
bos_indicus ENSBIXG00005010057
bison_bison ENSBBBG00000019144
bos_mutus ENSBMUG00000019199
ovis_aries ENSOARG00000018415
tursiops_truncatus ENSTTRG00000002162
sus_scrofa ENSSSCG00000008832
erinaceus_europaeus ENSEEUG00000011841
crocodylus_porosus ENSCPRG00005009969
gopherus_agassizii ENSGAGG00000006084
lepidothrix_coronata ENSLCOG00000001176
manacus_vitellinus ENSMVIG00005010585
cyanistes_caeruleus ENSCCEG00000014794
parus_major ENSPMJG00000006565
lonchura_striata ENSLSDG00000007737
melopsittacus_undulatus ENSMUNG00000006581
calidris_pygmaea ENSCPGG00000019321
calidris_pugnax ENSCPUG00000011641
anas_platyrhynchos ENSAPLG00000024904
taeniopygia_guttata ENSTGUG00000007920
serinus_canaria ENSSCAG00000007913
zonotrichia_albicollis ENSZALG00000014059
junco_hyemalis ENSJHYG00000007246
ficedula_albicollis ENSFALG00000003282
anser_brachyrhynchus ENSABRG00000000649
coturnix_japonica ENSCJPG00005010712
meleagris_gallopavo ENSMGAG00000011936
gallus_gallus ENSGALG00000048601
numida_meleagris ENSNMEG00000011148
apteryx_rowi ENSARWG00000008137
dromaius_novaehollandiae ENSDNVG00000009356
nothoprocta_perdicaria ENSNPEG00000004839
