labrus_bergylta ENSLBEG00000025403
mola_mola ENSMMOG00000010833
xiphophorus_couchianus ENSXCOG00000020777
xiphophorus_maculatus ENSXMAG00000023816
fundulus_heteroclitus ENSFHEG00000004403
oryzias_latipes_asm223469v1 ENSORLG00015015816
oryzias_latipes ENSORLG00000030206
oryzias_latipes ENSORLG00020009811
oryzias_melastigma ENSOMEG00000004803
anabas_testudineus ENSATEG00000018665
takifugu_rubripes ENSTRUG00000023673
astatotilapia_calliptera ENSACLG00000013126
maylandia_zebra ENSMZEG00005016983
haplochromis_burtoni ENSHBUG00000014223
neolamprologus_brichardi ENSNBRG00000006880
amphilophus_citrinellus ENSACIG00000014820
scleropages_formosus ENSSFOG00015000730
