apteryx_rowi ENSARWG00000011883
cyanistes_caeruleus ENSCCEG00000012598
chrysemys_picta ENSCPBG00000019180
pogona_vitticeps ENSPVIG00000001643
cricetulus_griseus ENSCGRG00015007687
mus_spicilegus ENSMSIG00000001516
spermophilus_dauricus ENSSDAG00000017556
pan_troglodytes ENSPTRG00000049792
pan_paniscus ENSPPAG00000041887
pan_paniscus ENSPPAG00000038198
theropithecus_gelada ENSTGEG00000017199
saimiri_boliviensis ENSSBOG00000024232
saimiri_boliviensis ENSSBOG00000021651
cebus_capucinus ENSCCAG00000035563
aotus_nancymaae ENSANAG00000021083
saimiri_boliviensis ENSSBOG00000020715
cebus_capucinus ENSCCAG00000032322
piliocolobus_tephrosceles ENSPTEG00000018812
piliocolobus_tephrosceles ENSPTEG00000037627
theropithecus_gelada ENSTGEG00000024518
gorilla_gorilla ENSGGOG00000044084
gorilla_gorilla ENSGGOG00000041480
carlito_syrichta ENSTSYG00000035569
cricetulus_griseus ENSCGRG00015013014
cricetulus_griseus ENSCGRG00015009247
meriones_unguiculatus ENSMUGG00000022261
vulpes_vulpes ENSVVUG00000022713
neovison_vison ENSNVIG00000002125
sus_scrofa ENSSSCG00000040472
vombatus_ursinus ENSVURG00010000789
vombatus_ursinus ENSVURG00010005997
vombatus_ursinus ENSVURG00010004181
amphilophus_citrinellus ENSACIG00000018806
