apteryx_haastii ENSAHAG00000006051
apteryx_owenii ENSAOWG00000007574
apteryx_rowi ENSARWG00000000170
dromaius_novaehollandiae ENSDNVG00000014251
nothoprocta_perdicaria ENSNPEG00000015098
gallus_gallus ENSGALG00000049218
meleagris_gallopavo ENSMGAG00000005949
numida_meleagris ENSNMEG00000022399
anser_brachyrhynchus ENSABRG00000020158
anas_platyrhynchos_platyrhynchos ENSAPLG00000003228
calidris_pugnax ENSCPUG00000016165
calidris_pygmaea ENSCPGG00000011958
melopsittacus_undulatus ENSMUNG00000016548
manacus_vitellinus ENSMVIG00005016256
manacus_vitellinus ENSMVIG00005002897
lepidothrix_coronata ENSLCOG00000005016
cyanistes_caeruleus ENSCCEG00000019893
parus_major ENSPMJG00000018473
ficedula_albicollis ENSFALG00000012048
junco_hyemalis ENSJHYG00000016414
zonotrichia_albicollis ENSZALG00000002313
serinus_canaria ENSSCAG00000000540
lonchura_striata_domestica ENSLSDG00000014360
taeniopygia_guttata ENSTGUG00000006467
crocodylus_porosus ENSCPRG00005011732
gopherus_agassizii ENSGAGG00000012935
chelonoidis_abingdonii ENSCABG00000019670
chrysemys_picta_bellii ENSCPBG00000004176
notechis_scutatus ENSNSUG00000013406
pogona_vitticeps ENSPVIG00000019346
salvator_merianae ENSSMRG00000004760
sphenodon_punctatus ENSSPUG00000004532
oryctolagus_cuniculus ENSOCUG00000025031
ochotona_princeps ENSOPRG00000018597
spermophilus_dauricus ENSSDAG00000007120
marmota_marmota_marmota ENSMMMG00000015251
ictidomys_tridecemlineatus ENSSTOG00000021598
pan_paniscus ENSPPAG00000013865
pan_troglodytes ENSPTRG00000007098
homo_sapiens ENSG00000256061
gorilla_gorilla ENSGGOG00000005429
nomascus_leucogenys ENSNLEG00000006617
macaca_mulatta ENSMMUG00000000863
macaca_fascicularis ENSMFAG00000042616
papio_anubis ENSPANG00000017293
theropithecus_gelada ENSTGEG00000016890
cercocebus_atys ENSCATG00000035181
mandrillus_leucophaeus ENSMLEG00000029485
rhinopithecus_bieti ENSRBIG00000033970
rhinopithecus_roxellana ENSRROG00000039039
chlorocebus_sabaeus ENSCSAG00000011680
colobus_angolensis_palliatus ENSCANG00000030171
piliocolobus_tephrosceles ENSPTEG00000026398
macaca_nemestrina ENSMNEG00000032117
saimiri_boliviensis_boliviensis ENSSBOG00000035384
cebus_capucinus ENSCCAG00000030726
callithrix_jacchus ENSCJAG00000046693
aotus_nancymaae ENSANAG00000025036
carlito_syrichta ENSTSYG00000010401
microcebus_murinus ENSMICG00000032770
microcebus_murinus ENSMICG00000043199
prolemur_simus ENSPSMG00000014584
propithecus_coquereli ENSPCOG00000021380
otolemur_garnettii ENSOGAG00000032852
mus_spicilegus ENSMSIG00000029999
mus_musculus ENSMUSG00000092192
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033561
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033562
mus_musculus ENSMUSG00000089865
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032423
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032424
mus_pahari MGP_PahariEiJ_G0015288
mus_pahari MGP_PahariEiJ_G0015287
rattus_norvegicus ENSRNOG00000056654
meriones_unguiculatus ENSMUGG00000012391
microtus_ochrogaster ENSMOCG00000015951
peromyscus_maniculatus_bairdii ENSPEMG00000014726
cricetulus_griseus_crigri ENSCGRG00000014681
cricetulus_griseus_chok1gshd ENSCGRG00001024405
cricetulus_griseus_crigri-picr ENSCGRG00015015891
mesocricetus_auratus ENSMAUG00000012975
nannospalax_galili ENSNGAG00000005170
jaculus_jaculus ENSJJAG00000018037
dipodomys_ordii ENSDORG00000012067
pteropus_vampyrus ENSPVAG00000004097
myotis_lucifugus ENSMLUG00000029069
equus_caballus ENSECAG00000010951
equus_asinus_asinus ENSEASG00005009799
sus_scrofa ENSSSCG00000004608
vicugna_pacos ENSVPAG00000012388
bos_mutus ENSBMUG00000008868
bos_taurus ENSBTAG00000031388
bison_bison_bison ENSBBBG00000001110
capra_hircus ENSCHIG00000016814
ovis_aries ENSOARG00000020899
tursiops_truncatus ENSTTRG00000008542
ursus_maritimus ENSUMAG00000023467
ursus_americanus ENSUAMG00000005457
ailuropoda_melanoleuca ENSAMEG00000018375
neovison_vison ENSNVIG00000001732
mustela_putorius_furo ENSMPUG00000002216
canis_lupus_dingo ENSCAFG00020012682
canis_lupus_familiaris ENSCAFG00000015932
vulpes_vulpes ENSVVUG00000000666
panthera_tigris_altaica ENSPTIG00000017849
panthera_pardus ENSPPRG00000023889
felis_catus ENSFCAG00000029550
dasypus_novemcinctus ENSDNOG00000032609
choloepus_hoffmanni ENSCHOG00000008034
loxodonta_africana ENSLAFG00000007916
cavia_aperea ENSCAPG00000003958
cavia_porcellus ENSCPOG00000023129
chinchilla_lanigera ENSCLAG00000007327
octodon_degus ENSODEG00000007101
heterocephalus_glaber_male ENSHGLG00100005037
heterocephalus_glaber_female ENSHGLG00000015787
procavia_capensis ENSPCAG00000013669
phascolarctos_cinereus ENSPCIG00000031568
sarcophilus_harrisii ENSSHAG00000009802
monodelphis_domestica ENSMODG00000008053
ornithorhynchus_anatinus ENSOANG00000008539
xenopus_tropicalis ENSXETG00000007369
latimeria_chalumnae ENSLACG00000014863
scleropages_formosus ENSSFOG00015024117
paramormyrops_kingsleyae ENSPKIG00000021803
astatotilapia_calliptera ENSACLG00000018308
haplochromis_burtoni ENSHBUG00000009301
maylandia_zebra ENSMZEG00005022822
pundamilia_nyererei ENSPNYG00000007658
neolamprologus_brichardi ENSNBRG00000008704
oreochromis_niloticus ENSONIG00000012701
amphilophus_citrinellus ENSACIG00000019744
amphiprion_percula ENSAPEG00000004883
amphiprion_percula ENSAPEG00000004321
amphiprion_ocellaris ENSAOCG00000001030
acanthochromis_polyacanthus ENSAPOG00000022122
stegastes_partitus ENSSPAG00000007989
labrus_bergylta ENSLBEG00000008328
mola_mola ENSMMOG00000000937
gasterosteus_aculeatus ENSGACG00000014118
seriola_dumerili ENSSDUG00000002619
seriola_lalandi_dorsalis ENSSLDG00000005741
scophthalmus_maximus ENSSMAG00000017710
monopterus_albus ENSMALG00000003748
mastacembelus_armatus ENSMAMG00000011543
anabas_testudineus ENSATEG00000005200
periophthalmus_magnuspinnatus ENSPMGG00000022033
cynoglossus_semilaevis ENSCSEG00000000642
cynoglossus_semilaevis ENSCSEG00000020575
tetraodon_nigroviridis ENSTNIG00000007179
poecilia_formosa ENSPFOG00000014680
poecilia_mexicana ENSPMEG00000023295
poecilia_latipinna ENSPLAG00000022079
poecilia_reticulata ENSPREG00000019982
xiphophorus_couchianus ENSXCOG00000013657
xiphophorus_maculatus ENSXMAG00000006476
gambusia_affinis ENSGAFG00000015345
fundulus_heteroclitus ENSFHEG00000018238
cyprinodon_variegatus ENSCVAG00000011205
oryzias_latipes ENSORLG00020014605
oryzias_latipes ENSORLG00000014547
oryzias_latipes_asm223469v1 ENSORLG00015004856
oryzias_melastigma ENSOMEG00000017571
hippocampus_comes ENSHCOG00000014495
gadus_morhua ENSGMOG00000014191
esox_lucius ENSELUG00000012469
pygocentrus_nattereri ENSPNAG00000024793
astyanax_mexicanus ENSAMXG00000040241
ictalurus_punctatus ENSIPUG00000015841
danio_rerio ENSDARG00000099161
lepisosteus_oculatus ENSLOCG00000013474
petromyzon_marinus ENSPMAG00000009836
eptatretus_burgeri ENSEBUG00000003400
ciona_savignyi ENSCSAVG00000002451
ciona_intestinalis ENSCING00000023078
