xiphophorus_couchianus ENSXCOG00000015184
cyprinodon_variegatus ENSCVAG00000009021
astatotilapia_calliptera ENSACLG00000008493
pundamilia_nyererei ENSPNYG00000002477
neolamprologus_brichardi ENSNBRG00000004971
amphilophus_citrinellus ENSACIG00000002581
mola_mola ENSMMOG00000016810
mola_mola ENSMMOG00000003818
mola_mola ENSMMOG00000003780
scophthalmus_maximus ENSSMAG00000014375
amphiprion_percula ENSAPEG00000000233
amphiprion_ocellaris ENSAOCG00000024743
amphiprion_percula ENSAPEG00000000230
stegastes_partitus ENSSPAG00000012300
seriola_lalandi_dorsalis ENSSLDG00000002689
