xiphophorus_maculatus ENSXMAG00000013921
xiphophorus_couchianus ENSXCOG00000008867
gambusia_affinis ENSGAFG00000011274
poecilia_reticulata ENSPREG00000000160
cyprinodon_variegatus ENSCVAG00000006165
kryptolebias_marmoratus ENSKMAG00000010128
mastacembelus_armatus ENSMAMG00000006124
oryzias_latipes ENSORLG00000030117
oryzias_latipes_asm223469v1 ENSORLG00015008501
oryzias_latipes ENSORLG00020009230
oryzias_melastigma ENSOMEG00000017999
monopterus_albus ENSMALG00000000747
gasterosteus_aculeatus ENSGACG00000019561
seriola_lalandi_dorsalis ENSSLDG00000006861
cynoglossus_semilaevis ENSCSEG00000020868
maylandia_zebra ENSMZEG00005013962
astatotilapia_calliptera ENSACLG00000006118
haplochromis_burtoni ENSHBUG00000006754
pundamilia_nyererei ENSPNYG00000007919
neolamprologus_brichardi ENSNBRG00000007679
stegastes_partitus ENSSPAG00000003389
anabas_testudineus ENSATEG00000003989
scophthalmus_maximus ENSSMAG00000021245
takifugu_rubripes ENSTRUG00000022415
mola_mola ENSMMOG00000011276
