pan_paniscus ENSPPAG00000040975
pan_troglodytes ENSPTRG00000051882
gorilla_gorilla ENSGGOG00000041472
nomascus_leucogenys ENSNLEG00000032099
mandrillus_leucophaeus ENSMLEG00000037220
cercocebus_atys ENSCATG00000041389
papio_anubis ENSPANG00000035358
theropithecus_gelada ENSTGEG00000010348
macaca_fascicularis ENSMFAG00000039653
macaca_nemestrina ENSMNEG00000033079
colobus_angolensis_palliatus ENSCANG00000032985
piliocolobus_tephrosceles ENSPTEG00000038608
rhinopithecus_roxellana ENSRROG00000033196
rhinopithecus_bieti ENSRBIG00000034062
callithrix_jacchus ENSCJAG00000046388
cricetulus_griseus_crigri-picr ENSCGRG00015003785
peromyscus_maniculatus_bairdii ENSPEMG00000028083
panthera_tigris_altaica ENSPTIG00000018791
panthera_pardus ENSPPRG00000022113
neovison_vison ENSNVIG00000024678
equus_caballus ENSECAG00000040327
