scleropages_formosus ENSSFOG00015006762
paramormyrops_kingsleyae ENSPKIG00000010823
scophthalmus_maximus ENSSMAG00000013852
cynoglossus_semilaevis ENSCSEG00000008012
seriola_lalandi_dorsalis ENSSLDG00000021028
seriola_dumerili ENSSDUG00000018322
mastacembelus_armatus ENSMAMG00000011533
monopterus_albus ENSMALG00000011975
anabas_testudineus ENSATEG00000013199
gasterosteus_aculeatus ENSGACG00000009721
labrus_bergylta ENSLBEG00000020607
takifugu_rubripes ENSTRUG00000011163
tetraodon_nigroviridis ENSTNIG00000007742
mola_mola ENSMMOG00000012505
xiphophorus_maculatus ENSXMAG00000025473
xiphophorus_couchianus ENSXCOG00000012641
gambusia_affinis ENSGAFG00000012193
poecilia_formosa ENSPFOG00000009796
poecilia_mexicana ENSPMEG00000012860
poecilia_latipinna ENSPLAG00000019984
poecilia_reticulata ENSPREG00000000679
fundulus_heteroclitus ENSFHEG00000006483
cyprinodon_variegatus ENSCVAG00000005028
kryptolebias_marmoratus ENSKMAG00000021248
oryzias_latipes ENSORLG00020002990
oryzias_latipes ENSORLG00000006762
oryzias_latipes_asm223469v1 ENSORLG00015005217
oryzias_melastigma ENSOMEG00000013459
maylandia_zebra ENSMZEG00005016782
astatotilapia_calliptera ENSACLG00000015851
haplochromis_burtoni ENSHBUG00000001879
pundamilia_nyererei ENSPNYG00000006486
neolamprologus_brichardi ENSNBRG00000003649
oreochromis_niloticus ENSONIG00000003682
amphilophus_citrinellus ENSACIG00000013794
amphiprion_percula ENSAPEG00000024305
amphiprion_ocellaris ENSAOCG00000010326
acanthochromis_polyacanthus ENSAPOG00000016780
stegastes_partitus ENSSPAG00000011058
periophthalmus_magnuspinnatus ENSPMGG00000014165
hippocampus_comes ENSHCOG00000007315
gadus_morhua ENSGMOG00000008067
esox_lucius ENSELUG00000014235
pygocentrus_nattereri ENSPNAG00000019453
astyanax_mexicanus ENSAMXG00000015232
ictalurus_punctatus ENSIPUG00000012233
danio_rerio ENSDARG00000068406
lepisosteus_oculatus ENSLOCG00000014840
paramormyrops_kingsleyae ENSPKIG00000010746
latimeria_chalumnae ENSLACG00000013126
