pteropus_vampyrus ENSPVAG00000007676
myotis_lucifugus ENSMLUG00000002894
neovison_vison ENSNVIG00000009594
mustela_putorius_furo ENSMPUG00000000725
ursus_americanus ENSUAMG00000026246
ursus_maritimus ENSUMAG00000023930
canis_lupus_dingo ENSCAFG00020003550
vulpes_vulpes ENSVVUG00000001267
canis_lupus_familiaris ENSCAFG00000031168
panthera_pardus ENSPPRG00000010811
panthera_tigris_altaica ENSPTIG00000021618
felis_catus ENSFCAG00000021971
sus_scrofa ENSSSCG00000027351
vicugna_pacos ENSVPAG00000011195
capra_hircus ENSCHIG00000013008
ovis_aries ENSOARG00000004411
bos_mutus ENSBMUG00000002862
bison_bison_bison ENSBBBG00000012911
bos_taurus ENSBTAG00000004262
tursiops_truncatus ENSTTRG00000012880
equus_asinus_asinus ENSEASG00005012616
equus_caballus ENSECAG00000005115
erinaceus_europaeus ENSEEUG00000007684
pan_troglodytes ENSPTRG00000017611
pan_paniscus ENSPPAG00000038343
homo_sapiens ENSG00000178187
gorilla_gorilla ENSGGOG00000022508
nomascus_leucogenys ENSNLEG00000001430
piliocolobus_tephrosceles ENSPTEG00000028835
colobus_angolensis_palliatus ENSCANG00000028668
rhinopithecus_roxellana ENSRROG00000029318
rhinopithecus_bieti ENSRBIG00000035621
theropithecus_gelada ENSTGEG00000017165
papio_anubis ENSPANG00000009509
mandrillus_leucophaeus ENSMLEG00000039955
cercocebus_atys ENSCATG00000031926
macaca_fascicularis ENSMFAG00000043337
macaca_mulatta ENSMMUG00000045647
macaca_nemestrina ENSMNEG00000002699
chlorocebus_sabaeus ENSCSAG00000008562
cebus_capucinus ENSCCAG00000024321
saimiri_boliviensis_boliviensis ENSSBOG00000028339
callithrix_jacchus ENSCJAG00000018857
aotus_nancymaae ENSANAG00000037002
carlito_syrichta ENSTSYG00000025770
microcebus_murinus ENSMICG00000032054
prolemur_simus ENSPSMG00000011918
propithecus_coquereli ENSPCOG00000016969
castor_canadensis ENSCCNG00000002877
dipodomys_ordii ENSDORG00000029196
mus_spicilegus ENSMSIG00000010013
mus_musculus ENSMUSG00000048728
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017141
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016297
mus_pahari MGP_PahariEiJ_G0017432
rattus_norvegicus ENSRNOG00000022971
meriones_unguiculatus ENSMUGG00000002704
peromyscus_maniculatus_bairdii ENSPEMG00000009308
microtus_ochrogaster ENSMOCG00000020470
cricetulus_griseus_chok1gshd ENSCGRG00001013939
cricetulus_griseus_crigri-picr ENSCGRG00015025802
cricetulus_griseus_crigri ENSCGRG00000014813
mesocricetus_auratus ENSMAUG00000013415
nannospalax_galili ENSNGAG00000001170
jaculus_jaculus ENSJJAG00000005501
spermophilus_dauricus ENSSDAG00000019128
urocitellus_parryii ENSUPAG00010003038
marmota_marmota_marmota ENSMMMG00000010924
ictidomys_tridecemlineatus ENSSTOG00000029783
heterocephalus_glaber_male ENSHGLG00100016588
heterocephalus_glaber_female ENSHGLG00000018632
fukomys_damarensis ENSFDAG00000003912
chinchilla_lanigera ENSCLAG00000010195
chinchilla_lanigera ENSCLAG00000010435
cavia_porcellus ENSCPOG00000033835
cavia_porcellus ENSCPOG00000035563
cavia_aperea ENSCAPG00000006920
cavia_aperea ENSCAPG00000009980
octodon_degus ENSODEG00000007335
ochotona_princeps ENSOPRG00000009035
oryctolagus_cuniculus ENSOCUG00000029119
tupaia_belangeri ENSTBEG00000000346
choloepus_hoffmanni ENSCHOG00000002770
castor_canadensis ENSCCNG00000015586
echinops_telfairi ENSETEG00000019303
procavia_capensis ENSPCAG00000008871
