petromyzon_marinus ENSPMAG00000000626
eptatretus_burgeri ENSEBUG00000001216
pogona_vitticeps ENSPVIG00000009482
anolis_carolinensis ENSACAG00000012086
notechis_scutatus ENSNSUG00000005521
salvator_merianae ENSSMRG00000013043
sphenodon_punctatus ENSSPUG00000015288
chrysemys_picta_bellii ENSCPBG00000019098
gopherus_agassizii ENSGAGG00000008284
chelonoidis_abingdonii ENSCABG00000001173
calidris_pygmaea ENSCPGG00000014010
melopsittacus_undulatus ENSMUNG00000009379
parus_major ENSPMJG00000007260
junco_hyemalis ENSJHYG00000009370
lonchura_striata_domestica ENSLSDG00000012187
ficedula_albicollis ENSFALG00000010703
coturnix_japonica ENSCJPG00005011970
gallus_gallus ENSGALG00000051301
numida_meleagris ENSNMEG00000007154
lepidothrix_coronata ENSLCOG00000005340
anser_brachyrhynchus ENSABRG00000019202
nothoprocta_perdicaria ENSNPEG00000012634
apteryx_owenii ENSAOWG00000019525
castor_canadensis ENSCCNG00000005795
dipodomys_ordii ENSDORG00000001042
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028064
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027069
mus_spicilegus ENSMSIG00000013742
mus_musculus ENSMUSG00000029162
mus_pahari MGP_PahariEiJ_G0029312
rattus_norvegicus ENSRNOG00000008047
meriones_unguiculatus ENSMUGG00000027033
cricetulus_griseus_chok1gshd ENSCGRG00001000681
cricetulus_griseus_crigri ENSCGRG00000016442
cricetulus_griseus_crigri-picr ENSCGRG00015026342
mesocricetus_auratus ENSMAUG00000013515
peromyscus_maniculatus_bairdii ENSPEMG00000009381
microtus_ochrogaster ENSMOCG00000007949
nannospalax_galili ENSNGAG00000011724
jaculus_jaculus ENSJJAG00000022427
chinchilla_lanigera ENSCLAG00000011682
octodon_degus ENSODEG00000008065
cavia_porcellus ENSCPOG00000010959
cavia_aperea ENSCAPG00000007492
heterocephalus_glaber_female ENSHGLG00000016984
heterocephalus_glaber_male ENSHGLG00100017119
fukomys_damarensis ENSFDAG00000012878
urocitellus_parryii ENSUPAG00010007086
spermophilus_dauricus ENSSDAG00000023562
ictidomys_tridecemlineatus ENSSTOG00000022057
marmota_marmota_marmota ENSMMMG00000021008
oryctolagus_cuniculus ENSOCUG00000008662
ochotona_princeps ENSOPRG00000006918
pan_paniscus ENSPPAG00000039729
pan_troglodytes ENSPTRG00000011746
pongo_abelii ENSPPYG00000012564
nomascus_leucogenys ENSNLEG00000034395
macaca_mulatta ENSMMUG00000016047
macaca_fascicularis ENSMFAG00000032386
macaca_nemestrina ENSMNEG00000039942
theropithecus_gelada ENSTGEG00000022756
chlorocebus_sabaeus ENSCSAG00000009540
cercocebus_atys ENSCATG00000040385
rhinopithecus_roxellana ENSRROG00000025137
rhinopithecus_bieti ENSRBIG00000037516
colobus_angolensis_palliatus ENSCANG00000040773
saimiri_boliviensis_boliviensis ENSSBOG00000015057
callithrix_jacchus ENSCJAG00000001241
cebus_capucinus ENSCCAG00000024077
aotus_nancymaae ENSANAG00000034884
homo_sapiens ENSG00000138030
gorilla_gorilla ENSGGOG00000002595
papio_anubis ENSPANG00000009447
mandrillus_leucophaeus ENSMLEG00000021332
piliocolobus_tephrosceles ENSPTEG00000003231
