salvator_merianae ENSSMRG00000004127
sphenodon_punctatus ENSSPUG00000018123
chelonoidis_abingdonii ENSCABG00000001642
equus_asinus_asinus ENSEASG00005011786
fundulus_heteroclitus ENSFHEG00000011004
cyprinodon_variegatus ENSCVAG00000018835
xiphophorus_maculatus ENSXMAG00000026244
xiphophorus_couchianus ENSXCOG00000019728
gambusia_affinis ENSGAFG00000009676
poecilia_reticulata ENSPREG00000013132
kryptolebias_marmoratus ENSKMAG00000021311
oryzias_latipes ENSORLG00020006774
oryzias_latipes_asm223469v1 ENSORLG00015000035
oryzias_latipes ENSORLG00000015742
oryzias_melastigma ENSOMEG00000013825
neolamprologus_brichardi ENSNBRG00000003821
neolamprologus_brichardi ENSNBRG00000003842
maylandia_zebra ENSMZEG00005014476
astatotilapia_calliptera ENSACLG00000015908
oreochromis_niloticus ENSONIG00000021261
amphiprion_ocellaris ENSAOCG00000004106
acanthochromis_polyacanthus ENSAPOG00000023468
monopterus_albus ENSMALG00000015862
mastacembelus_armatus ENSMAMG00000002362
seriola_dumerili ENSSDUG00000016091
seriola_dumerili ENSSDUG00000016079
labrus_bergylta ENSLBEG00000017679
cynoglossus_semilaevis ENSCSEG00000006069
gasterosteus_aculeatus ENSGACG00000013782
periophthalmus_magnuspinnatus ENSPMGG00000023696
seriola_lalandi_dorsalis ENSSLDG00000012202
gadus_morhua ENSGMOG00000020224
esox_lucius ENSELUG00000016548
pygocentrus_nattereri ENSPNAG00000020778
astyanax_mexicanus ENSAMXG00000025295
ictalurus_punctatus ENSIPUG00000022744
danio_rerio ENSDARG00000090637
paramormyrops_kingsleyae ENSPKIG00000004432
poecilia_latipinna ENSPLAG00000015560
poecilia_mexicana ENSPMEG00000012845
fundulus_heteroclitus ENSFHEG00000000674
fundulus_heteroclitus ENSFHEG00000001248
cyprinodon_variegatus ENSCVAG00000010013
stegastes_partitus ENSSPAG00000016824
hippocampus_comes ENSHCOG00000011217
periophthalmus_magnuspinnatus ENSPMGG00000018468
seriola_lalandi_dorsalis ENSSLDG00000006017
esox_lucius ENSELUG00000022733
esox_lucius ENSELUG00000022806
danio_rerio ENSDARG00000111606
paramormyrops_kingsleyae ENSPKIG00000007110
paramormyrops_kingsleyae ENSPKIG00000008669
oryzias_latipes ENSORLG00000028320
oryzias_latipes_asm223469v1 ENSORLG00015001542
