microcebus_murinus ENSMICG00000041524
prolemur_simus ENSPSMG00000021319
theropithecus_gelada ENSTGEG00000008457
papio_anubis ENSPANG00000031737
piliocolobus_tephrosceles ENSPTEG00000038148
homo_sapiens ENSG00000285976
callithrix_jacchus ENSCJAG00000039918
urocitellus_parryii ENSUPAG00010014408
ictidomys_tridecemlineatus ENSSTOG00000032419
mesocricetus_auratus ENSMAUG00000000206
bison_bison_bison ENSBBBG00000012939
bos_mutus ENSBMUG00000004138
neovison_vison ENSNVIG00000013563
phascolarctos_cinereus ENSPCIG00000033585
sphenodon_punctatus ENSSPUG00000006059
