pteropus_vampyrus ENSPVAG00000006116
myotis_lucifugus ENSMLUG00000007305
ursus_americanus ENSUAMG00000023486
ursus_maritimus ENSUMAG00000000768
ailuropoda_melanoleuca ENSAMEG00000018773
neovison_vison ENSNVIG00000019066
canis_lupus_dingo ENSCAFG00020004270
vulpes_vulpes ENSVVUG00000008499
panthera_pardus ENSPPRG00000014857
panthera_tigris_altaica ENSPTIG00000007331
felis_catus ENSFCAG00000001900
equus_caballus ENSECAG00000001159
equus_asinus_asinus ENSEASG00005003682
sorex_araneus ENSSARG00000004425
bos_taurus ENSBTAG00000009206
bos_mutus ENSBMUG00000014903
bison_bison_bison ENSBBBG00000009973
capra_hircus ENSCHIG00000013849
ovis_aries ENSOARG00000001757
tursiops_truncatus ENSTTRG00000007930
sus_scrofa ENSSSCG00000033613
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025397
mus_spicilegus ENSMSIG00000001094
mus_musculus ENSMUSG00000074676
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024476
mus_pahari MGP_PahariEiJ_G0025919
rattus_norvegicus ENSRNOG00000008529
meriones_unguiculatus ENSMUGG00000012930
cricetulus_griseus_crigri ENSCGRG00000019998
cricetulus_griseus_crigri-picr ENSCGRG00015003510
cricetulus_griseus_chok1gshd ENSCGRG00001007001
mesocricetus_auratus ENSMAUG00000015942
peromyscus_maniculatus_bairdii ENSPEMG00000006449
microtus_ochrogaster ENSMOCG00000001540
nannospalax_galili ENSNGAG00000011321
jaculus_jaculus ENSJJAG00000009722
castor_canadensis ENSCCNG00000018818
dipodomys_ordii ENSDORG00000015274
chinchilla_lanigera ENSCLAG00000018094
octodon_degus ENSODEG00000020017
cavia_porcellus ENSCPOG00000025295
cavia_aperea ENSCAPG00000007030
heterocephalus_glaber_female ENSHGLG00000021247
heterocephalus_glaber_male ENSHGLG00100021017
fukomys_damarensis ENSFDAG00000015381
urocitellus_parryii ENSUPAG00010019139
ictidomys_tridecemlineatus ENSSTOG00000012148
marmota_marmota_marmota ENSMMMG00000023785
oryctolagus_cuniculus ENSOCUG00000021480
ochotona_princeps ENSOPRG00000001043
prolemur_simus ENSPSMG00000003670
otolemur_garnettii ENSOGAG00000030777
pan_paniscus ENSPPAG00000033162
pan_troglodytes ENSPTRG00000013363
homo_sapiens ENSG00000179772
gorilla_gorilla ENSGGOG00000023442
pongo_abelii ENSPPYG00000010894
nomascus_leucogenys ENSNLEG00000009700
macaca_nemestrina ENSMNEG00000009616
macaca_mulatta ENSMMUG00000000969
theropithecus_gelada ENSTGEG00000008436
chlorocebus_sabaeus ENSCSAG00000018667
piliocolobus_tephrosceles ENSPTEG00000002879
rhinopithecus_roxellana ENSRROG00000005215
callithrix_jacchus ENSCJAG00000023288
loxodonta_africana ENSLAFG00000013119
dasypus_novemcinctus ENSDNOG00000045647
phascolarctos_cinereus ENSPCIG00000008217
notamacropus_eugenii ENSMEUG00000005856
chelonoidis_abingdonii ENSCABG00000016858
chrysemys_picta_bellii ENSCPBG00000027512
gopherus_agassizii ENSGAGG00000020831
parus_major ENSPMJG00000006914
ficedula_albicollis ENSFALG00000005518
lonchura_striata_domestica ENSLSDG00000006760
calidris_pygmaea ENSCPGG00000018564
calidris_pugnax ENSCPUG00000006252
melopsittacus_undulatus ENSMUNG00000001554
manacus_vitellinus ENSMVIG00005005790
anas_platyrhynchos_platyrhynchos ENSAPLG00000028423
anser_brachyrhynchus ENSABRG00000021032
meleagris_gallopavo ENSMGAG00000007280
gallus_gallus ENSGALG00000043015
numida_meleagris ENSNMEG00000016325
anolis_carolinensis ENSACAG00000004048
notechis_scutatus ENSNSUG00000000924
salvator_merianae ENSSMRG00000019533
kryptolebias_marmoratus ENSKMAG00000008301
