phascolarctos_cinereus ENSPCIG00000003991
vombatus_ursinus ENSVURG00010007511
monodelphis_domestica ENSMODG00000051526
loxodonta_africana ENSLAFG00000003561
procavia_capensis ENSPCAG00000000718
echinops_telfairi ENSETEG00000019186
urocitellus_parryii ENSUPAG00010003993
ictidomys_tridecemlineatus ENSSTOG00000002233
marmota_marmota ENSMMMG00000021669
spermophilus_dauricus ENSSDAG00000020818
cavia_aperea ENSCAPG00000016920
cavia_porcellus ENSCPOG00000034756
chinchilla_lanigera ENSCLAG00000015300
octodon_degus ENSODEG00000010426
heterocephalus_glaber ENSHGLG00100008451
heterocephalus_glaber ENSHGLG00000009418
fukomys_damarensis ENSFDAG00000010199
mus_spicilegus ENSMSIG00000030106
mus_spretus MGP_SPRETEiJ_G0029977
mus_musculus ENSMUSG00000030160
mus_caroli MGP_CAROLIEiJ_G0028933
mus_pahari MGP_PahariEiJ_G0022696
rattus_norvegicus ENSRNOG00000058653
meriones_unguiculatus ENSMUGG00000014241
cricetulus_griseus ENSCGRG00015025508
cricetulus_griseus ENSCGRG00001022764
cricetulus_griseus ENSCGRG00000010222
mesocricetus_auratus ENSMAUG00000011688
peromyscus_maniculatus ENSPEMG00000030939
microtus_ochrogaster ENSMOCG00000006658
nannospalax_galili ENSNGAG00000004925
castor_canadensis ENSCCNG00000030056
ochotona_princeps ENSOPRG00000015401
tupaia_belangeri ENSTBEG00000011496
pan_paniscus ENSPPAG00000031349
pan_troglodytes ENSPTRG00000004669
homo_sapiens ENSG00000165685
gorilla_gorilla ENSGGOG00000028581
pongo_abelii ENSPPYG00000004268
nomascus_leucogenys ENSNLEG00000003211
rhinopithecus_roxellana ENSRROG00000030873
rhinopithecus_bieti ENSRBIG00000033534
piliocolobus_tephrosceles ENSPTEG00000007109
colobus_angolensis ENSCANG00000032950
theropithecus_gelada ENSTGEG00000003422
papio_anubis ENSPANG00000006502
mandrillus_leucophaeus ENSMLEG00000033701
macaca_mulatta ENSMMUG00000058987
macaca_nemestrina ENSMNEG00000040698
macaca_fascicularis ENSMFAG00000044912
cercocebus_atys ENSCATG00000021594
chlorocebus_sabaeus ENSCSAG00000009085
saimiri_boliviensis ENSSBOG00000029595
cebus_capucinus ENSCCAG00000020505
callithrix_jacchus ENSCJAG00000057235
aotus_nancymaae ENSANAG00000020161
carlito_syrichta ENSTSYG00000005326
microcebus_murinus ENSMICG00000029594
prolemur_simus ENSPSMG00000004034
propithecus_coquereli ENSPCOG00000013567
otolemur_garnettii ENSOGAG00000000858
equus_caballus ENSECAG00000032399
equus_asinus ENSEASG00005014799
erinaceus_europaeus ENSEEUG00000006461
ursus_americanus ENSUAMG00000018186
ursus_maritimus ENSUMAG00000016277
ailuropoda_melanoleuca ENSAMEG00000003870
mustela_putorius ENSMPUG00000006407
neovison_vison ENSNVIG00000010259
canis_lupus ENSCAFG00000013488
canis_lupus ENSCAFG00020006230
vulpes_vulpes ENSVVUG00000005157
panthera_pardus ENSPPRG00000014902
panthera_tigris ENSPTIG00000013779
felis_catus ENSFCAG00000036898
myotis_lucifugus ENSMLUG00000007231
pteropus_vampyrus ENSPVAG00000006604
ovis_aries ENSOARG00000021011
capra_hircus ENSCHIG00000020610
bos_indicus ENSBIXG00005011995
bos_indicus ENSBIXG00000025662
bos_taurus ENSBTAG00000011023
bos_mutus ENSBMUG00000021253
bison_bison ENSBBBG00000023210
sus_scrofa ENSSSCG00000032431
tursiops_truncatus ENSTTRG00000009075
vicugna_pacos ENSVPAG00000002095
choloepus_hoffmanni ENSCHOG00000001220
dasypus_novemcinctus ENSDNOG00000047013
chrysemys_picta ENSCPBG00000014113
gopherus_agassizii ENSGAGG00000013451
pelodiscus_sinensis ENSPSIG00000008139
apteryx_rowi ENSARWG00000007331
apteryx_owenii ENSAOWG00000000751
apteryx_haastii ENSAHAG00000004667
dromaius_novaehollandiae ENSDNVG00000009797
nothoprocta_perdicaria ENSNPEG00000012855
ficedula_albicollis ENSFALG00000003642
junco_hyemalis ENSJHYG00000009950
cyanistes_caeruleus ENSCCEG00000019262
parus_major ENSPMJG00000013103
taeniopygia_guttata ENSTGUG00000012058
serinus_canaria ENSSCAG00000008721
lepidothrix_coronata ENSLCOG00000010671
manacus_vitellinus ENSMVIG00005019913
calidris_pugnax ENSCPUG00000006953
calidris_pygmaea ENSCPGG00000001329
melopsittacus_undulatus ENSMUNG00000014464
meleagris_gallopavo ENSMGAG00000014230
coturnix_japonica ENSCJPG00005017149
gallus_gallus ENSGALG00000034698
numida_meleagris ENSNMEG00000016584
anas_platyrhynchos ENSAPLG00000003207
anser_brachyrhynchus ENSABRG00000009904
anolis_carolinensis ENSACAG00000017562
notechis_scutatus ENSNSUG00000000484
salvator_merianae ENSSMRG00000004442
sphenodon_punctatus ENSSPUG00000001376
xenopus_tropicalis ENSXETG00000011550
