scleropages_formosus ENSSFOG00015010908
paramormyrops_kingsleyae ENSPKIG00000012944
pygocentrus_nattereri ENSPNAG00000006568
astyanax_mexicanus ENSAMXG00000041871
ictalurus_punctatus ENSIPUG00000021904
takifugu_rubripes ENSTRUG00000015375
tetraodon_nigroviridis ENSTNIG00000011990
cynoglossus_semilaevis ENSCSEG00000019278
poecilia_formosa ENSPFOG00000011487
poecilia_mexicana ENSPMEG00000015324
poecilia_latipinna ENSPLAG00000017621
poecilia_reticulata ENSPREG00000017104
xiphophorus_maculatus ENSXMAG00000024576
xiphophorus_couchianus ENSXCOG00000003390
gambusia_affinis ENSGAFG00000019138
fundulus_heteroclitus ENSFHEG00000002071
cyprinodon_variegatus ENSCVAG00000002310
kryptolebias_marmoratus ENSKMAG00000012912
oryzias_latipes ENSORLG00000004195
oryzias_latipes ENSORLG00020016357
oryzias_latipes_asm223469v1 ENSORLG00015008083
oryzias_melastigma ENSOMEG00000004834
amphiprion_ocellaris ENSAOCG00000009185
amphiprion_percula ENSAPEG00000014562
acanthochromis_polyacanthus ENSAPOG00000018366
stegastes_partitus ENSSPAG00000020777
amphilophus_citrinellus ENSACIG00000022542
mastacembelus_armatus ENSMAMG00000018217
monopterus_albus ENSMALG00000001231
anabas_testudineus ENSATEG00000012477
seriola_dumerili ENSSDUG00000020802
seriola_lalandi_dorsalis ENSSLDG00000024331
scophthalmus_maximus ENSSMAG00000011404
hippocampus_comes ENSHCOG00000017359
gasterosteus_aculeatus ENSGACG00000006443
labrus_bergylta ENSLBEG00000005543
astatotilapia_calliptera ENSACLG00000022639
pundamilia_nyererei ENSPNYG00000010097
maylandia_zebra ENSMZEG00005020441
haplochromis_burtoni ENSHBUG00000010066
neolamprologus_brichardi ENSNBRG00000003148
oreochromis_niloticus ENSONIG00000002058
mola_mola ENSMMOG00000014944
periophthalmus_magnuspinnatus ENSPMGG00000007195
gadus_morhua ENSGMOG00000015194
esox_lucius ENSELUG00000006362
danio_rerio ENSDARG00000041530
lepisosteus_oculatus ENSLOCG00000002496
serinus_canaria ENSSCAG00000016294
lonchura_striata_domestica ENSLSDG00000014974
ficedula_albicollis ENSFALG00000010295
junco_hyemalis ENSJHYG00000015795
zonotrichia_albicollis ENSZALG00000011056
lepidothrix_coronata ENSLCOG00000008288
manacus_vitellinus ENSMVIG00005002724
calidris_pygmaea ENSCPGG00000007724
calidris_pugnax ENSCPUG00000019877
gallus_gallus ENSGALG00000004874
numida_meleagris ENSNMEG00000017459
anser_brachyrhynchus ENSABRG00000006384
crocodylus_porosus ENSCPRG00005014940
notechis_scutatus ENSNSUG00000018677
salvator_merianae ENSSMRG00000007890
melopsittacus_undulatus ENSMUNG00000001804
parus_major ENSPMJG00000003049
chelonoidis_abingdonii ENSCABG00000021785
gopherus_agassizii ENSGAGG00000022892
sphenodon_punctatus ENSSPUG00000009185
taeniopygia_guttata ENSTGUG00000017267
cyanistes_caeruleus ENSCCEG00000015685
coturnix_japonica ENSCJPG00005007086
apteryx_owenii ENSAOWG00000012084
dromaius_novaehollandiae ENSDNVG00000016132
nothoprocta_perdicaria ENSNPEG00000004612
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017576
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018420
mus_pahari MGP_PahariEiJ_G0022417
dipodomys_ordii ENSDORG00000028002
ursus_americanus ENSUAMG00000023712
ursus_maritimus ENSUMAG00000020488
pelodiscus_sinensis ENSPSIG00000012104
chrysemys_picta_bellii ENSCPBG00000009847
notechis_scutatus ENSNSUG00000006292
apteryx_haastii ENSAHAG00000016180
apteryx_rowi ENSARWG00000000134
anas_platyrhynchos_platyrhynchos ENSAPLG00000027942
pogona_vitticeps ENSPVIG00000018048
ornithorhynchus_anatinus ENSOANG00000015321
bos_taurus ENSBTAG00000004590
tupaia_belangeri ENSTBEG00000015485
myotis_lucifugus ENSMLUG00000025400
phascolarctos_cinereus ENSPCIG00000007649
callithrix_jacchus ENSCJAG00000038892
carlito_syrichta ENSTSYG00000033815
prolemur_simus ENSPSMG00000012718
microtus_ochrogaster ENSMOCG00000012270
octodon_degus ENSODEG00000020190
pteropus_vampyrus ENSPVAG00000005500
meriones_unguiculatus ENSMUGG00000025238
octodon_degus ENSODEG00000009861
carlito_syrichta ENSTSYG00000028663
vicugna_pacos ENSVPAG00000000066
sorex_araneus ENSSARG00000000504
jaculus_jaculus ENSJJAG00000006568
fukomys_damarensis ENSFDAG00000006597
urocitellus_parryii ENSUPAG00010009190
castor_canadensis ENSCCNG00000013883
ochotona_princeps ENSOPRG00000011390
cricetulus_griseus_crigri-picr ENSCGRG00015002676
peromyscus_maniculatus_bairdii ENSPEMG00000011063
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027374
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026397
mus_spicilegus ENSMSIG00000010898
mus_musculus ENSMUSG00000060288
aotus_nancymaae ENSANAG00000031780
carlito_syrichta ENSTSYG00000032473
microcebus_murinus ENSMICG00000048918
rattus_norvegicus ENSRNOG00000008489
mus_spicilegus ENSMSIG00000014204
cricetulus_griseus_crigri ENSCGRG00000001195
cricetulus_griseus_crigri-picr ENSCGRG00015006642
cricetulus_griseus_chok1gshd ENSCGRG00001022131
mesocricetus_auratus ENSMAUG00000016280
cavia_porcellus ENSCPOG00000008214
oryctolagus_cuniculus ENSOCUG00000011453
cercocebus_atys ENSCATG00000015048
macaca_mulatta ENSMMUG00000013129
aotus_nancymaae ENSANAG00000024337
ailuropoda_melanoleuca ENSAMEG00000000526
pan_paniscus ENSPPAG00000034314
carlito_syrichta ENSTSYG00000003182
prolemur_simus ENSPSMG00000020320
dipodomys_ordii ENSDORG00000016152
equus_asinus_asinus ENSEASG00005001269
canis_lupus_familiaris ENSCAFG00000002544
ursus_americanus ENSUAMG00000015461
mus_musculus ENSMUSG00000033036
cricetulus_griseus_crigri ENSCGRG00000001340
heterocephalus_glaber_male ENSHGLG00100016636
macaca_nemestrina ENSMNEG00000044023
gorilla_gorilla ENSGGOG00000022507
panthera_tigris_altaica ENSPTIG00000011731
panthera_pardus ENSPPRG00000015957
felis_catus ENSFCAG00000028168
ovis_aries ENSOARG00000020444
mus_pahari MGP_PahariEiJ_G0028726
cricetulus_griseus_chok1gshd ENSCGRG00001024101
heterocephalus_glaber_female ENSHGLG00000002085
marmota_marmota_marmota ENSMMMG00000001881
rhinopithecus_bieti ENSRBIG00000044851
chlorocebus_sabaeus ENSCSAG00000001167
pongo_abelii ENSPPYG00000001467
callithrix_jacchus ENSCJAG00000003145
equus_caballus ENSECAG00000009890
erinaceus_europaeus ENSEEUG00000005622
neovison_vison ENSNVIG00000016325
mustela_putorius_furo ENSMPUG00000013966
ursus_maritimus ENSUMAG00000024381
vulpes_vulpes ENSVVUG00000001795
bos_mutus ENSBMUG00000007203
bison_bison_bison ENSBBBG00000009548
sus_scrofa ENSSSCG00000003964
tursiops_truncatus ENSTTRG00000005214
piliocolobus_tephrosceles ENSPTEG00000031372
rhinopithecus_roxellana ENSRROG00000044177
pan_troglodytes ENSPTRG00000000614
homo_sapiens ENSG00000171960
saimiri_boliviensis_boliviensis ENSSBOG00000013249
ictidomys_tridecemlineatus ENSSTOG00000000115
nannospalax_galili ENSNGAG00000013511
propithecus_coquereli ENSPCOG00000027670
microcebus_murinus ENSMICG00000014971
otolemur_garnettii ENSOGAG00000014937
papio_anubis ENSPANG00000006391
mandrillus_leucophaeus ENSMLEG00000029287
macaca_fascicularis ENSMFAG00000034307
theropithecus_gelada ENSTGEG00000025328
colobus_angolensis_palliatus ENSCANG00000042759
nomascus_leucogenys ENSNLEG00000012313
cebus_capucinus ENSCCAG00000034762
chinchilla_lanigera ENSCLAG00000002063
octodon_degus ENSODEG00000001627
meriones_unguiculatus ENSMUGG00000026599
canis_lupus_dingo ENSCAFG00020002933
dasypus_novemcinctus ENSDNOG00000035476
loxodonta_africana ENSLAFG00000016205
panthera_tigris_altaica ENSPTIG00000007689
panthera_pardus ENSPPRG00000006450
mustela_putorius_furo ENSMPUG00000001025
bos_mutus ENSBMUG00000007120
bos_taurus ENSBTAG00000051478
bison_bison_bison ENSBBBG00000010554
capra_hircus ENSCHIG00000009686
pan_paniscus ENSPPAG00000043430
pan_troglodytes ENSPTRG00000050495
gorilla_gorilla ENSGGOG00000041943
macaca_mulatta ENSMMUG00000048314
papio_anubis ENSPANG00000032173
pan_troglodytes ENSPTRG00000049885
pan_paniscus ENSPPAG00000042106
cebus_capucinus ENSCCAG00000004236
jaculus_jaculus ENSJJAG00000016769
