xiphophorus_maculatus ENSXMAG00000019828
xiphophorus_couchianus ENSXCOG00000006476
gambusia_affinis ENSGAFG00000001838
poecilia_latipinna ENSPLAG00000020253
poecilia_mexicana ENSPMEG00000010390
poecilia_formosa ENSPFOG00000020031
poecilia_reticulata ENSPREG00000003374
cyprinodon_variegatus ENSCVAG00000002101
fundulus_heteroclitus ENSFHEG00000021033
kryptolebias_marmoratus ENSKMAG00000015689
oryzias_latipes ENSORLG00020004850
oryzias_latipes_asm223469v1 ENSORLG00015011909
oryzias_latipes ENSORLG00000024036
oryzias_melastigma ENSOMEG00000001729
cynoglossus_semilaevis ENSCSEG00000008216
seriola_lalandi_dorsalis ENSSLDG00000021711
seriola_dumerili ENSSDUG00000020119
scophthalmus_maximus ENSSMAG00000014568
monopterus_albus ENSMALG00000009885
mastacembelus_armatus ENSMAMG00000012605
gasterosteus_aculeatus ENSGACG00000002877
labrus_bergylta ENSLBEG00000005417
mola_mola ENSMMOG00000008186
amphiprion_ocellaris ENSAOCG00000024400
amphiprion_percula ENSAPEG00000005778
acanthochromis_polyacanthus ENSAPOG00000003285
stegastes_partitus ENSSPAG00000019222
pundamilia_nyererei ENSPNYG00000005561
maylandia_zebra ENSMZEG00005012280
astatotilapia_calliptera ENSACLG00000017879
haplochromis_burtoni ENSHBUG00000004366
neolamprologus_brichardi ENSNBRG00000018600
neolamprologus_brichardi ENSNBRG00000018593
oreochromis_niloticus ENSONIG00000020984
amphilophus_citrinellus ENSACIG00000001698
tetraodon_nigroviridis ENSTNIG00000017080
takifugu_rubripes ENSTRUG00000010892
hippocampus_comes ENSHCOG00000005890
periophthalmus_magnuspinnatus ENSPMGG00000011229
esox_lucius ENSELUG00000018930
pygocentrus_nattereri ENSPNAG00000012296
astyanax_mexicanus ENSAMXG00000026271
ictalurus_punctatus ENSIPUG00000018884
scleropages_formosus ENSSFOG00015005329
paramormyrops_kingsleyae ENSPKIG00000015626
lepisosteus_oculatus ENSLOCG00000018236
latimeria_chalumnae ENSLACG00000009245
latimeria_chalumnae ENSLACG00000011385
gallus_gallus ENSGALG00000006989
meleagris_gallopavo ENSMGAG00000015334
taeniopygia_guttata ENSTGUG00000015780
taeniopygia_guttata ENSTGUG00000009089
lonchura_striata_domestica ENSLSDG00000009729
ficedula_albicollis ENSFALG00000015104
junco_hyemalis ENSJHYG00000018467
pelodiscus_sinensis ENSPSIG00000001309
crocodylus_porosus ENSCPRG00005013814
dromaius_novaehollandiae ENSDNVG00000003127
gopherus_agassizii ENSGAGG00000021251
chelonoidis_abingdonii ENSCABG00000013598
chrysemys_picta_bellii ENSCPBG00000003431
anser_brachyrhynchus ENSABRG00000000315
anas_platyrhynchos_platyrhynchos ENSAPLG00000018699
coturnix_japonica ENSCJPG00005019508
numida_meleagris ENSNMEG00000014597
parus_major ENSPMJG00000003400
cyanistes_caeruleus ENSCCEG00000022220
zonotrichia_albicollis ENSZALG00000006970
lepidothrix_coronata ENSLCOG00000016537
manacus_vitellinus ENSMVIG00005018354
serinus_canaria ENSSCAG00000016802
melopsittacus_undulatus ENSMUNG00000007669
calidris_pugnax ENSCPUG00000009390
calidris_pygmaea ENSCPGG00000008357
apteryx_owenii ENSAOWG00000000050
apteryx_haastii ENSAHAG00000011270
apteryx_rowi ENSARWG00000002235
nothoprocta_perdicaria ENSNPEG00000015447
pogona_vitticeps ENSPVIG00000019085
salvator_merianae ENSSMRG00000013527
sphenodon_punctatus ENSSPUG00000014654
anolis_carolinensis ENSACAG00000006026
notechis_scutatus ENSNSUG00000012306
xenopus_tropicalis ENSXETG00000008881
