sarcophilus_harrisii ENSSHAG00000014047
phascolarctos_cinereus ENSPCIG00000027262
monodelphis_domestica ENSMODG00000007432
dasypus_novemcinctus ENSDNOG00000034479
dasypus_novemcinctus ENSDNOG00000041774
choloepus_hoffmanni ENSCHOG00000000253
loxodonta_africana ENSLAFG00000014966
ursus_americanus ENSUAMG00000019166
ursus_maritimus ENSUMAG00000023315
ailuropoda_melanoleuca ENSAMEG00000019153
mustela_putorius_furo ENSMPUG00000019072
neovison_vison ENSNVIG00000018503
canis_lupus_dingo ENSCAFG00020022681
canis_lupus_familiaris ENSCAFG00000005857
vulpes_vulpes ENSVVUG00000013592
panthera_tigris_altaica ENSPTIG00000010094
panthera_pardus ENSPPRG00000017096
felis_catus ENSFCAG00000026196
bos_taurus ENSBTAG00000046552
bos_mutus ENSBMUG00000018740
bison_bison_bison ENSBBBG00000018720
capra_hircus ENSCHIG00000020608
sus_scrofa ENSSSCG00000009523
myotis_lucifugus ENSMLUG00000029105
myotis_lucifugus ENSMLUG00000005738
equus_caballus ENSECAG00000003199
equus_caballus ENSECAG00000036676
equus_asinus_asinus ENSEASG00005022158
cricetulus_griseus_crigri-picr ENSCGRG00015028536
cricetulus_griseus_chok1gshd ENSCGRG00001011581
cricetulus_griseus_crigri ENSCGRG00000014040
mesocricetus_auratus ENSMAUG00000003471
microtus_ochrogaster ENSMOCG00000014337
peromyscus_maniculatus_bairdii ENSPEMG00000028700
mus_musculus ENSMUSG00000041625
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020516
mus_spicilegus ENSMSIG00000029986
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019619
mus_pahari MGP_PahariEiJ_G0030635
rattus_norvegicus ENSRNOG00000027040
meriones_unguiculatus ENSMUGG00000020810
nannospalax_galili ENSNGAG00000015166
jaculus_jaculus ENSJJAG00000004644
castor_canadensis ENSCCNG00000030016
heterocephalus_glaber_female ENSHGLG00000010710
heterocephalus_glaber_male ENSHGLG00100000376
fukomys_damarensis ENSFDAG00000011462
cavia_porcellus ENSCPOG00000011282
cavia_aperea ENSCAPG00000005672
urocitellus_parryii ENSUPAG00010010473
ictidomys_tridecemlineatus ENSSTOG00000005540
marmota_marmota_marmota ENSMMMG00000020565
spermophilus_dauricus ENSSDAG00000017252
oryctolagus_cuniculus ENSOCUG00000017250
prolemur_simus ENSPSMG00000013207
otolemur_garnettii ENSOGAG00000017090
pan_paniscus ENSPPAG00000032899
pan_troglodytes ENSPTRG00000045133
homo_sapiens ENSG00000134864
gorilla_gorilla ENSGGOG00000042915
pongo_abelii ENSPPYG00000005474
nomascus_leucogenys ENSNLEG00000034679
theropithecus_gelada ENSTGEG00000012110
mandrillus_leucophaeus ENSMLEG00000027802
macaca_mulatta ENSMMUG00000004494
chlorocebus_sabaeus ENSCSAG00000000216
