sarcophilus_harrisii ENSSHAG00000000950
phascolarctos_cinereus ENSPCIG00000031766
phascolarctos_cinereus ENSPCIG00000033963
ornithorhynchus_anatinus ENSOANG00000021828
ornithorhynchus_anatinus ENSOANG00000015675
monodelphis_domestica ENSMODG00000024863
chelonoidis_abingdonii ENSCABG00000021092
gopherus_agassizii ENSGAGG00000004677
chrysemys_picta ENSCPBG00000002804
pelodiscus_sinensis ENSPSIG00000016701
crocodylus_porosus ENSCPRG00005005314
pogona_vitticeps ENSPVIG00000004429
anolis_carolinensis ENSACAG00000028540
notechis_scutatus ENSNSUG00000008038
salvator_merianae ENSSMRG00000010650
sphenodon_punctatus ENSSPUG00000015532
apteryx_haastii ENSAHAG00000012937
apteryx_owenii ENSAOWG00000016280
apteryx_rowi ENSARWG00000003174
dromaius_novaehollandiae ENSDNVG00000017224
calidris_pygmaea ENSCPGG00000004935
calidris_pugnax ENSCPUG00000016599
melopsittacus_undulatus ENSMUNG00000002251
lepidothrix_coronata ENSLCOG00000003905
manacus_vitellinus ENSMVIG00005017610
taeniopygia_guttata ENSTGUG00000003861
taeniopygia_guttata ENSTGUG00000015044
lonchura_striata ENSLSDG00000008535
junco_hyemalis ENSJHYG00000000282
zonotrichia_albicollis ENSZALG00000012085
serinus_canaria ENSSCAG00000008776
ficedula_albicollis ENSFALG00000012826
cyanistes_caeruleus ENSCCEG00000001421
parus_major ENSPMJG00000006799
coturnix_japonica ENSCJPG00005014038
meleagris_gallopavo ENSMGAG00000003269
gallus_gallus ENSGALG00000047535
gallus_gallus ENSGALG00000050548
gallus_gallus ENSGALG00000042073
numida_meleagris ENSNMEG00000018252
anas_platyrhynchos ENSAPLG00000012593
xenopus_tropicalis ENSXETG00000033236
latimeria_chalumnae ENSLACG00000009261
takifugu_rubripes ENSTRUG00000010648
tetraodon_nigroviridis ENSTNIG00000007559
mola_mola ENSMMOG00000005445
takifugu_rubripes ENSTRUG00000007506
tetraodon_nigroviridis ENSTNIG00000001485
labrus_bergylta ENSLBEG00000026502
gasterosteus_aculeatus ENSGACG00000002200
mastacembelus_armatus ENSMAMG00000013213
anabas_testudineus ENSATEG00000011813
seriola_dumerili ENSSDUG00000010278
seriola_lalandi ENSSLDG00000021423
scophthalmus_maximus ENSSMAG00000004484
amphilophus_citrinellus ENSACIG00000015427
amphilophus_citrinellus ENSACIG00000015445
maylandia_zebra ENSMZEG00005000798
pundamilia_nyererei ENSPNYG00000009858
astatotilapia_calliptera ENSACLG00000006906
haplochromis_burtoni ENSHBUG00000017584
neolamprologus_brichardi ENSNBRG00000014954
oreochromis_niloticus ENSONIG00000004463
amphiprion_percula ENSAPEG00000008189
amphiprion_ocellaris ENSAOCG00000004131
acanthochromis_polyacanthus ENSAPOG00000015421
stegastes_partitus ENSSPAG00000005505
xiphophorus_maculatus ENSXMAG00000023129
xiphophorus_couchianus ENSXCOG00000014529
gambusia_affinis ENSGAFG00000018387
poecilia_latipinna ENSPLAG00000010281
poecilia_formosa ENSPFOG00000002666
poecilia_mexicana ENSPMEG00000002349
poecilia_formosa ENSPFOG00000023727
poecilia_reticulata ENSPREG00000016491
cyprinodon_variegatus ENSCVAG00000021429
fundulus_heteroclitus ENSFHEG00000005224
kryptolebias_marmoratus ENSKMAG00000018426
oryzias_latipes ENSORLG00015008543
oryzias_latipes ENSORLG00000018107
oryzias_melastigma ENSOMEG00000010640
esox_lucius ENSELUG00000005372
pygocentrus_nattereri ENSPNAG00000026074
astyanax_mexicanus ENSAMXG00000030552
pygocentrus_nattereri ENSPNAG00000004920
astyanax_mexicanus ENSAMXG00000037578
ictalurus_punctatus ENSIPUG00000001213
ictalurus_punctatus ENSIPUG00000001171
ictalurus_punctatus ENSIPUG00000001159
danio_rerio ENSDARG00000069549
scleropages_formosus ENSSFOG00015023495
scleropages_formosus ENSSFOG00015023503
paramormyrops_kingsleyae ENSPKIG00000014798
lepisosteus_oculatus ENSLOCG00000011464
lepisosteus_oculatus ENSLOCG00000004335
petromyzon_marinus ENSPMAG00000006166
petromyzon_marinus ENSPMAG00000004744
petromyzon_marinus ENSPMAG00000003743
ciona_intestinalis ENSCING00000012960
ciona_intestinalis ENSCING00000014393
