latimeria_chalumnae ENSLACG00000007561
callorhinchus_milii ENSCMIG00000010520
sarcophilus_harrisii ENSSHAG00000000188
monodelphis_domestica ENSMODG00000011144
ornithorhynchus_anatinus ENSOANG00000004697
ornithorhynchus_anatinus ENSOANG00000019799
ornithorhynchus_anatinus ENSOANG00000010944
vombatus_ursinus ENSVURG00010022376
phascolarctos_cinereus ENSPCIG00000008588
notamacropus_eugenii ENSMEUG00000011881
monodelphis_domestica ENSMODG00000003088
loxodonta_africana ENSLAFG00000010928
procavia_capensis ENSPCAG00000012236
dasypus_novemcinctus ENSDNOG00000012959
chinchilla_lanigera ENSCLAG00000011641
octodon_degus ENSODEG00000008384
cavia_aperea ENSCAPG00000013596
cavia_porcellus ENSCPOG00000009544
heterocephalus_glaber ENSHGLG00000007333
heterocephalus_glaber ENSHGLG00100015984
fukomys_damarensis ENSFDAG00000006436
urocitellus_parryii ENSUPAG00010010686
spermophilus_dauricus ENSSDAG00000002766
ictidomys_tridecemlineatus ENSSTOG00000011312
marmota_marmota ENSMMMG00000003046
castor_canadensis ENSCCNG00000006844
dipodomys_ordii ENSDORG00000013135
mus_musculus ENSMUSG00000070738
mus_spretus MGP_SPRETEiJ_G0015189
mus_spicilegus ENSMSIG00000032219
mus_caroli MGP_CAROLIEiJ_G0014387
mus_pahari MGP_PahariEiJ_G0027624
rattus_norvegicus ENSRNOG00000023238
meriones_unguiculatus ENSMUGG00000021570
cricetulus_griseus ENSCGRG00015011956
cricetulus_griseus ENSCGRG00000010187
cricetulus_griseus ENSCGRG00001024793
mesocricetus_auratus ENSMAUG00000013820
peromyscus_maniculatus ENSPEMG00000009119
microtus_ochrogaster ENSMOCG00000013358
nannospalax_galili ENSNGAG00000006417
jaculus_jaculus ENSJJAG00000017454
ochotona_princeps ENSOPRG00000011886
oryctolagus_cuniculus ENSOCUG00000001873
tupaia_belangeri ENSTBEG00000002577
pan_paniscus ENSPPAG00000044113
pan_troglodytes ENSPTRG00000013053
homo_sapiens ENSG00000077044
gorilla_gorilla ENSGGOG00000000308
pongo_abelii ENSPPYG00000013291
nomascus_leucogenys ENSNLEG00000008355
papio_anubis ENSPANG00000017057
theropithecus_gelada ENSTGEG00000020637
mandrillus_leucophaeus ENSMLEG00000043481
cercocebus_atys ENSCATG00000040893
macaca_nemestrina ENSMNEG00000044349
macaca_mulatta ENSMMUG00000005646
macaca_fascicularis ENSMFAG00000002861
chlorocebus_sabaeus ENSCSAG00000006335
rhinopithecus_bieti ENSRBIG00000028481
rhinopithecus_roxellana ENSRROG00000043324
colobus_angolensis ENSCANG00000034514
piliocolobus_tephrosceles ENSPTEG00000032163
saimiri_boliviensis ENSSBOG00000032101
