calidris_pugnax ENSCPUG00000017885
calidris_pygmaea ENSCPGG00000016232
melopsittacus_undulatus ENSMUNG00000009490
zonotrichia_albicollis ENSZALG00000014653
junco_hyemalis ENSJHYG00000008741
serinus_canaria ENSSCAG00000016833
taeniopygia_guttata ENSTGUG00000001889
lonchura_striata_domestica ENSLSDG00000002165
parus_major ENSPMJG00000018065
cyanistes_caeruleus ENSCCEG00000016928
ficedula_albicollis ENSFALG00000013077
manacus_vitellinus ENSMVIG00005009919
lepidothrix_coronata ENSLCOG00000011606
anas_platyrhynchos_platyrhynchos ENSAPLG00000010196
anser_brachyrhynchus ENSABRG00000012154
gallus_gallus ENSGALG00000041114
meleagris_gallopavo ENSMGAG00000012166
coturnix_japonica ENSCJPG00005006522
numida_meleagris ENSNMEG00000019507
apteryx_haastii ENSAHAG00000009760
apteryx_owenii ENSAOWG00000008140
apteryx_rowi ENSARWG00000013473
dromaius_novaehollandiae ENSDNVG00000011066
nothoprocta_perdicaria ENSNPEG00000000619
nothoprocta_perdicaria ENSNPEG00000000615
nothoprocta_perdicaria ENSNPEG00000000637
cyanistes_caeruleus ENSCCEG00000016945
crocodylus_porosus ENSCPRG00005009655
gopherus_agassizii ENSGAGG00000024101
chelonoidis_abingdonii ENSCABG00000018060
chrysemys_picta_bellii ENSCPBG00000013597
pelodiscus_sinensis ENSPSIG00000012046
pogona_vitticeps ENSPVIG00000015782
anolis_carolinensis ENSACAG00000009896
notechis_scutatus ENSNSUG00000001789
salvator_merianae ENSSMRG00000006108
sphenodon_punctatus ENSSPUG00000015875
notechis_scutatus ENSNSUG00000014896
heterocephalus_glaber_female ENSHGLG00000003050
heterocephalus_glaber_male ENSHGLG00100004556
tupaia_belangeri ENSTBEG00000009259
castor_canadensis ENSCCNG00000006473
dipodomys_ordii ENSDORG00000028816
jaculus_jaculus ENSJJAG00000000566
jaculus_jaculus ENSJJAG00000013352
mus_spicilegus ENSMSIG00000005243
mus_musculus ENSMUSG00000038708
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033935
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032788
mus_pahari MGP_PahariEiJ_G0015654
rattus_norvegicus ENSRNOG00000029910
meriones_unguiculatus ENSMUGG00000016922
cricetulus_griseus_crigri ENSCGRG00000012459
cricetulus_griseus_crigri-picr ENSCGRG00015008583
cricetulus_griseus_chok1gshd ENSCGRG00001022030
mesocricetus_auratus ENSMAUG00000020186
microtus_ochrogaster ENSMOCG00000022389
peromyscus_maniculatus_bairdii ENSPEMG00000020281
chinchilla_lanigera ENSCLAG00000005913
octodon_degus ENSODEG00000005969
cavia_aperea ENSCAPG00000005830
cavia_aperea ENSCAPG00000015863
cavia_porcellus ENSCPOG00000008525
