apteryx_haastii ENSAHAG00000019472
apteryx_owenii ENSAOWG00000018127
apteryx_rowi ENSARWG00000015123
dromaius_novaehollandiae ENSDNVG00000004125
nothoprocta_perdicaria ENSNPEG00000006288
anser_brachyrhynchus ENSABRG00000009344
anas_platyrhynchos ENSAPLG00000003679
gallus_gallus ENSGALG00000008407
coturnix_japonica ENSCJPG00005020747
meleagris_gallopavo ENSMGAG00000010194
numida_meleagris ENSNMEG00000007603
manacus_vitellinus ENSMVIG00005012430
lepidothrix_coronata ENSLCOG00000014115
lonchura_striata ENSLSDG00000016516
taeniopygia_guttata ENSTGUG00000010449
serinus_canaria ENSSCAG00000015888
junco_hyemalis ENSJHYG00000018340
zonotrichia_albicollis ENSZALG00000003327
taeniopygia_guttata ENSTGUG00000013916
ficedula_albicollis ENSFALG00000013639
cyanistes_caeruleus ENSCCEG00000007575
parus_major ENSPMJG00000005988
calidris_pygmaea ENSCPGG00000003300
calidris_pugnax ENSCPUG00000018784
melopsittacus_undulatus ENSMUNG00000015108
crocodylus_porosus ENSCPRG00005012647
gopherus_agassizii ENSGAGG00000022753
chelonoidis_abingdonii ENSCABG00000000217
chrysemys_picta ENSCPBG00000014750
pelodiscus_sinensis ENSPSIG00000007409
sphenodon_punctatus ENSSPUG00000017447
pogona_vitticeps ENSPVIG00000000282
anolis_carolinensis ENSACAG00000014931
salvator_merianae ENSSMRG00000003184
notechis_scutatus ENSNSUG00000006285
phascolarctos_cinereus ENSPCIG00000021915
vombatus_ursinus ENSVURG00010011479
notamacropus_eugenii ENSMEUG00000006383
sarcophilus_harrisii ENSSHAG00000016281
monodelphis_domestica ENSMODG00000005480
pan_paniscus ENSPPAG00000038582
pan_troglodytes ENSPTRG00000014615
homo_sapiens ENSG00000134070
gorilla_gorilla ENSGGOG00000001877
pongo_abelii ENSPPYG00000013662
nomascus_leucogenys ENSNLEG00000004418
piliocolobus_tephrosceles ENSPTEG00000035969
colobus_angolensis ENSCANG00000033067
rhinopithecus_roxellana ENSRROG00000002528
rhinopithecus_bieti ENSRBIG00000038626
cercocebus_atys ENSCATG00000034879
mandrillus_leucophaeus ENSMLEG00000036237
macaca_fascicularis ENSMFAG00000002038
macaca_nemestrina ENSMNEG00000021420
macaca_mulatta ENSMMUG00000019932
papio_anubis ENSPANG00000021438
theropithecus_gelada ENSTGEG00000019241
chlorocebus_sabaeus ENSCSAG00000010087
cebus_capucinus ENSCCAG00000025730
saimiri_boliviensis ENSSBOG00000023357
callithrix_jacchus ENSCJAG00000016405
aotus_nancymaae ENSANAG00000031960
carlito_syrichta ENSTSYG00000002224
propithecus_coquereli ENSPCOG00000021515
prolemur_simus ENSPSMG00000010285
microcebus_murinus ENSMICG00000002378
otolemur_garnettii ENSOGAG00000010232
spermophilus_dauricus ENSSDAG00000023914
urocitellus_parryii ENSUPAG00010022988
ictidomys_tridecemlineatus ENSSTOG00000013972
marmota_marmota ENSMMMG00000009442
chinchilla_lanigera ENSCLAG00000001248
octodon_degus ENSODEG00000018213
cavia_porcellus ENSCPOG00000001184
heterocephalus_glaber ENSHGLG00100012732
heterocephalus_glaber ENSHGLG00000014561
castor_canadensis ENSCCNG00000009131
dipodomys_ordii ENSDORG00000012277
mus_spicilegus ENSMSIG00000025877
mus_musculus ENSMUSG00000060477
mus_spretus MGP_SPRETEiJ_G0029765
mus_caroli MGP_CAROLIEiJ_G0028737
mus_pahari MGP_PahariEiJ_G0022488
rattus_norvegicus ENSRNOG00000021817
meriones_unguiculatus ENSMUGG00000006747
cricetulus_griseus ENSCGRG00000015780
cricetulus_griseus ENSCGRG00001011625
cricetulus_griseus ENSCGRG00015001359
mesocricetus_auratus ENSMAUG00000020829
peromyscus_maniculatus ENSPEMG00000012267
microtus_ochrogaster ENSMOCG00000002120
nannospalax_galili ENSNGAG00000011088
jaculus_jaculus ENSJJAG00000019987
pteropus_vampyrus ENSPVAG00000012623
myotis_lucifugus ENSMLUG00000004572
equus_caballus ENSECAG00000012960
equus_asinus ENSEASG00005014286
bos_indicus ENSBIXG00000007999
bos_indicus ENSBIXG00005027343
bos_taurus ENSBTAG00000006193
bos_mutus ENSBMUG00000010934
bison_bison ENSBBBG00000018396
capra_hircus ENSCHIG00000021382
ovis_aries ENSOARG00000004971
tursiops_truncatus ENSTTRG00000007561
sus_scrofa ENSSSCG00000011570
vicugna_pacos ENSVPAG00000003254
ursus_americanus ENSUAMG00000024725
ursus_maritimus ENSUMAG00000018643
ailuropoda_melanoleuca ENSAMEG00000016020
neovison_vison ENSNVIG00000024152
mustela_putorius ENSMPUG00000017157
canis_lupus ENSCAFG00000005140
canis_lupus ENSCAFG00020008374
vulpes_vulpes ENSVVUG00000023415
panthera_tigris ENSPTIG00000002325
panthera_pardus ENSPPRG00000007279
felis_catus ENSFCAG00000011239
choloepus_hoffmanni ENSCHOG00000004617
dasypus_novemcinctus ENSDNOG00000037491
loxodonta_africana ENSLAFG00000002546
procavia_capensis ENSPCAG00000015996
echinops_telfairi ENSETEG00000012694
oryctolagus_cuniculus ENSOCUG00000002819
ochotona_princeps ENSOPRG00000012147
erinaceus_europaeus ENSEEUG00000013352
ornithorhynchus_anatinus ENSOANG00000029610
ornithorhynchus_anatinus ENSOANG00000028234
canis_lupus ENSCAFG00020008385
vulpes_vulpes ENSVVUG00000023421
canis_lupus ENSCAFG00000044690
mustela_putorius ENSMPUG00000017155
ailuropoda_melanoleuca ENSAMEG00000016038
felis_catus ENSFCAG00000041497
equus_asinus ENSEASG00005014284
equus_caballus ENSECAG00000034815
vicugna_pacos ENSVPAG00000003252
otolemur_garnettii ENSOGAG00000007587
aotus_nancymaae ENSANAG00000038173
echinops_telfairi ENSETEG00000011103
ornithorhynchus_anatinus ENSOANG00000029462
xenopus_tropicalis ENSXETG00000021094
latimeria_chalumnae ENSLACG00000011715
