mola_mola ENSMMOG00000021033
labrus_bergylta ENSLBEG00000023681
gasterosteus_aculeatus ENSGACG00000009283
gasterosteus_aculeatus ENSGACG00000007610
hippocampus_comes ENSHCOG00000006587
hippocampus_comes ENSHCOG00000006519
astatotilapia_calliptera ENSACLG00000004338
maylandia_zebra ENSMZEG00005011282
haplochromis_burtoni ENSHBUG00000018756
pundamilia_nyererei ENSPNYG00000000718
neolamprologus_brichardi ENSNBRG00000020305
oreochromis_niloticus ENSONIG00000015380
amphilophus_citrinellus ENSACIG00000017599
amphiprion_percula ENSAPEG00000001027
amphiprion_ocellaris ENSAOCG00000003343
acanthochromis_polyacanthus ENSAPOG00000020454
stegastes_partitus ENSSPAG00000020438
gambusia_affinis ENSGAFG00000018575
xiphophorus_maculatus ENSXMAG00000016410
poecilia_formosa ENSPFOG00000015033
poecilia_latipinna ENSPLAG00000019883
poecilia_mexicana ENSPMEG00000002697
poecilia_reticulata ENSPREG00000018814
poecilia_mexicana ENSPMEG00000002689
cyprinodon_variegatus ENSCVAG00000015461
kryptolebias_marmoratus ENSKMAG00000021713
kryptolebias_marmoratus ENSKMAG00000021722
oryzias_latipes_asm223469v1 ENSORLG00015009216
oryzias_latipes ENSORLG00000013898
oryzias_latipes ENSORLG00020021118
oryzias_melastigma ENSOMEG00000012818
cynoglossus_semilaevis ENSCSEG00000009721
periophthalmus_magnuspinnatus ENSPMGG00000019646
mastacembelus_armatus ENSMAMG00000006212
monopterus_albus ENSMALG00000017555
anabas_testudineus ENSATEG00000005014
seriola_lalandi_dorsalis ENSSLDG00000008068
scophthalmus_maximus ENSSMAG00000020744
takifugu_rubripes ENSTRUG00000014298
tetraodon_nigroviridis ENSTNIG00000009235
gadus_morhua ENSGMOG00000006750
gadus_morhua ENSGMOG00000006729
gadus_morhua ENSGMOG00000011223
esox_lucius ENSELUG00000015688
pygocentrus_nattereri ENSPNAG00000027402
astyanax_mexicanus ENSAMXG00000043218
ictalurus_punctatus ENSIPUG00000022540
danio_rerio ENSDARG00000068387
scleropages_formosus ENSSFOG00015012044
paramormyrops_kingsleyae ENSPKIG00000022307
seriola_dumerili ENSSDUG00000002006
