caenorhabditis_elegans_strain_n2 WBGene00008458
drosophila_melanogaster FBgn0033754
pygocentrus_nattereri ENSPNAG00000023821
astyanax_mexicanus ENSAMXG00000042686
ictalurus_punctatus ENSIPUG00000022773
danio_rerio ENSDARG00000035573
takifugu_rubripes ENSTRUG00000003164
tetraodon_nigroviridis ENSTNIG00000010601
mola_mola ENSMMOG00000008051
hippocampus_comes ENSHCOG00000001449
poecilia_mexicana ENSPMEG00000001707
poecilia_formosa ENSPFOG00000000193
poecilia_latipinna ENSPLAG00000015810
poecilia_reticulata ENSPREG00000010775
xiphophorus_maculatus ENSXMAG00000025350
xiphophorus_couchianus ENSXCOG00000015083
fundulus_heteroclitus ENSFHEG00000008074
cyprinodon_variegatus ENSCVAG00000016904
kryptolebias_marmoratus ENSKMAG00000016969
labrus_bergylta ENSLBEG00000010348
gasterosteus_aculeatus ENSGACG00000005077
seriola_dumerili ENSSDUG00000008897
seriola_lalandi_dorsalis ENSSLDG00000011150
anabas_testudineus ENSATEG00000010509
maylandia_zebra ENSMZEG00005021300
pundamilia_nyererei ENSPNYG00000006583
astatotilapia_calliptera ENSACLG00000017375
haplochromis_burtoni ENSHBUG00000021248
neolamprologus_brichardi ENSNBRG00000008702
oreochromis_niloticus ENSONIG00000013935
amphilophus_citrinellus ENSACIG00000012520
amphiprion_percula ENSAPEG00000012479
amphiprion_ocellaris ENSAOCG00000019317
acanthochromis_polyacanthus ENSAPOG00000014001
stegastes_partitus ENSSPAG00000011919
cynoglossus_semilaevis ENSCSEG00000009054
monopterus_albus ENSMALG00000007429
mastacembelus_armatus ENSMAMG00000017832
periophthalmus_magnuspinnatus ENSPMGG00000005645
oryzias_latipes ENSORLG00020014329
oryzias_latipes_asm223469v1 ENSORLG00015005234
oryzias_latipes ENSORLG00000017342
oryzias_melastigma ENSOMEG00000023591
gadus_morhua ENSGMOG00000005611
esox_lucius ENSELUG00000007114
paramormyrops_kingsleyae ENSPKIG00000014514
scleropages_formosus ENSSFOG00015009920
lepisosteus_oculatus ENSLOCG00000004249
dromaius_novaehollandiae ENSDNVG00000018243
nothoprocta_perdicaria ENSNPEG00000015902
apteryx_owenii ENSAOWG00000008624
apteryx_rowi ENSARWG00000005507
apteryx_haastii ENSAHAG00000002295
anas_platyrhynchos_platyrhynchos ENSAPLG00000024406
anser_brachyrhynchus ENSABRG00000008278
coturnix_japonica ENSCJPG00005001190
meleagris_gallopavo ENSMGAG00000001810
gallus_gallus ENSGALG00000020534
numida_meleagris ENSNMEG00000008271
parus_major ENSPMJG00000001441
cyanistes_caeruleus ENSCCEG00000002381
lonchura_striata_domestica ENSLSDG00000009239
taeniopygia_guttata ENSTGUG00000017529
zonotrichia_albicollis ENSZALG00000014287
serinus_canaria ENSSCAG00000009418
ficedula_albicollis ENSFALG00000012854
lepidothrix_coronata ENSLCOG00000004734
manacus_vitellinus ENSMVIG00005020051
calidris_pygmaea ENSCPGG00000017799
calidris_pugnax ENSCPUG00000013362
melopsittacus_undulatus ENSMUNG00000016584
crocodylus_porosus ENSCPRG00005001328
gopherus_agassizii ENSGAGG00000024992
chelonoidis_abingdonii ENSCABG00000015039
chrysemys_picta_bellii ENSCPBG00000010913
pelodiscus_sinensis ENSPSIG00000015082
anolis_carolinensis ENSACAG00000010323
pogona_vitticeps ENSPVIG00000025353
notechis_scutatus ENSNSUG00000004664
salvator_merianae ENSSMRG00000006443
sphenodon_punctatus ENSSPUG00000000485
phascolarctos_cinereus ENSPCIG00000034861
phascolarctos_cinereus ENSPCIG00000033728
notamacropus_eugenii ENSMEUG00000016022
monodelphis_domestica ENSMODG00000019421
monodelphis_domestica ENSMODG00000024777
sarcophilus_harrisii ENSSHAG00000017216
procavia_capensis ENSPCAG00000003342
loxodonta_africana ENSLAFG00000020808
pteropus_vampyrus ENSPVAG00000004135
myotis_lucifugus ENSMLUG00000028932
ursus_maritimus ENSUMAG00000007907
