sorex_araneus ENSSARG00000000116
canis_lupus_familiaris ENSCAFG00000025134
urocitellus_parryii ENSUPAG00010013220
urocitellus_parryii ENSUPAG00010017688
aotus_nancymaae ENSANAG00000036245
erinaceus_europaeus ENSEEUG00000003374
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034725
mus_spicilegus ENSMSIG00000017098
mus_musculus ENSMUSG00000031370
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033555
mus_pahari MGP_PahariEiJ_G0032094
rattus_norvegicus ENSRNOG00000033176
meriones_unguiculatus ENSMUGG00000001915
cricetulus_griseus_crigri-picr ENSCGRG00015015637
peromyscus_maniculatus_bairdii ENSPEMG00000018871
peromyscus_maniculatus_bairdii ENSPEMG00000027993
equus_asinus_asinus ENSEASG00005017510
gambusia_affinis ENSGAFG00000008284
seriola_lalandi_dorsalis ENSSLDG00000009759
eptatretus_burgeri ENSEBUG00000013037
