mus_musculus ENSMUSG00000109864
mus_spicilegus ENSMSIG00000001954
meriones_unguiculatus ENSMUGG00000020131
cricetulus_griseus ENSCGRG00000009160
mesocricetus_auratus ENSMAUG00000003345
peromyscus_maniculatus ENSPEMG00000006889
nannospalax_galili ENSNGAG00000019100
jaculus_jaculus ENSJJAG00000004838
heterocephalus_glaber ENSHGLG00000008093
heterocephalus_glaber ENSHGLG00100006177
castor_canadensis ENSCCNG00000019501
ictidomys_tridecemlineatus ENSSTOG00000021400
spermophilus_dauricus ENSSDAG00000022142
urocitellus_parryii ENSUPAG00010002436
homo_sapiens ENSG00000255150
rhinopithecus_bieti ENSRBIG00000043170
otolemur_garnettii ENSOGAG00000025419
vulpes_vulpes ENSVVUG00000020756
canis_lupus ENSCAFG00020009133
bison_bison ENSBBBG00000016237
loxodonta_africana ENSLAFG00000031970
taeniopygia_guttata ENSTGUG00000014934
