ursus_americanus ENSUAMG00000015289
neovison_vison ENSNVIG00000003086
vulpes_vulpes ENSVVUG00000015536
canis_lupus_dingo ENSCAFG00020024596
panthera_pardus ENSPPRG00000011850
panthera_tigris_altaica ENSPTIG00000008119
felis_catus ENSFCAG00000040038
bos_mutus ENSBMUG00000012904
bos_taurus ENSBTAG00000054746
bison_bison_bison ENSBBBG00000022194
capra_hircus ENSCHIG00000012160
tursiops_truncatus ENSTTRG00000005053
vicugna_pacos ENSVPAG00000007049
sus_scrofa ENSSSCG00000037192
equus_caballus ENSECAG00000033680
equus_asinus_asinus ENSEASG00005007055
ursus_maritimus ENSUMAG00000024094
erinaceus_europaeus ENSEEUG00000009717
heterocephalus_glaber_female ENSHGLG00000019785
heterocephalus_glaber_male ENSHGLG00100020829
chinchilla_lanigera ENSCLAG00000017820
cavia_porcellus ENSCPOG00000038469
spermophilus_dauricus ENSSDAG00000000307
marmota_marmota_marmota ENSMMMG00000019364
urocitellus_parryii ENSUPAG00010006421
ictidomys_tridecemlineatus ENSSTOG00000033489
cricetulus_griseus_crigri ENSCGRG00000019397
cricetulus_griseus_chok1gshd ENSCGRG00001003251
cricetulus_griseus_crigri-picr ENSCGRG00015017931
mesocricetus_auratus ENSMAUG00000015576
meriones_unguiculatus ENSMUGG00000005515
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033514
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034684
mus_spicilegus ENSMSIG00000009942
mus_pahari MGP_PahariEiJ_G0032052
peromyscus_maniculatus_bairdii ENSPEMG00000001256
jaculus_jaculus ENSJJAG00000012634
callithrix_jacchus ENSCJAG00000047734
callithrix_jacchus ENSCJAG00000043560
saimiri_boliviensis_boliviensis ENSSBOG00000036327
cebus_capucinus ENSCCAG00000016504
aotus_nancymaae ENSANAG00000031044
rhinopithecus_roxellana ENSRROG00000026136
nomascus_leucogenys ENSNLEG00000028179
colobus_angolensis_palliatus ENSCANG00000006553
piliocolobus_tephrosceles ENSPTEG00000015100
macaca_mulatta ENSMMUG00000041518
papio_anubis ENSPANG00000033379
macaca_fascicularis ENSMFAG00000019673
macaca_nemestrina ENSMNEG00000037650
cercocebus_atys ENSCATG00000042982
theropithecus_gelada ENSTGEG00000027316
rhinopithecus_bieti ENSRBIG00000031041
pan_paniscus ENSPPAG00000003509
pan_troglodytes ENSPTRG00000052659
homo_sapiens ENSG00000204272
gorilla_gorilla ENSGGOG00000043011
pongo_abelii ENSPPYG00000020402
mandrillus_leucophaeus ENSMLEG00000027852
microcebus_murinus ENSMICG00000036898
prolemur_simus ENSPSMG00000017220
tupaia_belangeri ENSTBEG00000014773
