scleropages_formosus ENSSFOG00015019827
paramormyrops_kingsleyae ENSPKIG00000010171
monopterus_albus ENSMALG00000010714
mastacembelus_armatus ENSMAMG00000003536
seriola_dumerili ENSSDUG00000005461
seriola_lalandi_dorsalis ENSSLDG00000019619
scophthalmus_maximus ENSSMAG00000013399
cynoglossus_semilaevis ENSCSEG00000015328
anabas_testudineus ENSATEG00000003189
gasterosteus_aculeatus ENSGACG00000016412
labrus_bergylta ENSLBEG00000020645
hippocampus_comes ENSHCOG00000001746
amphiprion_ocellaris ENSAOCG00000012018
amphiprion_percula ENSAPEG00000004845
acanthochromis_polyacanthus ENSAPOG00000008168
stegastes_partitus ENSSPAG00000001076
poecilia_mexicana ENSPMEG00000010613
poecilia_formosa ENSPFOG00000009550
poecilia_mexicana ENSPMEG00000005207
poecilia_latipinna ENSPLAG00000004737
poecilia_reticulata ENSPREG00000022197
gambusia_affinis ENSGAFG00000017936
xiphophorus_maculatus ENSXMAG00000017544
cyprinodon_variegatus ENSCVAG00000018289
fundulus_heteroclitus ENSFHEG00000008901
kryptolebias_marmoratus ENSKMAG00000011457
oryzias_latipes ENSORLG00000010964
oryzias_latipes_asm223469v1 ENSORLG00015005805
oryzias_latipes ENSORLG00020006785
oryzias_melastigma ENSOMEG00000015142
maylandia_zebra ENSMZEG00005000763
pundamilia_nyererei ENSPNYG00000016608
haplochromis_burtoni ENSHBUG00000006744
astatotilapia_calliptera ENSACLG00000017521
neolamprologus_brichardi ENSNBRG00000009579
amphilophus_citrinellus ENSACIG00000004196
mola_mola ENSMMOG00000001193
periophthalmus_magnuspinnatus ENSPMGG00000011096
gadus_morhua ENSGMOG00000001920
esox_lucius ENSELUG00000013211
astyanax_mexicanus ENSAMXG00000010799
pygocentrus_nattereri ENSPNAG00000018147
ictalurus_punctatus ENSIPUG00000003106
danio_rerio ENSDARG00000007477
lepisosteus_oculatus ENSLOCG00000013587
dromaius_novaehollandiae ENSDNVG00000000514
nothoprocta_perdicaria ENSNPEG00000003522
apteryx_haastii ENSAHAG00000019353
apteryx_owenii ENSAOWG00000009179
apteryx_rowi ENSARWG00000003206
gallus_gallus ENSGALG00000010764
meleagris_gallopavo ENSMGAG00000006878
coturnix_japonica ENSCJPG00005009931
numida_meleagris ENSNMEG00000014606
anser_brachyrhynchus ENSABRG00000008368
anas_platyrhynchos_platyrhynchos ENSAPLG00000003200
lepidothrix_coronata ENSLCOG00000014689
manacus_vitellinus ENSMVIG00005013197
junco_hyemalis ENSJHYG00000010237
zonotrichia_albicollis ENSZALG00000011126
ficedula_albicollis ENSFALG00000011493
taeniopygia_guttata ENSTGUG00000006285
lonchura_striata_domestica ENSLSDG00000009841
serinus_canaria ENSSCAG00000010222
cyanistes_caeruleus ENSCCEG00000013404
parus_major ENSPMJG00000001560
calidris_pygmaea ENSCPGG00000010550
calidris_pugnax ENSCPUG00000008939
melopsittacus_undulatus ENSMUNG00000015187
crocodylus_porosus ENSCPRG00005011320
gopherus_agassizii ENSGAGG00000017600
chelonoidis_abingdonii ENSCABG00000002233
chrysemys_picta_bellii ENSCPBG00000002750
pelodiscus_sinensis ENSPSIG00000012819
pogona_vitticeps ENSPVIG00000001114
anolis_carolinensis ENSACAG00000005520
notechis_scutatus ENSNSUG00000009704
salvator_merianae ENSSMRG00000009395
sphenodon_punctatus ENSSPUG00000012962
phascolarctos_cinereus ENSPCIG00000022026
notamacropus_eugenii ENSMEUG00000013266
sarcophilus_harrisii ENSSHAG00000011317
monodelphis_domestica ENSMODG00000003584
procavia_capensis ENSPCAG00000016834
procavia_capensis ENSPCAG00000007323
loxodonta_africana ENSLAFG00000022683
echinops_telfairi ENSETEG00000003215
callithrix_jacchus ENSCJAG00000045228
saimiri_boliviensis_boliviensis ENSSBOG00000024361
