taeniopygia_guttata ENSTGUG00000009478
lonchura_striata_domestica ENSLSDG00000015213
serinus_canaria ENSSCAG00000014375
zonotrichia_albicollis ENSZALG00000017553
junco_hyemalis ENSJHYG00000012965
cyanistes_caeruleus ENSCCEG00000016847
parus_major ENSPMJG00000018091
ficedula_albicollis ENSFALG00000002265
lepidothrix_coronata ENSLCOG00000001049
melopsittacus_undulatus ENSMUNG00000000535
gallus_gallus ENSGALG00000003059
coturnix_japonica ENSCJPG00005021409
numida_meleagris ENSNMEG00000006637
calidris_pugnax ENSCPUG00000001937
calidris_pygmaea ENSCPGG00000000697
nothoprocta_perdicaria ENSNPEG00000004040
apteryx_haastii ENSAHAG00000010906
apteryx_owenii ENSAOWG00000003044
apteryx_rowi ENSARWG00000007781
dromaius_novaehollandiae ENSDNVG00000011610
meleagris_gallopavo ENSMGAG00000008395
anser_brachyrhynchus ENSABRG00000006518
meleagris_gallopavo ENSMGAG00000016500
manacus_vitellinus ENSMVIG00005011278
anas_platyrhynchos_platyrhynchos ENSAPLG00000004386
crocodylus_porosus ENSCPRG00005002161
chelonoidis_abingdonii ENSCABG00000005263
gopherus_agassizii ENSGAGG00000021355
chrysemys_picta_bellii ENSCPBG00000004390
pelodiscus_sinensis ENSPSIG00000016356
pogona_vitticeps ENSPVIG00000001327
anolis_carolinensis ENSACAG00000017417
notechis_scutatus ENSNSUG00000008461
salvator_merianae ENSSMRG00000021637
sphenodon_punctatus ENSSPUG00000012271
procavia_capensis ENSPCAG00000016320
loxodonta_africana ENSLAFG00000016475
pteropus_vampyrus ENSPVAG00000007461
erinaceus_europaeus ENSEEUG00000010964
equus_caballus ENSECAG00000016953
equus_asinus_asinus ENSEASG00005016800
ursus_americanus ENSUAMG00000025016
sorex_araneus ENSSARG00000005816
sorex_araneus ENSSARG00000013841
myotis_lucifugus ENSMLUG00000007393
capra_hircus ENSCHIG00000012814
ovis_aries ENSOARG00000005301
bos_mutus ENSBMUG00000018845
bos_taurus ENSBTAG00000006618
bison_bison_bison ENSBBBG00000021656
tursiops_truncatus ENSTTRG00000007194
sus_scrofa ENSSSCG00000017604
vicugna_pacos ENSVPAG00000003035
ursus_maritimus ENSUMAG00000020467
ailuropoda_melanoleuca ENSAMEG00000014714
mustela_putorius_furo ENSMPUG00000015400
neovison_vison ENSNVIG00000012066
canis_lupus_dingo ENSCAFG00020025583
canis_lupus_familiaris ENSCAFG00000030851
vulpes_vulpes ENSVVUG00000011529
panthera_pardus ENSPPRG00000015612
panthera_tigris_altaica ENSPTIG00000013852
felis_catus ENSFCAG00000022556
prolemur_simus ENSPSMG00000008371
microcebus_murinus ENSMICG00000046916
propithecus_coquereli ENSPCOG00000022437
otolemur_garnettii ENSOGAG00000007056
gorilla_gorilla ENSGGOG00000006075
homo_sapiens ENSG00000108924
pan_paniscus ENSPPAG00000027309
pan_troglodytes ENSPTRG00000009424
pongo_abelii ENSPPYG00000008257
nomascus_leucogenys ENSNLEG00000007993
macaca_fascicularis ENSMFAG00000032996
macaca_mulatta ENSMMUG00000022627
macaca_nemestrina ENSMNEG00000041110
cercocebus_atys ENSCATG00000040926
mandrillus_leucophaeus ENSMLEG00000036766
theropithecus_gelada ENSTGEG00000024124
papio_anubis ENSPANG00000022360
chlorocebus_sabaeus ENSCSAG00000005557
piliocolobus_tephrosceles ENSPTEG00000039517
colobus_angolensis_palliatus ENSCANG00000012146
rhinopithecus_bieti ENSRBIG00000021733
rhinopithecus_roxellana ENSRROG00000036972
saimiri_boliviensis_boliviensis ENSSBOG00000015535
callithrix_jacchus ENSCJAG00000038992
cebus_capucinus ENSCCAG00000028964
aotus_nancymaae ENSANAG00000038313
carlito_syrichta ENSTSYG00000009210
ictidomys_tridecemlineatus ENSSTOG00000029018
marmota_marmota_marmota ENSMMMG00000020915
urocitellus_parryii ENSUPAG00010008275
spermophilus_dauricus ENSSDAG00000020832
heterocephalus_glaber_female ENSHGLG00000010924
heterocephalus_glaber_male ENSHGLG00100014268
fukomys_damarensis ENSFDAG00000008738
cavia_porcellus ENSCPOG00000032087
cavia_aperea ENSCAPG00000015950
chinchilla_lanigera ENSCLAG00000013244
octodon_degus ENSODEG00000011608
dipodomys_ordii ENSDORG00000026285
castor_canadensis ENSCCNG00000002236
mus_spicilegus ENSMSIG00000030795
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017808
mus_musculus ENSMUSG00000003949
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016962
mus_pahari MGP_PahariEiJ_G0018093
rattus_norvegicus ENSRNOG00000002456
meriones_unguiculatus ENSMUGG00000012625
peromyscus_maniculatus_bairdii ENSPEMG00000029046
microtus_ochrogaster ENSMOCG00000002111
cricetulus_griseus_crigri-picr ENSCGRG00015005279
