petromyzon_marinus ENSPMAG00000006306
eptatretus_burgeri ENSEBUG00000015913
pygocentrus_nattereri ENSPNAG00000017167
astyanax_mexicanus ENSAMXG00000002041
ictalurus_punctatus ENSIPUG00000007686
danio_rerio ENSDARG00000086450
xiphophorus_maculatus ENSXMAG00000012448
xiphophorus_couchianus ENSXCOG00000000797
gambusia_affinis ENSGAFG00000006077
poecilia_latipinna ENSPLAG00000000712
poecilia_mexicana ENSPMEG00000020578
poecilia_formosa ENSPFOG00000017159
poecilia_reticulata ENSPREG00000005225
fundulus_heteroclitus ENSFHEG00000018954
kryptolebias_marmoratus ENSKMAG00000006274
oryzias_latipes_asm223469v1 ENSORLG00015016469
oryzias_latipes ENSORLG00000001329
oryzias_latipes ENSORLG00020002599
oryzias_melastigma ENSOMEG00000003695
pundamilia_nyererei ENSPNYG00000010553
maylandia_zebra ENSMZEG00005011935
astatotilapia_calliptera ENSACLG00000023076
haplochromis_burtoni ENSHBUG00000008755
oreochromis_niloticus ENSONIG00000015586
neolamprologus_brichardi ENSNBRG00000015970
amphilophus_citrinellus ENSACIG00000011760
takifugu_rubripes ENSTRUG00000015289
tetraodon_nigroviridis ENSTNIG00000003097
mola_mola ENSMMOG00000020362
periophthalmus_magnuspinnatus ENSPMGG00000003516
labrus_bergylta ENSLBEG00000003928
anabas_testudineus ENSATEG00000021899
seriola_dumerili ENSSDUG00000000776
seriola_lalandi_dorsalis ENSSLDG00000003349
scophthalmus_maximus ENSSMAG00000018941
gasterosteus_aculeatus ENSGACG00000006810
monopterus_albus ENSMALG00000018103
mastacembelus_armatus ENSMAMG00000023034
amphiprion_ocellaris ENSAOCG00000023345
amphiprion_percula ENSAPEG00000011509
acanthochromis_polyacanthus ENSAPOG00000008348
stegastes_partitus ENSSPAG00000020888
hippocampus_comes ENSHCOG00000017729
gadus_morhua ENSGMOG00000019092
esox_lucius ENSELUG00000003397
scleropages_formosus ENSSFOG00015022186
paramormyrops_kingsleyae ENSPKIG00000016422
scleropages_formosus ENSSFOG00015022194
paramormyrops_kingsleyae ENSPKIG00000016444
paramormyrops_kingsleyae ENSPKIG00000001279
mola_mola ENSMMOG00000020377
takifugu_rubripes ENSTRUG00000015232
labrus_bergylta ENSLBEG00000003900
gasterosteus_aculeatus ENSGACG00000006809
mastacembelus_armatus ENSMAMG00000023032
monopterus_albus ENSMALG00000018136
anabas_testudineus ENSATEG00000021912
cyprinodon_variegatus ENSCVAG00000009574
fundulus_heteroclitus ENSFHEG00000018960
xiphophorus_maculatus ENSXMAG00000012434
xiphophorus_couchianus ENSXCOG00000000807
gambusia_affinis ENSGAFG00000006094
poecilia_formosa ENSPFOG00000017171
poecilia_latipinna ENSPLAG00000014384
poecilia_mexicana ENSPMEG00000020558
poecilia_reticulata ENSPREG00000005199
kryptolebias_marmoratus ENSKMAG00000006258
oryzias_latipes_asm223469v1 ENSORLG00015016487
oryzias_latipes ENSORLG00000029322
oryzias_latipes ENSORLG00020002628
oryzias_melastigma ENSOMEG00000003666
maylandia_zebra ENSMZEG00005011957
haplochromis_burtoni ENSHBUG00000008784
astatotilapia_calliptera ENSACLG00000023067
oreochromis_niloticus ENSONIG00000015582
pundamilia_nyererei ENSPNYG00000010567
neolamprologus_brichardi ENSNBRG00000015950
amphilophus_citrinellus ENSACIG00000011718
amphiprion_ocellaris ENSAOCG00000023330
amphiprion_percula ENSAPEG00000011460
acanthochromis_polyacanthus ENSAPOG00000008315
stegastes_partitus ENSSPAG00000020904
scophthalmus_maximus ENSSMAG00000018974
cynoglossus_semilaevis ENSCSEG00000000885
seriola_lalandi_dorsalis ENSSLDG00000003368
seriola_dumerili ENSSDUG00000000881
hippocampus_comes ENSHCOG00000017715
periophthalmus_magnuspinnatus ENSPMGG00000003510
gadus_morhua ENSGMOG00000019080
esox_lucius ENSELUG00000003423
pygocentrus_nattereri ENSPNAG00000017110
astyanax_mexicanus ENSAMXG00000029149
ictalurus_punctatus ENSIPUG00000007554
danio_rerio ENSDARG00000013004
lepisosteus_oculatus ENSLOCG00000015025
loxodonta_africana ENSLAFG00000003813
procavia_capensis ENSPCAG00000001067
dasypus_novemcinctus ENSDNOG00000013722
capra_hircus ENSCHIG00000015426
ovis_aries ENSOARG00000016527
bos_taurus ENSBTAG00000021633
bos_mutus ENSBMUG00000007941
bison_bison_bison ENSBBBG00000016156
sus_scrofa ENSSSCG00000000847
tursiops_truncatus ENSTTRG00000009643
neovison_vison ENSNVIG00000010639
mustela_putorius_furo ENSMPUG00000012042
ursus_maritimus ENSUMAG00000018889
ursus_americanus ENSUAMG00000026279
ailuropoda_melanoleuca ENSAMEG00000006606
canis_lupus_familiaris ENSCAFG00000007442
vulpes_vulpes ENSVVUG00000017552
panthera_tigris_altaica ENSPTIG00000013882
panthera_pardus ENSPPRG00000013124
felis_catus ENSFCAG00000014079
equus_asinus_asinus ENSEASG00005020816
equus_caballus ENSECAG00000002072
pteropus_vampyrus ENSPVAG00000007280
myotis_lucifugus ENSMLUG00000000369
papio_anubis ENSPANG00000016817
theropithecus_gelada ENSTGEG00000009497
mandrillus_leucophaeus ENSMLEG00000032506
chlorocebus_sabaeus ENSCSAG00000003052
cercocebus_atys ENSCATG00000034796
macaca_nemestrina ENSMNEG00000040423
macaca_mulatta ENSMMUG00000021291
macaca_fascicularis ENSMFAG00000000086
colobus_angolensis_palliatus ENSCANG00000037076
piliocolobus_tephrosceles ENSPTEG00000014342
rhinopithecus_roxellana ENSRROG00000031620
rhinopithecus_bieti ENSRBIG00000031464
pan_troglodytes ENSPTRG00000052766
pan_paniscus ENSPPAG00000032037
homo_sapiens ENSG00000139372
gorilla_gorilla ENSGGOG00000015648
pan_paniscus ENSPPAG00000041642
pan_troglodytes ENSPTRG00000042053
gorilla_gorilla ENSGGOG00000026044
pongo_abelii ENSPPYG00000004890
nomascus_leucogenys ENSNLEG00000006532
callithrix_jacchus ENSCJAG00000014510
saimiri_boliviensis_boliviensis ENSSBOG00000019964
cebus_capucinus ENSCCAG00000019913
carlito_syrichta ENSTSYG00000000410
prolemur_simus ENSPSMG00000011974
microcebus_murinus ENSMICG00000002033
otolemur_garnettii ENSOGAG00000017015
erinaceus_europaeus ENSEEUG00000011457
sorex_araneus ENSSARG00000011810
vicugna_pacos ENSVPAG00000007870
castor_canadensis ENSCCNG00000017937
castor_canadensis ENSCCNG00000028295
aotus_nancymaae ENSANAG00000037208
propithecus_coquereli ENSPCOG00000021810
canis_lupus_dingo ENSCAFG00020025617
oryctolagus_cuniculus ENSOCUG00000016313
ochotona_princeps ENSOPRG00000008069
spermophilus_dauricus ENSSDAG00000022169
ictidomys_tridecemlineatus ENSSTOG00000001330
urocitellus_parryii ENSUPAG00010002507
marmota_marmota_marmota ENSMMMG00000017385
mus_spicilegus ENSMSIG00000002206
mus_musculus ENSMUSG00000034674
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016480
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015662
mus_pahari MGP_PahariEiJ_G0031422
rattus_norvegicus ENSRNOG00000027124
meriones_unguiculatus ENSMUGG00000025606
cricetulus_griseus_chok1gshd ENSCGRG00001005837
cricetulus_griseus_crigri ENSCGRG00000013623
cricetulus_griseus_crigri-picr ENSCGRG00015013404
mesocricetus_auratus ENSMAUG00000012317
cricetulus_griseus_chok1gshd ENSCGRG00001008906
cricetulus_griseus_crigri ENSCGRG00000002164
cricetulus_griseus_crigri ENSCGRG00000001038
cricetulus_griseus_chok1gshd ENSCGRG00001009361
cricetulus_griseus_crigri-picr ENSCGRG00015028394
mesocricetus_auratus ENSMAUG00000012886
microtus_ochrogaster ENSMOCG00000010304
peromyscus_maniculatus_bairdii ENSPEMG00000016706
peromyscus_maniculatus_bairdii ENSPEMG00000018746
nannospalax_galili ENSNGAG00000000667
jaculus_jaculus ENSJJAG00000022782
jaculus_jaculus ENSJJAG00000024210
dipodomys_ordii ENSDORG00000005552
castor_canadensis ENSCCNG00000019540
heterocephalus_glaber_female ENSHGLG00000009533
heterocephalus_glaber_male ENSHGLG00100003467
fukomys_damarensis ENSFDAG00000015783
chinchilla_lanigera ENSCLAG00000008462
octodon_degus ENSODEG00000010988
cavia_porcellus ENSCPOG00000000144
cavia_aperea ENSCAPG00000009185
echinops_telfairi ENSETEG00000019930
notamacropus_eugenii ENSMEUG00000001011
phascolarctos_cinereus ENSPCIG00000022776
sarcophilus_harrisii ENSSHAG00000003820
monodelphis_domestica ENSMODG00000002206
ornithorhynchus_anatinus ENSOANG00000005552
pogona_vitticeps ENSPVIG00000014415
anolis_carolinensis ENSACAG00000016148
notechis_scutatus ENSNSUG00000013418
salvator_merianae ENSSMRG00000015962
sphenodon_punctatus ENSSPUG00000001061
apteryx_owenii ENSAOWG00000002753
apteryx_haastii ENSAHAG00000008748
apteryx_rowi ENSARWG00000007243
dromaius_novaehollandiae ENSDNVG00000007043
nothoprocta_perdicaria ENSNPEG00000015729
anser_brachyrhynchus ENSABRG00000005939
anas_platyrhynchos_platyrhynchos ENSAPLG00000006522
