petromyzon_marinus ENSPMAG00000002091
eptatretus_burgeri ENSEBUG00000001016
paramormyrops_kingsleyae ENSPKIG00000021956
scleropages_formosus ENSSFOG00015003297
pygocentrus_nattereri ENSPNAG00000029789
astyanax_mexicanus ENSAMXG00000031821
ictalurus_punctatus ENSIPUG00000024101
danio_rerio ENSDARG00000052115
lepisosteus_oculatus ENSLOCG00000001316
mastacembelus_armatus ENSMAMG00000004705
monopterus_albus ENSMALG00000021512
gasterosteus_aculeatus ENSGACG00000011446
seriola_lalandi_dorsalis ENSSLDG00000002800
seriola_dumerili ENSSDUG00000017136
scophthalmus_maximus ENSSMAG00000008372
amphiprion_percula ENSAPEG00000009186
amphiprion_ocellaris ENSAOCG00000021674
acanthochromis_polyacanthus ENSAPOG00000023227
stegastes_partitus ENSSPAG00000014643
fundulus_heteroclitus ENSFHEG00000009788
cyprinodon_variegatus ENSCVAG00000008492
poecilia_formosa ENSPFOG00000014011
poecilia_reticulata ENSPREG00000019055
poecilia_mexicana ENSPMEG00000018930
xiphophorus_maculatus ENSXMAG00000021987
xiphophorus_couchianus ENSXCOG00000020584
gambusia_affinis ENSGAFG00000021800
kryptolebias_marmoratus ENSKMAG00000002490
oryzias_latipes ENSORLG00020019690
oryzias_latipes ENSORLG00000011996
oryzias_melastigma ENSOMEG00000012063
astatotilapia_calliptera ENSACLG00000000532
pundamilia_nyererei ENSPNYG00000014926
haplochromis_burtoni ENSHBUG00000017600
maylandia_zebra ENSMZEG00005017684
neolamprologus_brichardi ENSNBRG00000005836
oreochromis_niloticus ENSONIG00000014592
amphilophus_citrinellus ENSACIG00000001410
anabas_testudineus ENSATEG00000020270
labrus_bergylta ENSLBEG00000001410
takifugu_rubripes ENSTRUG00000002146
cynoglossus_semilaevis ENSCSEG00000013730
mola_mola ENSMMOG00000017774
hippocampus_comes ENSHCOG00000009804
poecilia_latipinna ENSPLAG00000013117
tetraodon_nigroviridis ENSTNIG00000011373
periophthalmus_magnuspinnatus ENSPMGG00000020889
gadus_morhua ENSGMOG00000014045
esox_lucius ENSELUG00000004338
pteropus_vampyrus ENSPVAG00000007862
myotis_lucifugus ENSMLUG00000011687
ovis_aries ENSOARG00000018677
capra_hircus ENSCHIG00000010459
bos_taurus ENSBTAG00000017150
bos_mutus ENSBMUG00000008785
bison_bison_bison ENSBBBG00000011971
castor_canadensis ENSCCNG00000010906
dipodomys_ordii ENSDORG00000007642
mus_spicilegus ENSMSIG00000006198
mus_musculus ENSMUSG00000012350
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024924
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024014
mus_pahari MGP_PahariEiJ_G0025450
rattus_norvegicus ENSRNOG00000007484
meriones_unguiculatus ENSMUGG00000013824
peromyscus_maniculatus_bairdii ENSPEMG00000016561
microtus_ochrogaster ENSMOCG00000003108
cricetulus_griseus_crigri ENSCGRG00000017220
cricetulus_griseus_chok1gshd ENSCGRG00001018872
cricetulus_griseus_crigri-picr ENSCGRG00015010720
mesocricetus_auratus ENSMAUG00000004776
nannospalax_galili ENSNGAG00000022135
jaculus_jaculus ENSJJAG00000023839
ochotona_princeps ENSOPRG00000009878
oryctolagus_cuniculus ENSOCUG00000010261
echinops_telfairi ENSETEG00000009315
propithecus_coquereli ENSPCOG00000015717
microcebus_murinus ENSMICG00000003694
prolemur_simus ENSPSMG00000025796
otolemur_garnettii ENSOGAG00000015942
pan_troglodytes ENSPTRG00000003498
pan_paniscus ENSPPAG00000035904
homo_sapiens ENSG00000135373
gorilla_gorilla ENSGGOG00000006149
pongo_abelii ENSPPYG00000003362
nomascus_leucogenys ENSNLEG00000017927
papio_anubis ENSPANG00000024423
theropithecus_gelada ENSTGEG00000003730
mandrillus_leucophaeus ENSMLEG00000031177
macaca_nemestrina ENSMNEG00000035998
macaca_fascicularis ENSMFAG00000029447
macaca_mulatta ENSMMUG00000005927
cercocebus_atys ENSCATG00000035479
chlorocebus_sabaeus ENSCSAG00000005424
rhinopithecus_roxellana ENSRROG00000038817
rhinopithecus_bieti ENSRBIG00000026520
piliocolobus_tephrosceles ENSPTEG00000026660
colobus_angolensis_palliatus ENSCANG00000029641
callithrix_jacchus ENSCJAG00000010810
cebus_capucinus ENSCCAG00000024416
saimiri_boliviensis_boliviensis ENSSBOG00000007293
aotus_nancymaae ENSANAG00000024254
loxodonta_africana ENSLAFG00000011235
procavia_capensis ENSPCAG00000001944
mustela_putorius_furo ENSMPUG00000011676
