sorex_araneus ENSSARG00000001341
erinaceus_europaeus ENSEEUG00000001591
ursus_maritimus ENSUMAG00000008024
ursus_americanus ENSUAMG00000019385
ailuropoda_melanoleuca ENSAMEG00000018731
neovison_vison ENSNVIG00000017853
mustela_putorius_furo ENSMPUG00000018842
canis_lupus_dingo ENSCAFG00020016438
canis_lupus_familiaris ENSCAFG00000007453
vulpes_vulpes ENSVVUG00000028752
felis_catus ENSFCAG00000014829
felis_catus ENSFCAG00000035056
panthera_pardus ENSPPRG00000020330
panthera_tigris_altaica ENSPTIG00000000630
bos_taurus ENSBTAG00000002542
bos_mutus ENSBMUG00000001525
bison_bison_bison ENSBBBG00000004844
capra_hircus ENSCHIG00000022983
ovis_aries ENSOARG00000015966
sus_scrofa ENSSSCG00000023294
tursiops_truncatus ENSTTRG00000014530
vicugna_pacos ENSVPAG00000002237
equus_caballus ENSECAG00000000371
equus_asinus_asinus ENSEASG00005001754
pteropus_vampyrus ENSPVAG00000008883
myotis_lucifugus ENSMLUG00000012471
mus_musculus ENSMUSG00000053012
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029488
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028483
mus_pahari MGP_PahariEiJ_G0022219
rattus_norvegicus ENSRNOG00000007124
meriones_unguiculatus ENSMUGG00000018539
cricetulus_griseus_crigri-picr ENSCGRG00015017942
cricetulus_griseus_chok1gshd ENSCGRG00001016240
cricetulus_griseus_crigri ENSCGRG00000016179
mesocricetus_auratus ENSMAUG00000001546
peromyscus_maniculatus_bairdii ENSPEMG00000029350
microtus_ochrogaster ENSMOCG00000012576
nannospalax_galili ENSNGAG00000014757
castor_canadensis ENSCCNG00000027816
castor_canadensis ENSCCNG00000018768
heterocephalus_glaber_male ENSHGLG00100016715
fukomys_damarensis ENSFDAG00000016124
heterocephalus_glaber_female ENSHGLG00000016381
chinchilla_lanigera ENSCLAG00000013312
cavia_porcellus ENSCPOG00000021491
dipodomys_ordii ENSDORG00000008590
ictidomys_tridecemlineatus ENSSTOG00000006394
urocitellus_parryii ENSUPAG00010022969
spermophilus_dauricus ENSSDAG00000014737
spermophilus_dauricus ENSSDAG00000007507
marmota_marmota_marmota ENSMMMG00000009422
oryctolagus_cuniculus ENSOCUG00000016946
otolemur_garnettii ENSOGAG00000016183
prolemur_simus ENSPSMG00000022877
gorilla_gorilla ENSGGOG00000011851
homo_sapiens ENSG00000172086
pan_troglodytes ENSPTRG00000012167
pongo_abelii ENSPPYG00000012206
nomascus_leucogenys ENSNLEG00000002924
macaca_fascicularis ENSMFAG00000007883
macaca_mulatta ENSMMUG00000041136
papio_anubis ENSPANG00000034774
theropithecus_gelada ENSTGEG00000027745
cercocebus_atys ENSCATG00000043332
chlorocebus_sabaeus ENSCSAG00000019434
piliocolobus_tephrosceles ENSPTEG00000002954
colobus_angolensis_palliatus ENSCANG00000017844
rhinopithecus_roxellana ENSRROG00000012362
saimiri_boliviensis_boliviensis ENSSBOG00000023799
callithrix_jacchus ENSCJAG00000019362
cebus_capucinus ENSCCAG00000021074
aotus_nancymaae ENSANAG00000030785
dasypus_novemcinctus ENSDNOG00000031359
dasypus_novemcinctus ENSDNOG00000047791
dasypus_novemcinctus ENSDNOG00000041890
dasypus_novemcinctus ENSDNOG00000008766
loxodonta_africana ENSLAFG00000007861
echinops_telfairi ENSETEG00000000947
