caenorhabditis_elegans_strain_n2 WBGene00018737
drosophila_melanogaster FBgn0036698
fundulus_heteroclitus ENSFHEG00000012654
cyprinodon_variegatus ENSCVAG00000010977
xiphophorus_maculatus ENSXMAG00000002759
xiphophorus_couchianus ENSXCOG00000020342
gambusia_affinis ENSGAFG00000003104
poecilia_mexicana ENSPMEG00000006736
poecilia_formosa ENSPFOG00000004321
poecilia_latipinna ENSPLAG00000006650
poecilia_reticulata ENSPREG00000012335
kryptolebias_marmoratus ENSKMAG00000012577
oryzias_latipes_asm223469v1 ENSORLG00015011336
oryzias_latipes ENSORLG00020008288
oryzias_latipes ENSORLG00000020450
oryzias_melastigma ENSOMEG00000006507
amphiprion_percula ENSAPEG00000006561
amphiprion_percula ENSAPEG00000006410
amphiprion_ocellaris ENSAOCG00000011760
acanthochromis_polyacanthus ENSAPOG00000000860
stegastes_partitus ENSSPAG00000010236
takifugu_rubripes ENSTRUG00000021682
tetraodon_nigroviridis ENSTNIG00000001981
labrus_bergylta ENSLBEG00000016195
gasterosteus_aculeatus ENSGACG00000014396
cynoglossus_semilaevis ENSCSEG00000003361
seriola_dumerili ENSSDUG00000004202
seriola_lalandi_dorsalis ENSSLDG00000002652
scophthalmus_maximus ENSSMAG00000012084
monopterus_albus ENSMALG00000016454
mastacembelus_armatus ENSMAMG00000021945
anabas_testudineus ENSATEG00000019657
astatotilapia_calliptera ENSACLG00000003848
maylandia_zebra ENSMZEG00005008858
haplochromis_burtoni ENSHBUG00000009519
pundamilia_nyererei ENSPNYG00000002418
neolamprologus_brichardi ENSNBRG00000019560
oreochromis_niloticus ENSONIG00000015300
amphilophus_citrinellus ENSACIG00000013279
mola_mola ENSMMOG00000006364
hippocampus_comes ENSHCOG00000006260
periophthalmus_magnuspinnatus ENSPMGG00000019832
gadus_morhua ENSGMOG00000003913
esox_lucius ENSELUG00000004517
pygocentrus_nattereri ENSPNAG00000010773
astyanax_mexicanus ENSAMXG00000013312
ictalurus_punctatus ENSIPUG00000010461
scleropages_formosus ENSSFOG00015005632
paramormyrops_kingsleyae ENSPKIG00000018894
phascolarctos_cinereus ENSPCIG00000007656
notamacropus_eugenii ENSMEUG00000014054
sarcophilus_harrisii ENSSHAG00000016980
sarcophilus_harrisii ENSSHAG00000018362
monodelphis_domestica ENSMODG00000009373
meriones_unguiculatus ENSMUGG00000004436
