drosophila_melanogaster FBgn0037643
caenorhabditis_elegans_strain_n2 WBGene00009812
cynoglossus_semilaevis ENSCSEG00000020741
periophthalmus_magnuspinnatus ENSPMGG00000015784
takifugu_rubripes ENSTRUG00000014063
seriola_lalandi_dorsalis ENSSLDG00000020889
seriola_dumerili ENSSDUG00000012710
scophthalmus_maximus ENSSMAG00000010318
amphiprion_ocellaris ENSAOCG00000023668
amphiprion_percula ENSAPEG00000019475
acanthochromis_polyacanthus ENSAPOG00000020447
stegastes_partitus ENSSPAG00000005047
mastacembelus_armatus ENSMAMG00000013778
mola_mola ENSMMOG00000013461
monopterus_albus ENSMALG00000012996
anabas_testudineus ENSATEG00000014852
poecilia_latipinna ENSPLAG00000016629
poecilia_formosa ENSPFOG00000010701
poecilia_mexicana ENSPMEG00000015982
poecilia_reticulata ENSPREG00000011329
xiphophorus_couchianus ENSXCOG00000008502
xiphophorus_maculatus ENSXMAG00000008721
gambusia_affinis ENSGAFG00000006431
fundulus_heteroclitus ENSFHEG00000001817
cyprinodon_variegatus ENSCVAG00000023135
kryptolebias_marmoratus ENSKMAG00000005419
oryzias_latipes ENSORLG00020006660
oryzias_latipes_asm223469v1 ENSORLG00015008519
oryzias_latipes ENSORLG00000014057
oryzias_melastigma ENSOMEG00000006732
astatotilapia_calliptera ENSACLG00000014868
maylandia_zebra ENSMZEG00005020363
pundamilia_nyererei ENSPNYG00000023519
haplochromis_burtoni ENSHBUG00000020690
neolamprologus_brichardi ENSNBRG00000014635
oreochromis_niloticus ENSONIG00000016180
amphilophus_citrinellus ENSACIG00000002310
gasterosteus_aculeatus ENSGACG00000008038
hippocampus_comes ENSHCOG00000003733
labrus_bergylta ENSLBEG00000022560
gadus_morhua ENSGMOG00000005314
esox_lucius ENSELUG00000008886
pygocentrus_nattereri ENSPNAG00000018855
astyanax_mexicanus ENSAMXG00000004980
ictalurus_punctatus ENSIPUG00000019521
danio_rerio ENSDARG00000005359
paramormyrops_kingsleyae ENSPKIG00000019986
scleropages_formosus ENSSFOG00015002427
lepisosteus_oculatus ENSLOCG00000010416
latimeria_chalumnae ENSLACG00000009300
tetraodon_nigroviridis ENSTNIG00000004481
calidris_pugnax ENSCPUG00000013158
apteryx_owenii ENSAOWG00000015893
apteryx_haastii ENSAHAG00000000230
apteryx_rowi ENSARWG00000010332
dromaius_novaehollandiae ENSDNVG00000013439
