ursus_americanus ENSUAMG00000019044
ursus_maritimus ENSUMAG00000010567
ailuropoda_melanoleuca ENSAMEG00000016626
mustela_putorius_furo ENSMPUG00000000152
neovison_vison ENSNVIG00000017870
canis_lupus_dingo ENSCAFG00020025077
canis_lupus_familiaris ENSCAFG00000012867
vulpes_vulpes ENSVVUG00000022804
felis_catus ENSFCAG00000010452
equus_asinus_asinus ENSEASG00005008227
equus_caballus ENSECAG00000017246
myotis_lucifugus ENSMLUG00000005606
pteropus_vampyrus ENSPVAG00000000553
chinchilla_lanigera ENSCLAG00000002485
octodon_degus ENSODEG00000011577
heterocephalus_glaber_female ENSHGLG00000004117
heterocephalus_glaber_male ENSHGLG00100019285
fukomys_damarensis ENSFDAG00000017896
jaculus_jaculus ENSJJAG00000018768
peromyscus_maniculatus_bairdii ENSPEMG00000001859
cricetulus_griseus_crigri ENSCGRG00000015243
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015258
mus_musculus ENSMUSG00000026275
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014454
mus_pahari MGP_PahariEiJ_G0027690
castor_canadensis ENSCCNG00000022360
dipodomys_ordii ENSDORG00000029280
urocitellus_parryii ENSUPAG00010014539
ictidomys_tridecemlineatus ENSSTOG00000016306
spermophilus_dauricus ENSSDAG00000023361
marmota_marmota_marmota ENSMMMG00000007280
tupaia_belangeri ENSTBEG00000016780
propithecus_coquereli ENSPCOG00000020645
microcebus_murinus ENSMICG00000017782
otolemur_garnettii ENSOGAG00000000735
cercocebus_atys ENSCATG00000016069
mandrillus_leucophaeus ENSMLEG00000033467
theropithecus_gelada ENSTGEG00000027003
macaca_nemestrina ENSMNEG00000005914
macaca_mulatta ENSMMUG00000016209
chlorocebus_sabaeus ENSCSAG00000005841
piliocolobus_tephrosceles ENSPTEG00000036394
colobus_angolensis_palliatus ENSCANG00000039403
rhinopithecus_roxellana ENSRROG00000015177
rhinopithecus_bieti ENSRBIG00000020885
aotus_nancymaae ENSANAG00000036305
bos_taurus ENSBTAG00000000789
bos_mutus ENSBMUG00000011436
capra_hircus ENSCHIG00000012347
ovis_aries ENSOARG00000017998
tursiops_truncatus ENSTTRG00000015244
sus_scrofa ENSSSCG00000016376
oryctolagus_cuniculus ENSOCUG00000003429
ochotona_princeps ENSOPRG00000002608
choloepus_hoffmanni ENSCHOG00000013622
echinops_telfairi ENSETEG00000006103
sarcophilus_harrisii ENSSHAG00000011977
ornithorhynchus_anatinus ENSOANG00000011761
gopherus_agassizii ENSGAGG00000004234
chelonoidis_abingdonii ENSCABG00000015546
chrysemys_picta_bellii ENSCPBG00000003733
pelodiscus_sinensis ENSPSIG00000016484
apteryx_owenii ENSAOWG00000004209
apteryx_haastii ENSAHAG00000019096
apteryx_rowi ENSARWG00000008214
dromaius_novaehollandiae ENSDNVG00000017854
nothoprocta_perdicaria ENSNPEG00000000413
meleagris_gallopavo ENSMGAG00000003650
coturnix_japonica ENSCJPG00005002206
anser_brachyrhynchus ENSABRG00000019504
anas_platyrhynchos_platyrhynchos ENSAPLG00000012987
lonchura_striata_domestica ENSLSDG00000008847
zonotrichia_albicollis ENSZALG00000003676
melopsittacus_undulatus ENSMUNG00000008727
serinus_canaria ENSSCAG00000007856
junco_hyemalis ENSJHYG00000017306
ficedula_albicollis ENSFALG00000003439
cyanistes_caeruleus ENSCCEG00000002147
parus_major ENSPMJG00000013402
manacus_vitellinus ENSMVIG00005014620
lepidothrix_coronata ENSLCOG00000006697
calidris_pygmaea ENSCPGG00000013422
calidris_pugnax ENSCPUG00000013578
gallus_gallus ENSGALG00000031766
numida_meleagris ENSNMEG00000015296
crocodylus_porosus ENSCPRG00005009690
pogona_vitticeps ENSPVIG00000013668
anolis_carolinensis ENSACAG00000001909
notechis_scutatus ENSNSUG00000013668
salvator_merianae ENSSMRG00000000907
sphenodon_punctatus ENSSPUG00000009268
xenopus_tropicalis ENSXETG00000012163
mola_mola ENSMMOG00000018922
cynoglossus_semilaevis ENSCSEG00000016671
xiphophorus_couchianus ENSXCOG00000002421
xiphophorus_maculatus ENSXMAG00000016000
gambusia_affinis ENSGAFG00000011030
poecilia_formosa ENSPFOG00000009455
poecilia_mexicana ENSPMEG00000011641
poecilia_latipinna ENSPLAG00000022400
poecilia_reticulata ENSPREG00000002972
fundulus_heteroclitus ENSFHEG00000022743
cyprinodon_variegatus ENSCVAG00000004524
kryptolebias_marmoratus ENSKMAG00000011575
oryzias_latipes ENSORLG00020013101
oryzias_latipes_asm223469v1 ENSORLG00015013174
oryzias_latipes ENSORLG00000016479
oryzias_melastigma ENSOMEG00000023703
amphiprion_percula ENSAPEG00000007400
amphiprion_ocellaris ENSAOCG00000010800
acanthochromis_polyacanthus ENSAPOG00000021245
stegastes_partitus ENSSPAG00000009036
maylandia_zebra ENSMZEG00005025453
astatotilapia_calliptera ENSACLG00000024145
pundamilia_nyererei ENSPNYG00000011159
haplochromis_burtoni ENSHBUG00000003445
neolamprologus_brichardi ENSNBRG00000015402
oreochromis_niloticus ENSONIG00000009855
amphilophus_citrinellus ENSACIG00000014320
periophthalmus_magnuspinnatus ENSPMGG00000014188
seriola_dumerili ENSSDUG00000009026
seriola_lalandi_dorsalis ENSSLDG00000012204
scophthalmus_maximus ENSSMAG00000000276
monopterus_albus ENSMALG00000017675
mastacembelus_armatus ENSMAMG00000012440
anabas_testudineus ENSATEG00000011348
labrus_bergylta ENSLBEG00000018770
gasterosteus_aculeatus ENSGACG00000013603
tetraodon_nigroviridis ENSTNIG00000015241
takifugu_rubripes ENSTRUG00000005027
hippocampus_comes ENSHCOG00000013423
gadus_morhua ENSGMOG00000010455
esox_lucius ENSELUG00000000171
astyanax_mexicanus ENSAMXG00000039619
pygocentrus_nattereri ENSPNAG00000022893
ictalurus_punctatus ENSIPUG00000015000
danio_rerio ENSDARG00000009740
paramormyrops_kingsleyae ENSPKIG00000011862
scleropages_formosus ENSSFOG00015024212
lepisosteus_oculatus ENSLOCG00000008999
petromyzon_marinus ENSPMAG00000000694
eptatretus_burgeri ENSEBUG00000003528
ciona_savignyi ENSCSAVG00000009540
ciona_intestinalis ENSCING00000020123
drosophila_melanogaster FBgn0028992
caenorhabditis_elegans_strain_n2 WBGene00011637
saccharomyces_cerevisiae YKL193C
