takifugu_rubripes ENSTRUG00000007951
tetraodon_nigroviridis ENSTNIG00000001178
mola_mola ENSMMOG00000017190
gasterosteus_aculeatus ENSGACG00000013602
amphiprion_ocellaris ENSAOCG00000020240
amphiprion_percula ENSAPEG00000000417
acanthochromis_polyacanthus ENSAPOG00000018155
stegastes_partitus ENSSPAG00000007641
maylandia_zebra ENSMZEG00005023172
astatotilapia_calliptera ENSACLG00000024465
pundamilia_nyererei ENSPNYG00000014285
haplochromis_burtoni ENSHBUG00000009037
oreochromis_niloticus ENSONIG00000009837
amphilophus_citrinellus ENSACIG00000006787
poecilia_formosa ENSPFOG00000013388
poecilia_latipinna ENSPLAG00000009385
poecilia_mexicana ENSPMEG00000002992
poecilia_reticulata ENSPREG00000010379
gambusia_affinis ENSGAFG00000011591
xiphophorus_maculatus ENSXMAG00000018115
fundulus_heteroclitus ENSFHEG00000011403
kryptolebias_marmoratus ENSKMAG00000009243
oryzias_latipes_asm223469v1 ENSORLG00015005058
oryzias_latipes ENSORLG00020012094
oryzias_latipes ENSORLG00000027012
oryzias_melastigma ENSOMEG00000000513
labrus_bergylta ENSLBEG00000004185
scophthalmus_maximus ENSSMAG00000008661
cynoglossus_semilaevis ENSCSEG00000021621
seriola_lalandi_dorsalis ENSSLDG00000017897
seriola_dumerili ENSSDUG00000022088
mastacembelus_armatus ENSMAMG00000021812
monopterus_albus ENSMALG00000007196
hippocampus_comes ENSHCOG00000002993
esox_lucius ENSELUG00000020013
pygocentrus_nattereri ENSPNAG00000025663
astyanax_mexicanus ENSAMXG00000043069
danio_rerio ENSDARG00000076437
esox_lucius ENSELUG00000020708
esox_lucius ENSELUG00000020662
danio_rerio ENSDARG00000070458
paramormyrops_kingsleyae ENSPKIG00000016404
eptatretus_burgeri ENSEBUG00000013667
eptatretus_burgeri ENSEBUG00000015022
