serinus_canaria ENSSCAG00000005155
junco_hyemalis ENSJHYG00000015486
parus_major ENSPMJG00000001100
lepidothrix_coronata ENSLCOG00000015275
melopsittacus_undulatus ENSMUNG00000014894
numida_meleagris ENSNMEG00000016739
nothoprocta_perdicaria ENSNPEG00000001538
meleagris_gallopavo ENSMGAG00000000934
manacus_vitellinus ENSMVIG00005009248
anser_brachyrhynchus ENSABRG00000022808
lonchura_striata_domestica ENSLSDG00000000973
calidris_pygmaea ENSCPGG00000018773
apteryx_haastii ENSAHAG00000007622
notechis_scutatus ENSNSUG00000017992
salvator_merianae ENSSMRG00000000837
sphenodon_punctatus ENSSPUG00000019228
chelonoidis_abingdonii ENSCABG00000009544
notamacropus_eugenii ENSMEUG00000013969
ornithorhynchus_anatinus ENSOANG00000014469
ursus_americanus ENSUAMG00000015699
ursus_maritimus ENSUMAG00000020272
vulpes_vulpes ENSVVUG00000011164
neovison_vison ENSNVIG00000010680
mustela_putorius_furo ENSMPUG00000005362
panthera_pardus ENSPPRG00000013240
panthera_tigris_altaica ENSPTIG00000006285
equus_caballus ENSECAG00000014879
bos_taurus ENSBTAG00000016103
bos_mutus ENSBMUG00000004501
bison_bison_bison ENSBBBG00000003663
tursiops_truncatus ENSTTRG00000010200
sus_scrofa ENSSSCG00000033811
vicugna_pacos ENSVPAG00000006180
macaca_mulatta ENSMMUG00000042116
macaca_fascicularis ENSMFAG00000001241
macaca_nemestrina ENSMNEG00000028964
theropithecus_gelada ENSTGEG00000004796
mandrillus_leucophaeus ENSMLEG00000037764
rhinopithecus_roxellana ENSRROG00000031552
rhinopithecus_bieti ENSRBIG00000028183
colobus_angolensis_palliatus ENSCANG00000031513
pan_paniscus ENSPPAG00000035018
pan_troglodytes ENSPTRG00000042433
gorilla_gorilla ENSGGOG00000043175
pongo_abelii ENSPPYG00000007437
nomascus_leucogenys ENSNLEG00000004277
cebus_capucinus ENSCCAG00000036199
saimiri_boliviensis_boliviensis ENSSBOG00000033643
aotus_nancymaae ENSANAG00000019257
urocitellus_parryii ENSUPAG00010002159
