tetraodon_nigroviridis ENSTNIG00000010813
takifugu_rubripes ENSTRUG00000015566
labrus_bergylta ENSLBEG00000005090
fundulus_heteroclitus ENSFHEG00000012896
gambusia_affinis ENSGAFG00000014298
kryptolebias_marmoratus ENSKMAG00000001177
hippocampus_comes ENSHCOG00000011887
hippocampus_comes ENSHCOG00000013838
scleropages_formosus ENSSFOG00015020503
paramormyrops_kingsleyae ENSPKIG00000009796
gasterosteus_aculeatus ENSGACG00000011300
mola_mola ENSMMOG00000011216
amphiprion_percula ENSAPEG00000010047
amphiprion_ocellaris ENSAOCG00000019043
acanthochromis_polyacanthus ENSAPOG00000021047
maylandia_zebra ENSMZEG00005014809
astatotilapia_calliptera ENSACLG00000007928
pundamilia_nyererei ENSPNYG00000004849
haplochromis_burtoni ENSHBUG00000016142
neolamprologus_brichardi ENSNBRG00000010982
oreochromis_niloticus ENSONIG00000000994
amphilophus_citrinellus ENSACIG00000016461
seriola_lalandi_dorsalis ENSSLDG00000021566
monopterus_albus ENSMALG00000021093
mastacembelus_armatus ENSMAMG00000000269
anabas_testudineus ENSATEG00000004236
cyprinodon_variegatus ENSCVAG00000002013
fundulus_heteroclitus ENSFHEG00000001349
poecilia_reticulata ENSPREG00000013623
poecilia_formosa ENSPFOG00000017563
xiphophorus_maculatus ENSXMAG00000015760
gambusia_affinis ENSGAFG00000018695
kryptolebias_marmoratus ENSKMAG00000013325
oryzias_latipes ENSORLG00000008612
oryzias_latipes_asm223469v1 ENSORLG00015001151
oryzias_latipes ENSORLG00020005072
oryzias_melastigma ENSOMEG00000023686
stegastes_partitus ENSSPAG00000000459
labrus_bergylta ENSLBEG00000007852
takifugu_rubripes ENSTRUG00000011937
scophthalmus_maximus ENSSMAG00000013053
cynoglossus_semilaevis ENSCSEG00000006926
seriola_dumerili ENSSDUG00000009451
periophthalmus_magnuspinnatus ENSPMGG00000003075
gadus_morhua ENSGMOG00000009138
ictalurus_punctatus ENSIPUG00000023703
lepisosteus_oculatus ENSLOCG00000013997
gopherus_agassizii ENSGAGG00000015375
chelonoidis_abingdonii ENSCABG00000006855
chrysemys_picta_bellii ENSCPBG00000020791
pelodiscus_sinensis ENSPSIG00000010581
parus_major ENSPMJG00000016673
lepidothrix_coronata ENSLCOG00000015972
anas_platyrhynchos_platyrhynchos ENSAPLG00000017304
anser_brachyrhynchus ENSABRG00000012984
gallus_gallus ENSGALG00000028483
coturnix_japonica ENSCJPG00005019076
meleagris_gallopavo ENSMGAG00000012528
numida_meleagris ENSNMEG00000022328
calidris_pugnax ENSCPUG00000002181
cyanistes_caeruleus ENSCCEG00000019860
ficedula_albicollis ENSFALG00000006151
junco_hyemalis ENSJHYG00000010569
zonotrichia_albicollis ENSZALG00000002580
lonchura_striata_domestica ENSLSDG00000002497
calidris_pygmaea ENSCPGG00000005297
melopsittacus_undulatus ENSMUNG00000010264
apteryx_rowi ENSARWG00000011043
dromaius_novaehollandiae ENSDNVG00000001257
nothoprocta_perdicaria ENSNPEG00000007127
manacus_vitellinus ENSMVIG00005002489
peromyscus_maniculatus_bairdii ENSPEMG00000016305
microtus_ochrogaster ENSMOCG00000017035
cricetulus_griseus_crigri ENSCGRG00000011836
cricetulus_griseus_chok1gshd ENSCGRG00001021293
cricetulus_griseus_crigri-picr ENSCGRG00015010875
mesocricetus_auratus ENSMAUG00000020382
mus_spicilegus ENSMSIG00000006108
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018612
mus_musculus ENSMUSG00000058669
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017767
mus_pahari MGP_PahariEiJ_G0029523
rattus_norvegicus ENSRNOG00000022970
meriones_unguiculatus ENSMUGG00000008320
meriones_unguiculatus ENSMUGG00000008310
nannospalax_galili ENSNGAG00000010552
jaculus_jaculus ENSJJAG00000019366
castor_canadensis ENSCCNG00000023436
urocitellus_parryii ENSUPAG00010000486
ictidomys_tridecemlineatus ENSSTOG00000015719
marmota_marmota_marmota ENSMMMG00000005805
heterocephalus_glaber_female ENSHGLG00000001507
heterocephalus_glaber_male ENSHGLG00100007852
fukomys_damarensis ENSFDAG00000014114
chinchilla_lanigera ENSCLAG00000010559
octodon_degus ENSODEG00000006204
oryctolagus_cuniculus ENSOCUG00000015429
microcebus_murinus ENSMICG00000047827
prolemur_simus ENSPSMG00000007100
propithecus_coquereli ENSPCOG00000018122
otolemur_garnettii ENSOGAG00000030043
homo_sapiens ENSG00000136327
gorilla_gorilla ENSGGOG00000011660
pan_paniscus ENSPPAG00000038570
pan_troglodytes ENSPTRG00000006277
pongo_abelii ENSPPYG00000005751
nomascus_leucogenys ENSNLEG00000003930
theropithecus_gelada ENSTGEG00000003449
papio_anubis ENSPANG00000011344
cercocebus_atys ENSCATG00000044217
mandrillus_leucophaeus ENSMLEG00000028874
macaca_fascicularis ENSMFAG00000031077
macaca_nemestrina ENSMNEG00000030502
chlorocebus_sabaeus ENSCSAG00000015469
rhinopithecus_roxellana ENSRROG00000032764
rhinopithecus_bieti ENSRBIG00000041917
colobus_angolensis_palliatus ENSCANG00000029645
piliocolobus_tephrosceles ENSPTEG00000007903
saimiri_boliviensis_boliviensis ENSSBOG00000021640
callithrix_jacchus ENSCJAG00000039564
cebus_capucinus ENSCCAG00000024651
aotus_nancymaae ENSANAG00000023511
equus_asinus_asinus ENSEASG00005007563
equus_caballus ENSECAG00000023678
myotis_lucifugus ENSMLUG00000011403
bos_taurus ENSBTAG00000013352
bos_mutus ENSBMUG00000002846
capra_hircus ENSCHIG00000020833
tursiops_truncatus ENSTTRG00000009497
sus_scrofa ENSSSCG00000001944
ursus_americanus ENSUAMG00000024256
ailuropoda_melanoleuca ENSAMEG00000002900
mustela_putorius_furo ENSMPUG00000016261
neovison_vison ENSNVIG00000005445
canis_lupus_familiaris ENSCAFG00000028557
canis_lupus_dingo ENSCAFG00020022302
vulpes_vulpes ENSVVUG00000020667
panthera_tigris_altaica ENSPTIG00000018521
panthera_pardus ENSPPRG00000006268
felis_catus ENSFCAG00000001021
dasypus_novemcinctus ENSDNOG00000007766
loxodonta_africana ENSLAFG00000017532
procavia_capensis ENSPCAG00000015714
echinops_telfairi ENSETEG00000010141
phascolarctos_cinereus ENSPCIG00000009271
notamacropus_eugenii ENSMEUG00000009736
monodelphis_domestica ENSMODG00000012683
salvator_merianae ENSSMRG00000012754
pogona_vitticeps ENSPVIG00000000310
xenopus_tropicalis ENSXETG00000002908
latimeria_chalumnae ENSLACG00000016294
