mastacembelus_armatus ENSMAMG00000011967
monopterus_albus ENSMALG00000014281
scophthalmus_maximus ENSSMAG00000018050
cynoglossus_semilaevis ENSCSEG00000000396
amphiprion_percula ENSAPEG00000005471
amphiprion_ocellaris ENSAOCG00000013453
acanthochromis_polyacanthus ENSAPOG00000002651
stegastes_partitus ENSSPAG00000001399
takifugu_rubripes ENSTRUG00000023789
anabas_testudineus ENSATEG00000005620
labrus_bergylta ENSLBEG00000006992
cyprinodon_variegatus ENSCVAG00000015894
fundulus_heteroclitus ENSFHEG00000017138
xiphophorus_maculatus ENSXMAG00000006238
xiphophorus_couchianus ENSXCOG00000013580
gambusia_affinis ENSGAFG00000015137
poecilia_formosa ENSPFOG00000022943
poecilia_mexicana ENSPMEG00000013203
poecilia_latipinna ENSPLAG00000011037
poecilia_reticulata ENSPREG00000019288
kryptolebias_marmoratus ENSKMAG00000009787
oryzias_latipes ENSORLG00000023466
oryzias_latipes_asm223469v1 ENSORLG00015006183
oryzias_latipes ENSORLG00020000423
oryzias_melastigma ENSOMEG00000000689
astatotilapia_calliptera ENSACLG00000007872
astatotilapia_calliptera ENSACLG00000017316
pundamilia_nyererei ENSPNYG00000017147
haplochromis_burtoni ENSHBUG00000015406
maylandia_zebra ENSMZEG00005022873
neolamprologus_brichardi ENSNBRG00000009917
oreochromis_niloticus ENSONIG00000004190
amphilophus_citrinellus ENSACIG00000021059
periophthalmus_magnuspinnatus ENSPMGG00000024006
seriola_dumerili ENSSDUG00000003024
seriola_lalandi_dorsalis ENSSLDG00000005237
hippocampus_comes ENSHCOG00000014817
