parus_major ENSPMJG00000014217
cyanistes_caeruleus ENSCCEG00000008744
zonotrichia_albicollis ENSZALG00000007761
taeniopygia_guttata ENSTGUG00000005624
ficedula_albicollis ENSFALG00000007174
manacus_vitellinus ENSMVIG00005011526
lepidothrix_coronata ENSLCOG00000015417
junco_hyemalis ENSJHYG00000001648
calidris_pygmaea ENSCPGG00000008547
calidris_pugnax ENSCPUG00000010553
melopsittacus_undulatus ENSMUNG00000000561
apteryx_haastii ENSAHAG00000003457
apteryx_rowi ENSARWG00000000140
dromaius_novaehollandiae ENSDNVG00000015112
gallus_gallus ENSGALG00000021442
coturnix_japonica ENSCJPG00005011565
meleagris_gallopavo ENSMGAG00000002155
numida_meleagris ENSNMEG00000013132
anser_brachyrhynchus ENSABRG00000004070
anas_platyrhynchos_platyrhynchos ENSAPLG00000007850
phascolarctos_cinereus ENSPCIG00000017552
notamacropus_eugenii ENSMEUG00000003289
sarcophilus_harrisii ENSSHAG00000004365
monodelphis_domestica ENSMODG00000005734
heterocephalus_glaber_female ENSHGLG00000016247
heterocephalus_glaber_male ENSHGLG00100014493
fukomys_damarensis ENSFDAG00000019083
chinchilla_lanigera ENSCLAG00000005777
octodon_degus ENSODEG00000015455
cavia_porcellus ENSCPOG00000010704
cavia_aperea ENSCAPG00000000588
spermophilus_dauricus ENSSDAG00000017526
ictidomys_tridecemlineatus ENSSTOG00000016451
urocitellus_parryii ENSUPAG00010000874
marmota_marmota_marmota ENSMMMG00000015024
castor_canadensis ENSCCNG00000014822
dipodomys_ordii ENSDORG00000000112
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032607
mus_spicilegus ENSMSIG00000016528
mus_musculus ENSMUSG00000050357
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031489
mus_pahari MGP_PahariEiJ_G0023089
rattus_norvegicus ENSRNOG00000024452
meriones_unguiculatus ENSMUGG00000016742
cricetulus_griseus_chok1gshd ENSCGRG00001009353
cricetulus_griseus_crigri-picr ENSCGRG00015007500
cricetulus_griseus_crigri ENSCGRG00000010154
mesocricetus_auratus ENSMAUG00000011505
microtus_ochrogaster ENSMOCG00000015028
peromyscus_maniculatus_bairdii ENSPEMG00000029391
nannospalax_galili ENSNGAG00000012416
jaculus_jaculus ENSJJAG00000021971
oryctolagus_cuniculus ENSOCUG00000008990
ochotona_princeps ENSOPRG00000013488
pan_troglodytes ENSPTRG00000008237
pan_paniscus ENSPPAG00000041272
homo_sapiens ENSG00000159753
gorilla_gorilla ENSGGOG00000003869
pongo_abelii ENSPPYG00000007462
nomascus_leucogenys ENSNLEG00000004765
theropithecus_gelada ENSTGEG00000006253
papio_anubis ENSPANG00000018344
mandrillus_leucophaeus ENSMLEG00000041039
macaca_fascicularis ENSMFAG00000042445
macaca_mulatta ENSMMUG00000009799
chlorocebus_sabaeus ENSCSAG00000003924
colobus_angolensis_palliatus ENSCANG00000034676
piliocolobus_tephrosceles ENSPTEG00000016228
macaca_nemestrina ENSMNEG00000041702
cercocebus_atys ENSCATG00000031076
rhinopithecus_roxellana ENSRROG00000026850
rhinopithecus_bieti ENSRBIG00000029677
cebus_capucinus ENSCCAG00000030007
saimiri_boliviensis_boliviensis ENSSBOG00000024510
callithrix_jacchus ENSCJAG00000016125
aotus_nancymaae ENSANAG00000032350
carlito_syrichta ENSTSYG00000028534
microcebus_murinus ENSMICG00000012140
propithecus_coquereli ENSPCOG00000027346
prolemur_simus ENSPSMG00000010032
otolemur_garnettii ENSOGAG00000011908
pteropus_vampyrus ENSPVAG00000016591
myotis_lucifugus ENSMLUG00000005225
ursus_americanus ENSUAMG00000015940
ursus_maritimus ENSUMAG00000019630
ailuropoda_melanoleuca ENSAMEG00000017460
neovison_vison ENSNVIG00000009729
canis_lupus_dingo ENSCAFG00020018193
canis_lupus_familiaris ENSCAFG00000020354
vulpes_vulpes ENSVVUG00000012192
panthera_pardus ENSPPRG00000023145
panthera_tigris_altaica ENSPTIG00000016035
felis_catus ENSFCAG00000009279
equus_caballus ENSECAG00000010729
equus_asinus_asinus ENSEASG00005012824
capra_hircus ENSCHIG00000022615
ovis_aries ENSOARG00000003079
bos_taurus ENSBTAG00000018900
bos_mutus ENSBMUG00000003501
bison_bison_bison ENSBBBG00000015281
bos_mutus ENSBMUG00000015034
bos_taurus ENSBTAG00000045974
bison_bison_bison ENSBBBG00000008766
tursiops_truncatus ENSTTRG00000009191
vicugna_pacos ENSVPAG00000004410
sus_scrofa ENSSSCG00000022722
erinaceus_europaeus ENSEEUG00000001751
sorex_araneus ENSSARG00000012055
dasypus_novemcinctus ENSDNOG00000041030
loxodonta_africana ENSLAFG00000007106
procavia_capensis ENSPCAG00000009452
echinops_telfairi ENSETEG00000018242
ornithorhynchus_anatinus ENSOANG00000000267
sphenodon_punctatus ENSSPUG00000017529
sphenodon_punctatus ENSSPUG00000017522
ornithorhynchus_anatinus ENSOANG00000020162
anolis_carolinensis ENSACAG00000001164
xenopus_tropicalis ENSXETG00000031475
latimeria_chalumnae ENSLACG00000012327
