erinaceus_europaeus ENSEEUG00000014284
sorex_araneus ENSSARG00000002466
equus_caballus ENSECAG00000012450
equus_asinus_asinus ENSEASG00005017506
pteropus_vampyrus ENSPVAG00000013920
myotis_lucifugus ENSMLUG00000015729
neovison_vison ENSNVIG00000020575
mustela_putorius_furo ENSMPUG00000001086
ursus_americanus ENSUAMG00000010001
ursus_maritimus ENSUMAG00000010679
ailuropoda_melanoleuca ENSAMEG00000013501
canis_lupus_familiaris ENSCAFG00000007236
canis_lupus_dingo ENSCAFG00020023558
vulpes_vulpes ENSVVUG00000012152
canis_lupus_familiaris ENSCAFG00000013626
panthera_tigris_altaica ENSPTIG00000009345
panthera_pardus ENSPPRG00000004498
felis_catus ENSFCAG00000024567
ovis_aries ENSOARG00000008489
capra_hircus ENSCHIG00000002882
bos_mutus ENSBMUG00000009006
bos_taurus ENSBTAG00000008637
bison_bison_bison ENSBBBG00000007358
tursiops_truncatus ENSTTRG00000012631
vicugna_pacos ENSVPAG00000006802
sus_scrofa ENSSSCG00000006997
octodon_degus ENSODEG00000008769
chinchilla_lanigera ENSCLAG00000011159
cavia_porcellus ENSCPOG00000000658
cavia_aperea ENSCAPG00000016458
heterocephalus_glaber_male ENSHGLG00100006207
heterocephalus_glaber_female ENSHGLG00000004099
fukomys_damarensis ENSFDAG00000006658
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032122
mus_musculus ENSMUSG00000091490
mus_spicilegus ENSMSIG00000029493
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031009
mus_pahari MGP_PahariEiJ_G0021477
rattus_norvegicus ENSRNOG00000028299
meriones_unguiculatus ENSMUGG00000001654
cricetulus_griseus_crigri ENSCGRG00000001223
cricetulus_griseus_crigri-picr ENSCGRG00015023138
cricetulus_griseus_chok1gshd ENSCGRG00001000515
mesocricetus_auratus ENSMAUG00000017891
microtus_ochrogaster ENSMOCG00000019300
peromyscus_maniculatus_bairdii ENSPEMG00000008720
peromyscus_maniculatus_bairdii ENSPEMG00000024425
nannospalax_galili ENSNGAG00000008135
castor_canadensis ENSCCNG00000013232
castor_canadensis ENSCCNG00000000495
dipodomys_ordii ENSDORG00000028920
urocitellus_parryii ENSUPAG00010008328
spermophilus_dauricus ENSSDAG00000021755
ictidomys_tridecemlineatus ENSSTOG00000016319
marmota_marmota_marmota ENSMMMG00000010002
oryctolagus_cuniculus ENSOCUG00000014324
ochotona_princeps ENSOPRG00000013460
pan_paniscus ENSPPAG00000041142
pan_troglodytes ENSPTRG00000016668
homo_sapiens ENSG00000179046
gorilla_gorilla ENSGGOG00000013464
pongo_abelii ENSPPYG00000015263
nomascus_leucogenys ENSNLEG00000011579
macaca_fascicularis ENSMFAG00000037189
macaca_nemestrina ENSMNEG00000033940
macaca_mulatta ENSMMUG00000010967
cercocebus_atys ENSCATG00000036344
mandrillus_leucophaeus ENSMLEG00000005555
papio_anubis ENSPANG00000008921
theropithecus_gelada ENSTGEG00000025259
chlorocebus_sabaeus ENSCSAG00000002906
colobus_angolensis_palliatus ENSCANG00000035647
piliocolobus_tephrosceles ENSPTEG00000014662
rhinopithecus_roxellana ENSRROG00000040097
rhinopithecus_bieti ENSRBIG00000034917
callithrix_jacchus ENSCJAG00000046738
cebus_capucinus ENSCCAG00000020989
saimiri_boliviensis_boliviensis ENSSBOG00000003825
aotus_nancymaae ENSANAG00000021903
carlito_syrichta ENSTSYG00000009402
propithecus_coquereli ENSPCOG00000022865
microcebus_murinus ENSMICG00000042678
prolemur_simus ENSPSMG00000010333
otolemur_garnettii ENSOGAG00000013167
tupaia_belangeri ENSTBEG00000003556
choloepus_hoffmanni ENSCHOG00000000574
dasypus_novemcinctus ENSDNOG00000040762
loxodonta_africana ENSLAFG00000004126
procavia_capensis ENSPCAG00000015771
echinops_telfairi ENSETEG00000015338
