pan_troglodytes ENSPTRG00000048001
pan_paniscus ENSPPAG00000040867
gorilla_gorilla ENSGGOG00000038659
homo_sapiens ENSG00000237136
nomascus_leucogenys ENSNLEG00000005557
colobus_angolensis_palliatus ENSCANG00000043372
piliocolobus_tephrosceles ENSPTEG00000000266
rhinopithecus_bieti ENSRBIG00000035478
rhinopithecus_roxellana ENSRROG00000035262
theropithecus_gelada ENSTGEG00000012498
chlorocebus_sabaeus ENSCSAG00000003424
macaca_fascicularis ENSMFAG00000041740
macaca_nemestrina ENSMNEG00000035392
papio_anubis ENSPANG00000020589
cercocebus_atys ENSCATG00000019996
mandrillus_leucophaeus ENSMLEG00000037874
cebus_capucinus ENSCCAG00000028054
saimiri_boliviensis_boliviensis ENSSBOG00000033422
callithrix_jacchus ENSCJAG00000002521
aotus_nancymaae ENSANAG00000025562
carlito_syrichta ENSTSYG00000034129
prolemur_simus ENSPSMG00000017600
microcebus_murinus ENSMICG00000045099
propithecus_coquereli ENSPCOG00000017613
peromyscus_maniculatus_bairdii ENSPEMG00000017156
microtus_ochrogaster ENSMOCG00000010556
cricetulus_griseus_crigri ENSCGRG00000009036
cricetulus_griseus_chok1gshd ENSCGRG00001015849
cricetulus_griseus_crigri-picr ENSCGRG00015010245
mesocricetus_auratus ENSMAUG00000016201
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032367
mus_spicilegus ENSMSIG00000029277
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031247
mus_musculus ENSMUSG00000031682
mus_pahari MGP_PahariEiJ_G0022853
rattus_norvegicus ENSRNOG00000011671
meriones_unguiculatus ENSMUGG00000006957
nannospalax_galili ENSNGAG00000020603
castor_canadensis ENSCCNG00000022043
spermophilus_dauricus ENSSDAG00000007901
fukomys_damarensis ENSFDAG00000010555
chinchilla_lanigera ENSCLAG00000005155
cavia_aperea ENSCAPG00000014236
panthera_tigris_altaica ENSPTIG00000019914
panthera_pardus ENSPPRG00000014494
felis_catus ENSFCAG00000045664
neovison_vison ENSNVIG00000008623
mustela_putorius_furo ENSMPUG00000006910
equus_caballus ENSECAG00000034055
bos_mutus ENSBMUG00000006373
bos_taurus ENSBTAG00000049365
bison_bison_bison ENSBBBG00000020596
capra_hircus ENSCHIG00000010712
sarcophilus_harrisii ENSSHAG00000002949
