meleagris_gallopavo ENSMGAG00000003784
calidris_pugnax ENSCPUG00000005824
nothoprocta_perdicaria ENSNPEG00000007193
zonotrichia_albicollis ENSZALG00000004478
cyanistes_caeruleus ENSCCEG00000003998
parus_major ENSPMJG00000005904
serinus_canaria ENSSCAG00000013955
lonchura_striata_domestica ENSLSDG00000010177
junco_hyemalis ENSJHYG00000000058
coturnix_japonica ENSCJPG00005006321
apteryx_owenii ENSAOWG00000003996
calidris_pugnax ENSCPUG00000005826
calidris_pygmaea ENSCPGG00000002751
zonotrichia_albicollis ENSZALG00000004475
manacus_vitellinus ENSMVIG00005006114
chrysemys_picta_bellii ENSCPBG00000027295
chelonoidis_abingdonii ENSCABG00000005128
anolis_carolinensis ENSACAG00000006260
