ursus_americanus ENSUAMG00000011961
ursus_maritimus ENSUMAG00000003367
ailuropoda_melanoleuca ENSAMEG00000012163
neovison_vison ENSNVIG00000010749
mustela_putorius_furo ENSMPUG00000019422
panthera_pardus ENSPPRG00000011433
panthera_tigris_altaica ENSPTIG00000005917
felis_catus ENSFCAG00000046026
pteropus_vampyrus ENSPVAG00000006840
sus_scrofa ENSSSCG00000027732
sus_scrofa ENSSSCG00000037103
sus_scrofa ENSSSCG00000034970
sus_scrofa ENSSSCG00000033571
sus_scrofa ENSSSCG00000040297
sus_scrofa ENSSSCG00000035787
sus_scrofa ENSSSCG00000032825
sus_scrofa ENSSSCG00000034489
sus_scrofa ENSSSCG00000034071
capra_hircus ENSCHIG00000002996
ovis_aries ENSOARG00000014091
capra_hircus ENSCHIG00000011917
capra_hircus ENSCHIG00000004926
capra_hircus ENSCHIG00000010146
bison_bison_bison ENSBBBG00000015366
bos_taurus ENSBTAG00000052366
bos_mutus ENSBMUG00000018645
bos_taurus ENSBTAG00000053182
capra_hircus ENSCHIG00000007899
bos_taurus ENSBTAG00000053543
bos_mutus ENSBMUG00000018672
bos_taurus ENSBTAG00000052682
bos_mutus ENSBMUG00000018667
bison_bison_bison ENSBBBG00000015370
bos_mutus ENSBMUG00000018685
bos_taurus ENSBTAG00000050201
bison_bison_bison ENSBBBG00000015373
bos_taurus ENSBTAG00000038726
mus_musculus ENSMUSG00000050015
mus_spicilegus ENSMSIG00000001405
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024419
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023499
mus_pahari MGP_PahariEiJ_G0024954
rattus_norvegicus ENSRNOG00000047478
meriones_unguiculatus ENSMUGG00000001761
peromyscus_maniculatus_bairdii ENSPEMG00000028710
mesocricetus_auratus ENSMAUG00000016620
nannospalax_galili ENSNGAG00000019324
jaculus_jaculus ENSJJAG00000016748
heterocephalus_glaber_male ENSHGLG00100020096
heterocephalus_glaber_female ENSHGLG00000020587
chinchilla_lanigera ENSCLAG00000017809
cavia_porcellus ENSCPOG00000039868
octodon_degus ENSODEG00000018855
castor_canadensis ENSCCNG00000028556
dipodomys_ordii ENSDORG00000006374
spermophilus_dauricus ENSSDAG00000014142
ictidomys_tridecemlineatus ENSSTOG00000030424
urocitellus_parryii ENSUPAG00010012587
marmota_marmota_marmota ENSMMMG00000018571
oryctolagus_cuniculus ENSOCUG00000027151
pan_troglodytes ENSPTRG00000048508
pan_paniscus ENSPPAG00000017939
homo_sapiens ENSG00000239590
pongo_abelii ENSPPYG00000019574
macaca_mulatta ENSMMUG00000013711
rhinopithecus_bieti ENSRBIG00000033253
saimiri_boliviensis_boliviensis ENSSBOG00000036294
callithrix_jacchus ENSCJAG00000045888
cebus_capucinus ENSCCAG00000004246
dasypus_novemcinctus ENSDNOG00000044760
loxodonta_africana ENSLAFG00000027283
loxodonta_africana ENSLAFG00000027796
notamacropus_eugenii ENSMEUG00000014921
notamacropus_eugenii ENSMEUG00000009086
notamacropus_eugenii ENSMEUG00000016517
notamacropus_eugenii ENSMEUG00000016515
notamacropus_eugenii ENSMEUG00000005833
notamacropus_eugenii ENSMEUG00000005835
monodelphis_domestica ENSMODG00000019708
