mus_spicilegus ENSMSIG00000005443
mus_musculus ENSMUSG00000091034
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027474
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028471
mus_pahari MGP_PahariEiJ_G0017252
rattus_norvegicus ENSRNOG00000050047
meriones_unguiculatus ENSMUGG00000017272
microtus_ochrogaster ENSMOCG00000000931
peromyscus_maniculatus_bairdii ENSPEMG00000000070
cricetulus_griseus_chok1gshd ENSCGRG00001013296
cricetulus_griseus_crigri ENSCGRG00000013517
cricetulus_griseus_crigri-picr ENSCGRG00015012753
mesocricetus_auratus ENSMAUG00000000460
nannospalax_galili ENSNGAG00000017913
jaculus_jaculus ENSJJAG00000010984
heterocephalus_glaber_male ENSHGLG00100006107
heterocephalus_glaber_female ENSHGLG00000010648
fukomys_damarensis ENSFDAG00000005647
chinchilla_lanigera ENSCLAG00000004292
urocitellus_parryii ENSUPAG00010003970
ictidomys_tridecemlineatus ENSSTOG00000033468
spermophilus_dauricus ENSSDAG00000019552
marmota_marmota_marmota ENSMMMG00000007192
dipodomys_ordii ENSDORG00000026156
