mus_spicilegus ENSMSIG00000003991
mus_musculus ENSMUSG00000024128
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022078
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021168
rattus_norvegicus ENSRNOG00000057127
rattus_norvegicus ENSRNOG00000058058
meriones_unguiculatus ENSMUGG00000025812
peromyscus_maniculatus_bairdii ENSPEMG00000027848
peromyscus_maniculatus_bairdii ENSPEMG00000016891
microtus_ochrogaster ENSMOCG00000003719
cricetulus_griseus_chok1gshd ENSCGRG00001006820
mesocricetus_auratus ENSMAUG00000012565
castor_canadensis ENSCCNG00000018521
