notamacropus_eugenii ENSMEUG00000009450
phascolarctos_cinereus ENSPCIG00000017945
sarcophilus_harrisii ENSSHAG00000014522
monodelphis_domestica ENSMODG00000019295
myotis_lucifugus ENSMLUG00000012440
equus_asinus_asinus ENSEASG00005009898
cebus_capucinus ENSCCAG00000034632
castor_canadensis ENSCCNG00000001917
oryctolagus_cuniculus ENSOCUG00000023006
ochotona_princeps ENSOPRG00000012602
tupaia_belangeri ENSTBEG00000005193
ursus_americanus ENSUAMG00000005003
ailuropoda_melanoleuca ENSAMEG00000004697
microcebus_murinus ENSMICG00000016913
otolemur_garnettii ENSOGAG00000025412
mus_spicilegus ENSMSIG00000010647
mus_musculus ENSMUSG00000002059
rattus_norvegicus ENSRNOG00000023375
nannospalax_galili ENSNGAG00000002744
cricetulus_griseus_chok1gshd ENSCGRG00001000893
jaculus_jaculus ENSJJAG00000010285
dipodomys_ordii ENSDORG00000011452
urocitellus_parryii ENSUPAG00010022222
ictidomys_tridecemlineatus ENSSTOG00000025062
marmota_marmota_marmota ENSMMMG00000011947
chinchilla_lanigera ENSCLAG00000009672
octodon_degus ENSODEG00000012270
cavia_porcellus ENSCPOG00000001449
heterocephalus_glaber_male ENSHGLG00100017982
heterocephalus_glaber_female ENSHGLG00000008023
capra_hircus ENSCHIG00000014703
ovis_aries ENSOARG00000003396
bos_mutus ENSBMUG00000007891
bos_taurus ENSBTAG00000046129
bison_bison_bison ENSBBBG00000019052
tursiops_truncatus ENSTTRG00000004102
sus_scrofa ENSSSCG00000017769
felis_catus ENSFCAG00000003937
vulpes_vulpes ENSVVUG00000017083
erinaceus_europaeus ENSEEUG00000004731
panthera_pardus ENSPPRG00000001286
panthera_tigris_altaica ENSPTIG00000021241
equus_caballus ENSECAG00000007212
propithecus_coquereli ENSPCOG00000021648
prolemur_simus ENSPSMG00000024887
callithrix_jacchus ENSCJAG00000013101
saimiri_boliviensis_boliviensis ENSSBOG00000029883
aotus_nancymaae ENSANAG00000023861
rhinopithecus_bieti ENSRBIG00000038841
rhinopithecus_roxellana ENSRROG00000004951
piliocolobus_tephrosceles ENSPTEG00000031490
colobus_angolensis_palliatus ENSCANG00000033566
macaca_fascicularis ENSMFAG00000045768
macaca_nemestrina ENSMNEG00000030368
cercocebus_atys ENSCATG00000000050
papio_anubis ENSPANG00000023435
pan_paniscus ENSPPAG00000037180
pan_troglodytes ENSPTRG00000008931
homo_sapiens ENSG00000109113
gorilla_gorilla ENSGGOG00000016726
nomascus_leucogenys ENSNLEG00000002777
carlito_syrichta ENSTSYG00000030891
procavia_capensis ENSPCAG00000016994
echinops_telfairi ENSETEG00000013906
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017637
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016794
mus_pahari MGP_PahariEiJ_G0017931
meriones_unguiculatus ENSMUGG00000023601
microtus_ochrogaster ENSMOCG00000016580
peromyscus_maniculatus_bairdii ENSPEMG00000015055
cricetulus_griseus_crigri-picr ENSCGRG00015015799
cricetulus_griseus_crigri ENSCGRG00000017588
mesocricetus_auratus ENSMAUG00000017730
spermophilus_dauricus ENSSDAG00000009967
cavia_aperea ENSCAPG00000008237
fukomys_damarensis ENSFDAG00000016178
loxodonta_africana ENSLAFG00000013385
ursus_maritimus ENSUMAG00000011766
canis_lupus_dingo ENSCAFG00020011740
mandrillus_leucophaeus ENSMLEG00000034269
pteropus_vampyrus ENSPVAG00000002921
sorex_araneus ENSSARG00000007099
mustela_putorius_furo ENSMPUG00000014191
neovison_vison ENSNVIG00000016853
canis_lupus_familiaris ENSCAFG00000018780
macaca_mulatta ENSMMUG00000007293
theropithecus_gelada ENSTGEG00000008715
chlorocebus_sabaeus ENSCSAG00000007143
pongo_abelii ENSPPYG00000008107
dasypus_novemcinctus ENSDNOG00000019485
choloepus_hoffmanni ENSCHOG00000009871
ornithorhynchus_anatinus ENSOANG00000000147
taeniopygia_guttata ENSTGUG00000006143
ficedula_albicollis ENSFALG00000006383
parus_major ENSPMJG00000019071
cyanistes_caeruleus ENSCCEG00000006881
serinus_canaria ENSSCAG00000007405
calidris_pugnax ENSCPUG00000020026
calidris_pygmaea ENSCPGG00000007491
lepidothrix_coronata ENSLCOG00000011010
melopsittacus_undulatus ENSMUNG00000002179
gallus_gallus ENSGALG00000026315
coturnix_japonica ENSCJPG00005011632
meleagris_gallopavo ENSMGAG00000005852
numida_meleagris ENSNMEG00000015708
zonotrichia_albicollis ENSZALG00000015846
junco_hyemalis ENSJHYG00000006899
apteryx_rowi ENSARWG00000014169
apteryx_haastii ENSAHAG00000014226
nothoprocta_perdicaria ENSNPEG00000011055
dromaius_novaehollandiae ENSDNVG00000007948
crocodylus_porosus ENSCPRG00005015734
lonchura_striata_domestica ENSLSDG00000013264
manacus_vitellinus ENSMVIG00005011108
apteryx_owenii ENSAOWG00000007580
chrysemys_picta_bellii ENSCPBG00000020275
chelonoidis_abingdonii ENSCABG00000008309
gopherus_agassizii ENSGAGG00000012473
pogona_vitticeps ENSPVIG00000017166
salvator_merianae ENSSMRG00000013224
xenopus_tropicalis ENSXETG00000019257
latimeria_chalumnae ENSLACG00000001081
takifugu_rubripes ENSTRUG00000005937
takifugu_rubripes ENSTRUG00000010393
tetraodon_nigroviridis ENSTNIG00000016231
kryptolebias_marmoratus ENSKMAG00000019647
hippocampus_comes ENSHCOG00000020527
cynoglossus_semilaevis ENSCSEG00000012961
gasterosteus_aculeatus ENSGACG00000011190
mola_mola ENSMMOG00000014400
labrus_bergylta ENSLBEG00000026006
seriola_dumerili ENSSDUG00000010942
seriola_lalandi_dorsalis ENSSLDG00000009573
scophthalmus_maximus ENSSMAG00000004343
monopterus_albus ENSMALG00000016715
mastacembelus_armatus ENSMAMG00000018672
anabas_testudineus ENSATEG00000023047
fundulus_heteroclitus ENSFHEG00000013691
cyprinodon_variegatus ENSCVAG00000018191
xiphophorus_maculatus ENSXMAG00000026496
xiphophorus_couchianus ENSXCOG00000009541
gambusia_affinis ENSGAFG00000012579
poecilia_formosa ENSPFOG00000008547
poecilia_mexicana ENSPMEG00000002086
poecilia_latipinna ENSPLAG00000022991
poecilia_reticulata ENSPREG00000008951
oryzias_latipes ENSORLG00000004394
oryzias_latipes_asm223469v1 ENSORLG00015014829
oryzias_latipes ENSORLG00020010041
oryzias_melastigma ENSOMEG00000003647
astatotilapia_calliptera ENSACLG00000005093
pundamilia_nyererei ENSPNYG00000017514
maylandia_zebra ENSMZEG00005008306
haplochromis_burtoni ENSHBUG00000016064
neolamprologus_brichardi ENSNBRG00000019750
oreochromis_niloticus ENSONIG00000013175
amphilophus_citrinellus ENSACIG00000008620
amphiprion_percula ENSAPEG00000010503
amphiprion_ocellaris ENSAOCG00000018544
acanthochromis_polyacanthus ENSAPOG00000003165
stegastes_partitus ENSSPAG00000017348
periophthalmus_magnuspinnatus ENSPMGG00000004027
gadus_morhua ENSGMOG00000016238
esox_lucius ENSELUG00000022157
pygocentrus_nattereri ENSPNAG00000003179
astyanax_mexicanus ENSAMXG00000043003
ictalurus_punctatus ENSIPUG00000017447
danio_rerio ENSDARG00000045628
scleropages_formosus ENSSFOG00015004325
paramormyrops_kingsleyae ENSPKIG00000006695
lepisosteus_oculatus ENSLOCG00000005802
