pan_paniscus ENSPPAG00000041988
pan_troglodytes ENSPTRG00000043644
gorilla_gorilla ENSGGOG00000041207
homo_sapiens ENSG00000256162
nomascus_leucogenys ENSNLEG00000029374
colobus_angolensis_palliatus ENSCANG00000043326
piliocolobus_tephrosceles ENSPTEG00000017804
rhinopithecus_bieti ENSRBIG00000041580
rhinopithecus_roxellana ENSRROG00000029246
macaca_fascicularis ENSMFAG00000003909
macaca_nemestrina ENSMNEG00000040815
mandrillus_leucophaeus ENSMLEG00000033617
papio_anubis ENSPANG00000025918
cercocebus_atys ENSCATG00000035344
theropithecus_gelada ENSTGEG00000009123
chlorocebus_sabaeus ENSCSAG00000016616
callithrix_jacchus ENSCJAG00000044876
saimiri_boliviensis_boliviensis ENSSBOG00000022845
aotus_nancymaae ENSANAG00000036401
carlito_syrichta ENSTSYG00000029108
propithecus_coquereli ENSPCOG00000019665
microcebus_murinus ENSMICG00000035966
castor_canadensis ENSCCNG00000019906
dipodomys_ordii ENSDORG00000028317
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016004
mus_musculus ENSMUSG00000096546
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015195
mus_pahari MGP_PahariEiJ_G0023817
rattus_norvegicus ENSRNOG00000047821
meriones_unguiculatus ENSMUGG00000022334
cricetulus_griseus_crigri ENSCGRG00000001691
cricetulus_griseus_chok1gshd ENSCGRG00001017816
cricetulus_griseus_crigri-picr ENSCGRG00015026101
peromyscus_maniculatus_bairdii ENSPEMG00000025510
microtus_ochrogaster ENSMOCG00000020103
heterocephalus_glaber_female ENSHGLG00000015475
heterocephalus_glaber_male ENSHGLG00100005764
fukomys_damarensis ENSFDAG00000014743
ictidomys_tridecemlineatus ENSSTOG00000033816
marmota_marmota_marmota ENSMMMG00000017680
urocitellus_parryii ENSUPAG00010019773
spermophilus_dauricus ENSSDAG00000001519
bos_mutus ENSBMUG00000018638
bos_taurus ENSBTAG00000049209
sus_scrofa ENSSSCG00000033538
panthera_pardus ENSPPRG00000004180
panthera_tigris_altaica ENSPTIG00000009497
felis_catus ENSFCAG00000042153
neovison_vison ENSNVIG00000000040
dasypus_novemcinctus ENSDNOG00000038944
sarcophilus_harrisii ENSSHAG00000018579
sphenodon_punctatus ENSSPUG00000008383
