mus_musculus ENSMUSG00000031072
mus_spicilegus ENSMSIG00000029520
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031869
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030760
mus_pahari MGP_PahariEiJ_G0013955
rattus_norvegicus ENSRNOG00000020903
cricetulus_griseus_chok1gshd ENSCGRG00001016809
cricetulus_griseus_crigri-picr ENSCGRG00015020899
cricetulus_griseus_crigri ENSCGRG00000001517
mesocricetus_auratus ENSMAUG00000018685
microtus_ochrogaster ENSMOCG00000011612
peromyscus_maniculatus_bairdii ENSPEMG00000008663
nannospalax_galili ENSNGAG00000023526
meriones_unguiculatus ENSMUGG00000021111
jaculus_jaculus ENSJJAG00000022000
dipodomys_ordii ENSDORG00000012520
cavia_porcellus ENSCPOG00000031028
cavia_aperea ENSCAPG00000010620
octodon_degus ENSODEG00000017276
chinchilla_lanigera ENSCLAG00000014111
heterocephalus_glaber_male ENSHGLG00100008841
heterocephalus_glaber_female ENSHGLG00000009829
fukomys_damarensis ENSFDAG00000011890
castor_canadensis ENSCCNG00000023713
carlito_syrichta ENSTSYG00000030410
propithecus_coquereli ENSPCOG00000027650
microcebus_murinus ENSMICG00000003061
prolemur_simus ENSPSMG00000010717
otolemur_garnettii ENSOGAG00000011848
theropithecus_gelada ENSTGEG00000001000
chlorocebus_sabaeus ENSCSAG00000009279
piliocolobus_tephrosceles ENSPTEG00000008981
homo_sapiens ENSG00000149716
saimiri_boliviensis_boliviensis ENSSBOG00000030139
aotus_nancymaae ENSANAG00000020841
cebus_capucinus ENSCCAG00000019721
pan_troglodytes ENSPTRG00000003997
pan_paniscus ENSPPAG00000035520
gorilla_gorilla ENSGGOG00000002858
nomascus_leucogenys ENSNLEG00000010437
rhinopithecus_bieti ENSRBIG00000042427
rhinopithecus_roxellana ENSRROG00000034319
colobus_angolensis_palliatus ENSCANG00000041047
macaca_mulatta ENSMMUG00000002369
macaca_nemestrina ENSMNEG00000042591
macaca_fascicularis ENSMFAG00000040588
cercocebus_atys ENSCATG00000039172
papio_anubis ENSPANG00000008596
mandrillus_leucophaeus ENSMLEG00000035959
felis_catus ENSFCAG00000039103
choloepus_hoffmanni ENSCHOG00000013887
dasypus_novemcinctus ENSDNOG00000012323
tursiops_truncatus ENSTTRG00000017307
vicugna_pacos ENSVPAG00000008347
bos_mutus ENSBMUG00000005875
bison_bison_bison ENSBBBG00000012464
ovis_aries ENSOARG00000017515
capra_hircus ENSCHIG00000016576
sus_scrofa ENSSSCG00000012874
pteropus_vampyrus ENSPVAG00000016178
myotis_lucifugus ENSMLUG00000011236
equus_caballus ENSECAG00000020265
equus_asinus_asinus ENSEASG00005007757
ursus_americanus ENSUAMG00000024832
ursus_maritimus ENSUMAG00000007312
ailuropoda_melanoleuca ENSAMEG00000001983
neovison_vison ENSNVIG00000011554
canis_lupus_familiaris ENSCAFG00000010698
canis_lupus_dingo ENSCAFG00020015398
vulpes_vulpes ENSVVUG00000004719
panthera_tigris_altaica ENSPTIG00000008634
panthera_pardus ENSPPRG00000024675
felis_catus ENSFCAG00000026606
loxodonta_africana ENSLAFG00000022073
procavia_capensis ENSPCAG00000012540
notamacropus_eugenii ENSMEUG00000014088
monodelphis_domestica ENSMODG00000004085
ornithorhynchus_anatinus ENSOANG00000007415
chrysemys_picta_bellii ENSCPBG00000011826
chelonoidis_abingdonii ENSCABG00000006770
gopherus_agassizii ENSGAGG00000011473
pelodiscus_sinensis ENSPSIG00000009754
apteryx_haastii ENSAHAG00000004251
apteryx_owenii ENSAOWG00000000671
apteryx_rowi ENSARWG00000006546
dromaius_novaehollandiae ENSDNVG00000012919
anser_brachyrhynchus ENSABRG00000019863
anas_platyrhynchos_platyrhynchos ENSAPLG00000004024
meleagris_gallopavo ENSMGAG00000009922
gallus_gallus ENSGALG00000007556
numida_meleagris ENSNMEG00000003469
melopsittacus_undulatus ENSMUNG00000003099
calidris_pugnax ENSCPUG00000000090
calidris_pygmaea ENSCPGG00000001990
serinus_canaria ENSSCAG00000008248
lonchura_striata_domestica ENSLSDG00000009131
zonotrichia_albicollis ENSZALG00000005982
ficedula_albicollis ENSFALG00000001392
cyanistes_caeruleus ENSCCEG00000007643
parus_major ENSPMJG00000007687
manacus_vitellinus ENSMVIG00005019045
taeniopygia_guttata ENSTGUG00000005371
junco_hyemalis ENSJHYG00000005071
lepidothrix_coronata ENSLCOG00000011661
nothoprocta_perdicaria ENSNPEG00000011797
sphenodon_punctatus ENSSPUG00000012427
anolis_carolinensis ENSACAG00000016039
xenopus_tropicalis ENSXETG00000030365
urocitellus_parryii ENSUPAG00010007106
marmota_marmota_marmota ENSMMMG00000003272
ictidomys_tridecemlineatus ENSSTOG00000028728
spermophilus_dauricus ENSSDAG00000005776
spermophilus_dauricus ENSSDAG00000020522
echinops_telfairi ENSETEG00000015258
tetraodon_nigroviridis ENSTNIG00000019843
