meleagris_gallopavo ENSMGAG00000002784
gallus_gallus ENSGALG00000001551
coturnix_japonica ENSCJPG00005010128
numida_meleagris ENSNMEG00000007196
anser_brachyrhynchus ENSABRG00000007004
anas_platyrhynchos ENSAPLG00000007159
lepidothrix_coronata ENSLCOG00000002411
lepidothrix_coronata ENSLCOG00000002412
manacus_vitellinus ENSMVIG00005010953
cyanistes_caeruleus ENSCCEG00000018789
lonchura_striata ENSLSDG00000001926
taeniopygia_guttata ENSTGUG00000003114
lonchura_striata ENSLSDG00000005553
cyanistes_caeruleus ENSCCEG00000018790
manacus_vitellinus ENSMVIG00005010947
serinus_canaria ENSSCAG00000017294
serinus_canaria ENSSCAG00000017297
junco_hyemalis ENSJHYG00000010727
zonotrichia_albicollis ENSZALG00000006334
parus_major ENSPMJG00000014089
ficedula_albicollis ENSFALG00000009319
melopsittacus_undulatus ENSMUNG00000015702
calidris_pugnax ENSCPUG00000010377
calidris_pugnax ENSCPUG00000010375
calidris_pygmaea ENSCPGG00000012281
apteryx_owenii ENSAOWG00000003247
apteryx_haastii ENSAHAG00000005515
apteryx_rowi ENSARWG00000004366
dromaius_novaehollandiae ENSDNVG00000009708
nothoprocta_perdicaria ENSNPEG00000006630
crocodylus_porosus ENSCPRG00005000584
chelonoidis_abingdonii ENSCABG00000000516
chelonoidis_abingdonii ENSCABG00000000510
gopherus_agassizii ENSGAGG00000001938
chrysemys_picta ENSCPBG00000022903
pelodiscus_sinensis ENSPSIG00000003952
notechis_scutatus ENSNSUG00000000135
notechis_scutatus ENSNSUG00000000123
anolis_carolinensis ENSACAG00000009060
pogona_vitticeps ENSPVIG00000022876
salvator_merianae ENSSMRG00000009118
sphenodon_punctatus ENSSPUG00000016884
vombatus_ursinus ENSVURG00010023621
phascolarctos_cinereus ENSPCIG00000007749
notamacropus_eugenii ENSMEUG00000002352
sarcophilus_harrisii ENSSHAG00000008053
monodelphis_domestica ENSMODG00000006555
monodelphis_domestica ENSMODG00000015085
ursus_americanus ENSUAMG00000012826
ursus_americanus ENSUAMG00000012827
ailuropoda_melanoleuca ENSAMEG00000013889
ursus_maritimus ENSUMAG00000001941
mustela_putorius ENSMPUG00000014361
neovison_vison ENSNVIG00000005514
canis_lupus ENSCAFG00020011506
canis_lupus ENSCAFG00000019264
vulpes_vulpes ENSVVUG00000004443
panthera_tigris ENSPTIG00000020568
panthera_tigris ENSPTIG00000020409
panthera_pardus ENSPPRG00000009798
felis_catus ENSFCAG00000036684
capra_hircus ENSCHIG00000019097
ovis_aries ENSOARG00000003648
bos_indicus ENSBIXG00000006992
bos_indicus ENSBIXG00005013985
bos_taurus ENSBTAG00000004873
bos_mutus ENSBMUG00000024071
bison_bison ENSBBBG00000016799
tursiops_truncatus ENSTTRG00000021455
sus_scrofa ENSSSCG00000003354
equus_asinus ENSEASG00005014517
equus_caballus ENSECAG00000018423
pteropus_vampyrus ENSPVAG00000024121
oryctolagus_cuniculus ENSOCUG00000017589
ochotona_princeps ENSOPRG00000008401
myotis_lucifugus ENSMLUG00000004307
spermophilus_dauricus ENSSDAG00000003479
ictidomys_tridecemlineatus ENSSTOG00000001826
marmota_marmota ENSMMMG00000020112
urocitellus_parryii ENSUPAG00010016359
cavia_porcellus ENSCPOG00000008005
cavia_aperea ENSCAPG00000014547
octodon_degus ENSODEG00000008816
octodon_degus ENSODEG00000010368
chinchilla_lanigera ENSCLAG00000011337
heterocephalus_glaber ENSHGLG00000017546
heterocephalus_glaber ENSHGLG00100013789
heterocephalus_glaber ENSHGLG00100001517
heterocephalus_glaber ENSHGLG00000013709
fukomys_damarensis ENSFDAG00000017198
castor_canadensis ENSCCNG00000010910
dipodomys_ordii ENSDORG00000019842
mus_musculus ENSMUSG00000029068
mus_spicilegus ENSMSIG00000015051
mus_spretus MGP_SPRETEiJ_G0027899
mus_caroli MGP_CAROLIEiJ_G0026905
mus_pahari MGP_PahariEiJ_G0029253
rattus_norvegicus ENSRNOG00000018691
meriones_unguiculatus ENSMUGG00000003202
cricetulus_griseus ENSCGRG00001017635
cricetulus_griseus ENSCGRG00015015001
cricetulus_griseus ENSCGRG00000013897
mesocricetus_auratus ENSMAUG00000006536
peromyscus_maniculatus ENSPEMG00000011619
microtus_ochrogaster ENSMOCG00000021504
nannospalax_galili ENSNGAG00000020816
jaculus_jaculus ENSJJAG00000018923
jaculus_jaculus ENSJJAG00000009122
tupaia_belangeri ENSTBEG00000008313
propithecus_coquereli ENSPCOG00000003325
microcebus_murinus ENSMICG00000014237
prolemur_simus ENSPSMG00000013293
otolemur_garnettii ENSOGAG00000000469
otolemur_garnettii ENSOGAG00000031362
chlorocebus_sabaeus ENSCSAG00000000687
macaca_mulatta ENSMMUG00000006904
papio_anubis ENSPANG00000024923
papio_anubis ENSPANG00000018383
theropithecus_gelada ENSTGEG00000010750
piliocolobus_tephrosceles ENSPTEG00000016384
callithrix_jacchus ENSCJAG00000062748
vicugna_pacos ENSVPAG00000015448
cebus_capucinus ENSCCAG00000022310
callithrix_jacchus ENSCJAG00000011043
saimiri_boliviensis ENSSBOG00000019730
aotus_nancymaae ENSANAG00000032407
macaca_fascicularis ENSMFAG00000009740
macaca_mulatta ENSMMUG00000060105
macaca_nemestrina ENSMNEG00000040913
theropithecus_gelada ENSTGEG00000011316
papio_anubis ENSPANG00000011414
cercocebus_atys ENSCATG00000030730
rhinopithecus_roxellana ENSRROG00000036525
rhinopithecus_bieti ENSRBIG00000029507
colobus_angolensis ENSCANG00000040135
mandrillus_leucophaeus ENSMLEG00000035035
nomascus_leucogenys ENSNLEG00000000437
pan_troglodytes ENSPTRG00000000028
pan_paniscus ENSPPAG00000040287
homo_sapiens ENSG00000221978
gorilla_gorilla ENSGGOG00000008235
pongo_abelii ENSPPYG00000002007
carlito_syrichta ENSTSYG00000019454
sorex_araneus ENSSARG00000003549
dasypus_novemcinctus ENSDNOG00000018721
choloepus_hoffmanni ENSCHOG00000008535
loxodonta_africana ENSLAFG00000022021
procavia_capensis ENSPCAG00000001686
ornithorhynchus_anatinus ENSOANG00000021720
xenopus_tropicalis ENSXETG00000007467
latimeria_chalumnae ENSLACG00000018904
gadus_morhua ENSGMOG00000008097
callorhinchus_milii ENSCMIG00000008076
