loxodonta_africana ENSLAFG00000003751
echinops_telfairi ENSETEG00000011898
ursus_americanus ENSUAMG00000009546
ursus_maritimus ENSUMAG00000002441
ailuropoda_melanoleuca ENSAMEG00000013449
neovison_vison ENSNVIG00000022505
mustela_putorius_furo ENSMPUG00000002611
canis_lupus_dingo ENSCAFG00020010175
canis_lupus_familiaris ENSCAFG00000006130
vulpes_vulpes ENSVVUG00000006670
panthera_pardus ENSPPRG00000006803
panthera_tigris_altaica ENSPTIG00000003930
felis_catus ENSFCAG00000033458
sorex_araneus ENSSARG00000009936
capra_hircus ENSCHIG00000024865
ovis_aries ENSOARG00000010337
bos_taurus ENSBTAG00000007510
bos_mutus ENSBMUG00000021909
bison_bison_bison ENSBBBG00000017790
tursiops_truncatus ENSTTRG00000010651
vicugna_pacos ENSVPAG00000006610
pteropus_vampyrus ENSPVAG00000005645
myotis_lucifugus ENSMLUG00000016528
equus_caballus ENSECAG00000030141
equus_asinus_asinus ENSEASG00005016716
callithrix_jacchus ENSCJAG00000023026
cebus_capucinus ENSCCAG00000028359
theropithecus_gelada ENSTGEG00000000518
papio_anubis ENSPANG00000015721
cercocebus_atys ENSCATG00000011757
macaca_nemestrina ENSMNEG00000037236
macaca_fascicularis ENSMFAG00000001706
chlorocebus_sabaeus ENSCSAG00000001827
rhinopithecus_bieti ENSRBIG00000027364
rhinopithecus_roxellana ENSRROG00000025030
piliocolobus_tephrosceles ENSPTEG00000031312
pan_troglodytes ENSPTRG00000046251
pan_paniscus ENSPPAG00000039066
homo_sapiens ENSG00000176894
nomascus_leucogenys ENSNLEG00000034633
gorilla_gorilla ENSGGOG00000041557
mandrillus_leucophaeus ENSMLEG00000033405
macaca_mulatta ENSMMUG00000015464
colobus_angolensis_palliatus ENSCANG00000023287
saimiri_boliviensis_boliviensis ENSSBOG00000034953
carlito_syrichta ENSTSYG00000027645
propithecus_coquereli ENSPCOG00000014241
prolemur_simus ENSPSMG00000011260
microcebus_murinus ENSMICG00000047764
otolemur_garnettii ENSOGAG00000006650
castor_canadensis ENSCCNG00000027392
dipodomys_ordii ENSDORG00000001646
peromyscus_maniculatus_bairdii ENSPEMG00000015512
microtus_ochrogaster ENSMOCG00000014970
cricetulus_griseus_crigri-picr ENSCGRG00015020172
cricetulus_griseus_crigri ENSCGRG00000005865
cricetulus_griseus_chok1gshd ENSCGRG00001020745
mesocricetus_auratus ENSMAUG00000012927
mus_spicilegus ENSMSIG00000003224
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028540
mus_musculus ENSMUSG00000029499
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027542
mus_pahari MGP_PahariEiJ_G0024124
rattus_norvegicus ENSRNOG00000037446
meriones_unguiculatus ENSMUGG00000003390
jaculus_jaculus ENSJJAG00000018159
ictidomys_tridecemlineatus ENSSTOG00000010249
marmota_marmota_marmota ENSMMMG00000004639
urocitellus_parryii ENSUPAG00010023353
spermophilus_dauricus ENSSDAG00000006022
heterocephalus_glaber_female ENSHGLG00000014969
heterocephalus_glaber_male ENSHGLG00100007349
chinchilla_lanigera ENSCLAG00000007105
cavia_porcellus ENSCPOG00000002891
cavia_aperea ENSCAPG00000000256
tupaia_belangeri ENSTBEG00000016752
notamacropus_eugenii ENSMEUG00000004042
monodelphis_domestica ENSMODG00000015176
sarcophilus_harrisii ENSSHAG00000010053
ornithorhynchus_anatinus ENSOANG00000010625
pogona_vitticeps ENSPVIG00000007094
notechis_scutatus ENSNSUG00000010915
salvator_merianae ENSSMRG00000005684
sphenodon_punctatus ENSSPUG00000008039
gopherus_agassizii ENSGAGG00000020922
chelonoidis_abingdonii ENSCABG00000011851
chrysemys_picta_bellii ENSCPBG00000007366
pelodiscus_sinensis ENSPSIG00000015558
