astyanax_mexicanus ENSAMXG00000040771
pygocentrus_nattereri ENSPNAG00000009376
ictalurus_punctatus ENSIPUG00000021882
danio_rerio ENSDARG00000070491
scleropages_formosus ENSSFOG00015007403
paramormyrops_kingsleyae ENSPKIG00000024475
takifugu_rubripes ENSTRUG00000006640
tetraodon_nigroviridis ENSTNIG00000014032
gasterosteus_aculeatus ENSGACG00000009273
scophthalmus_maximus ENSSMAG00000020584
cyprinodon_variegatus ENSCVAG00000000975
fundulus_heteroclitus ENSFHEG00000016941
poecilia_formosa ENSPFOG00000012570
poecilia_mexicana ENSPMEG00000019779
poecilia_latipinna ENSPLAG00000014716
poecilia_reticulata ENSPREG00000016589
xiphophorus_maculatus ENSXMAG00000005756
xiphophorus_couchianus ENSXCOG00000003592
gambusia_affinis ENSGAFG00000018860
cynoglossus_semilaevis ENSCSEG00000013607
labrus_bergylta ENSLBEG00000003394
mola_mola ENSMMOG00000021260
monopterus_albus ENSMALG00000000151
mastacembelus_armatus ENSMAMG00000004170
anabas_testudineus ENSATEG00000007737
amphiprion_percula ENSAPEG00000003695
amphiprion_ocellaris ENSAOCG00000024153
acanthochromis_polyacanthus ENSAPOG00000002588
stegastes_partitus ENSSPAG00000000122
kryptolebias_marmoratus ENSKMAG00000001815
amphilophus_citrinellus ENSACIG00000006318
amphilophus_citrinellus ENSACIG00000006323
pundamilia_nyererei ENSPNYG00000004723
haplochromis_burtoni ENSHBUG00000018581
astatotilapia_calliptera ENSACLG00000012673
maylandia_zebra ENSMZEG00005001003
neolamprologus_brichardi ENSNBRG00000000661
oreochromis_niloticus ENSONIG00000007694
seriola_dumerili ENSSDUG00000001347
seriola_lalandi_dorsalis ENSSLDG00000003866
oryzias_latipes ENSORLG00000013614
oryzias_latipes ENSORLG00020021518
oryzias_latipes_asm223469v1 ENSORLG00015009786
oryzias_melastigma ENSOMEG00000012025
hippocampus_comes ENSHCOG00000018308
periophthalmus_magnuspinnatus ENSPMGG00000009896
gadus_morhua ENSGMOG00000019241
esox_lucius ENSELUG00000018870
lepisosteus_oculatus ENSLOCG00000002031
latimeria_chalumnae ENSLACG00000014888
