latimeria_chalumnae ENSLACG00000015830
xenopus_tropicalis ENSXETG00000002886
erpetoichthys_calabaricus ENSECRG00000006549
callorhinchus_milii ENSCMIG00000005057
scleropages_formosus ENSSFOG00015020873
paramormyrops_kingsleyae ENSPKIG00000007526
ictalurus_punctatus ENSIPUG00000022067
electrophorus_electricus ENSEEEG00000019517
pygocentrus_nattereri ENSPNAG00000012831
astyanax_mexicanus ENSAMXG00000025777
danio_rerio ENSDARG00000039255
denticeps_clupeoides ENSDCDG00000005243
hucho_hucho ENSHHUG00000051242
hucho_hucho ENSHHUG00000044324
esox_lucius ENSELUG00000005286
clupea_harengus ENSCHAG00000023855
gasterosteus_aculeatus ENSGACG00000011193
gadus_morhua ENSGMOG00000006592
hippocampus_comes ENSHCOG00000008036
periophthalmus_magnuspinnatus ENSPMGG00000019910
poecilia_latipinna ENSPLAG00000023467
poecilia_latipinna ENSPLAG00000023435
poecilia_formosa ENSPFOG00000007400
poecilia_mexicana ENSPMEG00000021427
poecilia_mexicana ENSPMEG00000021387
poecilia_reticulata ENSPREG00000021333
xiphophorus_maculatus ENSXMAG00000012605
xiphophorus_couchianus ENSXCOG00000015411
gambusia_affinis ENSGAFG00000019940
cyprinodon_variegatus ENSCVAG00000011125
fundulus_heteroclitus ENSFHEG00000003613
takifugu_rubripes ENSTRUG00000008923
tetraodon_nigroviridis ENSTNIG00000012448
mola_mola ENSMMOG00000014999
amphiprion_ocellaris ENSAOCG00000008328
amphiprion_percula ENSAPEG00000000370
acanthochromis_polyacanthus ENSAPOG00000017059
stegastes_partitus ENSSPAG00000019943
parambassis_ranga ENSPRNG00000020928
betta_splendens ENSBSLG00000020861
scophthalmus_maximus ENSSMAG00000019333
seriola_lalandi ENSSLDG00000017687
seriola_dumerili ENSSDUG00000004414
lates_calcarifer ENSLCAG00010025566
anabas_testudineus ENSATEG00000024410
monopterus_albus ENSMALG00000018321
larimichthys_crocea ENSLCRG00005018072
labrus_bergylta ENSLBEG00000012128
cottoperca_gobio ENSCGOG00000015907
gouania_willdenowi ENSGWIG00000004787
cynoglossus_semilaevis ENSCSEG00000017524
mastacembelus_armatus ENSMAMG00000004956
electrophorus_electricus ENSEEEG00000019519
oryzias_latipes ENSORLG00020007841
oryzias_latipes ENSORLG00000019357
oryzias_latipes ENSORLG00015002594
oryzias_melastigma ENSOMEG00000017784
kryptolebias_marmoratus ENSKMAG00000002980
astatotilapia_calliptera ENSACLG00000018306
maylandia_zebra ENSMZEG00005023382
pundamilia_nyererei ENSPNYG00000021481
haplochromis_burtoni ENSHBUG00000007101
neolamprologus_brichardi ENSNBRG00000002210
oreochromis_niloticus ENSONIG00000016580
amphilophus_citrinellus ENSACIG00000016975
astatotilapia_calliptera ENSACLG00000018342
astyanax_mexicanus ENSAMXG00005011205
lepisosteus_oculatus ENSLOCG00000002774
phascolarctos_cinereus ENSPCIG00000028288
vombatus_ursinus ENSVURG00010024234
notamacropus_eugenii ENSMEUG00000008187
sarcophilus_harrisii ENSSHAG00000007543
monodelphis_domestica ENSMODG00000000252
dipodomys_ordii ENSDORG00000009680
spermophilus_dauricus ENSSDAG00000023813
mus_spicilegus ENSMSIG00000001067
chinchilla_lanigera ENSCLAG00000004379
cavia_aperea ENSCAPG00000010373
oryctolagus_cuniculus ENSOCUG00000003743
vulpes_vulpes ENSVVUG00000026347
urocitellus_parryii ENSUPAG00010011473
heterocephalus_glaber ENSHGLG00000006637
heterocephalus_glaber ENSHGLG00100018678
fukomys_damarensis ENSFDAG00000018849
cavia_porcellus ENSCPOG00000008435
octodon_degus ENSODEG00000011457
pan_paniscus ENSPPAG00000029767
pan_troglodytes ENSPTRG00000000091
homo_sapiens ENSG00000162413
gorilla_gorilla ENSGGOG00000006829
pongo_abelii ENSPPYG00000001937
nomascus_leucogenys ENSNLEG00000008603
rhinopithecus_roxellana ENSRROG00000043507
rhinopithecus_bieti ENSRBIG00000041975
piliocolobus_tephrosceles ENSPTEG00000010342
colobus_angolensis ENSCANG00000025884
cercocebus_atys ENSCATG00000041552
mandrillus_leucophaeus ENSMLEG00000037747
theropithecus_gelada ENSTGEG00000015961
papio_anubis ENSPANG00000024477
macaca_mulatta ENSMMUG00000042613
macaca_fascicularis ENSMFAG00000044736
macaca_nemestrina ENSMNEG00000028697
chlorocebus_sabaeus ENSCSAG00000000747
cebus_capucinus ENSCCAG00000023337
saimiri_boliviensis ENSSBOG00000025974
callithrix_jacchus ENSCJAG00000047266
aotus_nancymaae ENSANAG00000034378
carlito_syrichta ENSTSYG00000034591
microcebus_murinus ENSMICG00000045684
prolemur_simus ENSPSMG00000023217
propithecus_coquereli ENSPCOG00000013978
otolemur_garnettii ENSOGAG00000001524
