xiphophorus_maculatus ENSXMAG00000007464
gambusia_affinis ENSGAFG00000017882
cyprinodon_variegatus ENSCVAG00000012699
kryptolebias_marmoratus ENSKMAG00000014653
kryptolebias_marmoratus ENSKMAG00000014635
haplochromis_burtoni ENSHBUG00000010969
pundamilia_nyererei ENSPNYG00000018912
oreochromis_niloticus ENSONIG00000012251
pundamilia_nyererei ENSPNYG00000020174
neolamprologus_brichardi ENSNBRG00000000234
pundamilia_nyererei ENSPNYG00000024027
haplochromis_burtoni ENSHBUG00000011201
astatotilapia_calliptera ENSACLG00000006422
pundamilia_nyererei ENSPNYG00000004188
oreochromis_niloticus ENSONIG00000012249
labrus_bergylta ENSLBEG00000007141
labrus_bergylta ENSLBEG00000024386
labrus_bergylta ENSLBEG00000018772
anabas_testudineus ENSATEG00000006054
