cavia_aperea ENSCAPG00000007281
dipodomys_ordii ENSDORG00000023311
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026352
mus_musculus ENSMUSG00000027879
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025406
mus_spicilegus ENSMSIG00000022601
mus_pahari MGP_PahariEiJ_G0026850
rattus_norvegicus ENSRNOG00000018673
meriones_unguiculatus ENSMUGG00000016386
peromyscus_maniculatus_bairdii ENSPEMG00000028857
microtus_ochrogaster ENSMOCG00000016265
cricetulus_griseus_crigri-picr ENSCGRG00015025301
cricetulus_griseus_crigri ENSCGRG00000007567
cricetulus_griseus_chok1gshd ENSCGRG00001021908
mesocricetus_auratus ENSMAUG00000016258
nannospalax_galili ENSNGAG00000018424
jaculus_jaculus ENSJJAG00000010827
jaculus_jaculus ENSJJAG00000014124
octodon_degus ENSODEG00000001721
octodon_degus ENSODEG00000006494
cavia_porcellus ENSCPOG00000031768
chinchilla_lanigera ENSCLAG00000000410
heterocephalus_glaber_female ENSHGLG00000016365
heterocephalus_glaber_male ENSHGLG00100009390
heterocephalus_glaber_male ENSHGLG00100011832
heterocephalus_glaber_female ENSHGLG00000016590
heterocephalus_glaber_male ENSHGLG00100002303
heterocephalus_glaber_female ENSHGLG00000005521
fukomys_damarensis ENSFDAG00000018553
urocitellus_parryii ENSUPAG00010003156
urocitellus_parryii ENSUPAG00010015929
ictidomys_tridecemlineatus ENSSTOG00000023607
spermophilus_dauricus ENSSDAG00000016771
marmota_marmota_marmota ENSMMMG00000019593
oryctolagus_cuniculus ENSOCUG00000026877
carlito_syrichta ENSTSYG00000030487
ovis_aries ENSOARG00000020460
capra_hircus ENSCHIG00000010105
bos_mutus ENSBMUG00000012316
bos_taurus ENSBTAG00000007712
bison_bison_bison ENSBBBG00000013688
sus_scrofa ENSSSCG00000020964
mustela_putorius_furo ENSMPUG00000001397
neovison_vison ENSNVIG00000008984
ursus_maritimus ENSUMAG00000025648
ailuropoda_melanoleuca ENSAMEG00000011743
canis_lupus_familiaris ENSCAFG00000010738
vulpes_vulpes ENSVVUG00000030424
canis_lupus_dingo ENSCAFG00020020305
panthera_pardus ENSPPRG00000006928
panthera_tigris_altaica ENSPTIG00000017942
felis_catus ENSFCAG00000022013
ursus_americanus ENSUAMG00000002053
bison_bison_bison ENSBBBG00000005945
equus_asinus_asinus ENSEASG00005007009
equus_caballus ENSECAG00000014055
myotis_lucifugus ENSMLUG00000025411
gorilla_gorilla ENSGGOG00000041877
gorilla_gorilla ENSGGOG00000040174
pan_troglodytes ENSPTRG00000046704
homo_sapiens ENSG00000265808
pongo_abelii ENSPPYG00000000957
nomascus_leucogenys ENSNLEG00000005498
theropithecus_gelada ENSTGEG00000009252
cercocebus_atys ENSCATG00000039138
papio_anubis ENSPANG00000033849
mandrillus_leucophaeus ENSMLEG00000031638
macaca_mulatta ENSMMUG00000012707
macaca_nemestrina ENSMNEG00000042539
macaca_fascicularis ENSMFAG00000043165
chlorocebus_sabaeus ENSCSAG00000001743
rhinopithecus_roxellana ENSRROG00000043424
rhinopithecus_bieti ENSRBIG00000033964
rhinopithecus_roxellana ENSRROG00000002406
rhinopithecus_bieti ENSRBIG00000034011
colobus_angolensis_palliatus ENSCANG00000037591
piliocolobus_tephrosceles ENSPTEG00000034426
cebus_capucinus ENSCCAG00000025598
callithrix_jacchus ENSCJAG00000043279
saimiri_boliviensis_boliviensis ENSSBOG00000025016
aotus_nancymaae ENSANAG00000022757
microcebus_murinus ENSMICG00000027609
prolemur_simus ENSPSMG00000019214
propithecus_coquereli ENSPCOG00000014218
otolemur_garnettii ENSOGAG00000034815
castor_canadensis ENSCCNG00000015700
dasypus_novemcinctus ENSDNOG00000033611
loxodonta_africana ENSLAFG00000029746
bison_bison_bison ENSBBBG00000022510
monodelphis_domestica ENSMODG00000018705
phascolarctos_cinereus ENSPCIG00000037279
sarcophilus_harrisii ENSSHAG00000016619
ornithorhynchus_anatinus ENSOANG00000009825
gopherus_agassizii ENSGAGG00000012113
chelonoidis_abingdonii ENSCABG00000009761
chrysemys_picta_bellii ENSCPBG00000005072
pelodiscus_sinensis ENSPSIG00000004331
