sus_scrofa ENSSSCG00000037937
bos_mutus ENSBMUG00000000847
mesocricetus_auratus ENSMAUG00000012705
mesocricetus_auratus ENSMAUG00000001652
nannospalax_galili ENSNGAG00000022004
jaculus_jaculus ENSJJAG00000000726
heterocephalus_glaber_male ENSHGLG00100013969
heterocephalus_glaber_female ENSHGLG00000014661
octodon_degus ENSODEG00000002374
pan_paniscus ENSPPAG00000020604
pan_troglodytes ENSPTRG00000044470
pan_paniscus ENSPPAG00000028152
macaca_nemestrina ENSMNEG00000044732
macaca_fascicularis ENSMFAG00000045849
macaca_mulatta ENSMMUG00000038841
theropithecus_gelada ENSTGEG00000017817
microcebus_murinus ENSMICG00000034048
otolemur_garnettii ENSOGAG00000026571
cebus_capucinus ENSCCAG00000000257
prolemur_simus ENSPSMG00000010998
bos_mutus ENSBMUG00000004422
cricetulus_griseus_chok1gshd ENSCGRG00001016916
procavia_capensis ENSPCAG00000004113
notamacropus_eugenii ENSMEUG00000012404
ornithorhynchus_anatinus ENSOANG00000015660
