mastacembelus_armatus ENSMAMG00000003526
monopterus_albus ENSMALG00000014084
anabas_testudineus ENSATEG00000019230
amphiprion_percula ENSAPEG00000010404
amphiprion_ocellaris ENSAOCG00000000334
acanthochromis_polyacanthus ENSAPOG00000013089
stegastes_partitus ENSSPAG00000001486
maylandia_zebra ENSMZEG00005017428
haplochromis_burtoni ENSHBUG00000023240
astatotilapia_calliptera ENSACLG00000002761
pundamilia_nyererei ENSPNYG00000015622
neolamprologus_brichardi ENSNBRG00000007252
oreochromis_niloticus ENSONIG00000014488
fundulus_heteroclitus ENSFHEG00000011047
cyprinodon_variegatus ENSCVAG00000002863
poecilia_formosa ENSPFOG00000013985
poecilia_reticulata ENSPREG00000020100
xiphophorus_couchianus ENSXCOG00000020633
kryptolebias_marmoratus ENSKMAG00000001485
scophthalmus_maximus ENSSMAG00000009379
labrus_bergylta ENSLBEG00000002740
seriola_lalandi_dorsalis ENSSLDG00000011919
seriola_dumerili ENSSDUG00000019681
cynoglossus_semilaevis ENSCSEG00000008814
hippocampus_comes ENSHCOG00000008558
amphilophus_citrinellus ENSACIG00000023580
periophthalmus_magnuspinnatus ENSPMGG00000012370
tetraodon_nigroviridis ENSTNIG00000010466
takifugu_rubripes ENSTRUG00000008856
mola_mola ENSMMOG00000018815
esox_lucius ENSELUG00000022314
astyanax_mexicanus ENSAMXG00000037540
pygocentrus_nattereri ENSPNAG00000010389
ictalurus_punctatus ENSIPUG00000005201
danio_rerio ENSDARG00000070560
