parus_major ENSPMJG00000004077
serinus_canaria ENSSCAG00000012617
lonchura_striata_domestica ENSLSDG00000014078
taeniopygia_guttata ENSTGUG00000005049
cyanistes_caeruleus ENSCCEG00000005669
zonotrichia_albicollis ENSZALG00000013835
junco_hyemalis ENSJHYG00000003045
ficedula_albicollis ENSFALG00000005414
manacus_vitellinus ENSMVIG00005007856
lepidothrix_coronata ENSLCOG00000009426
melopsittacus_undulatus ENSMUNG00000006265
calidris_pygmaea ENSCPGG00000000412
calidris_pugnax ENSCPUG00000009678
anser_brachyrhynchus ENSABRG00000018756
anas_platyrhynchos_platyrhynchos ENSAPLG00000027411
apteryx_haastii ENSAHAG00000000362
apteryx_owenii ENSAOWG00000004639
apteryx_rowi ENSARWG00000014594
dromaius_novaehollandiae ENSDNVG00000001354
nothoprocta_perdicaria ENSNPEG00000011194
gallus_gallus ENSGALG00000004074
coturnix_japonica ENSCJPG00005020932
meleagris_gallopavo ENSMGAG00000003530
numida_meleagris ENSNMEG00000015925
crocodylus_porosus ENSCPRG00005011966
chelonoidis_abingdonii ENSCABG00000020084
gopherus_agassizii ENSGAGG00000008645
chrysemys_picta_bellii ENSCPBG00000017793
pelodiscus_sinensis ENSPSIG00000014013
anolis_carolinensis ENSACAG00000012246
pogona_vitticeps ENSPVIG00000023626
notechis_scutatus ENSNSUG00000014798
salvator_merianae ENSSMRG00000006055
sphenodon_punctatus ENSSPUG00000004319
phascolarctos_cinereus ENSPCIG00000009386
notamacropus_eugenii ENSMEUG00000005071
monodelphis_domestica ENSMODG00000016191
sarcophilus_harrisii ENSSHAG00000012351
capra_hircus ENSCHIG00000017367
ovis_aries ENSOARG00000004821
bos_mutus ENSBMUG00000001930
bos_taurus ENSBTAG00000008870
tursiops_truncatus ENSTTRG00000007621
sus_scrofa ENSSSCG00000007385
vicugna_pacos ENSVPAG00000005026
neovison_vison ENSNVIG00000010907
mustela_putorius_furo ENSMPUG00000017643
ursus_americanus ENSUAMG00000017686
canis_lupus_familiaris ENSCAFG00000009639
canis_lupus_dingo ENSCAFG00020013842
