latimeria_chalumnae ENSLACG00000008240
eptatretus_burgeri ENSEBUG00000000320
pteropus_vampyrus ENSPVAG00000004782
myotis_lucifugus ENSMLUG00000003788
ursus_maritimus ENSUMAG00000014154
ursus_americanus ENSUAMG00000022366
ailuropoda_melanoleuca ENSAMEG00000004426
mustela_putorius_furo ENSMPUG00000018031
neovison_vison ENSNVIG00000005398
canis_lupus_familiaris ENSCAFG00000015784
canis_lupus_dingo ENSCAFG00020014349
vulpes_vulpes ENSVVUG00000020286
panthera_pardus ENSPPRG00000009867
panthera_tigris_altaica ENSPTIG00000006227
felis_catus ENSFCAG00000030824
ovis_aries ENSOARG00000012050
capra_hircus ENSCHIG00000013708
bos_mutus ENSBMUG00000007951
bos_taurus ENSBTAG00000000049
bison_bison_bison ENSBBBG00000006506
tursiops_truncatus ENSTTRG00000008876
sus_scrofa ENSSSCG00000000751
vicugna_pacos ENSVPAG00000000130
equus_caballus ENSECAG00000018636
equus_asinus_asinus ENSEASG00005018477
erinaceus_europaeus ENSEEUG00000015753
sorex_araneus ENSSARG00000005488
cricetulus_griseus_crigri-picr ENSCGRG00015011745
cricetulus_griseus_chok1gshd ENSCGRG00001003793
cricetulus_griseus_crigri ENSCGRG00000009876
mesocricetus_auratus ENSMAUG00000015602
peromyscus_maniculatus_bairdii ENSPEMG00000019475
microtus_ochrogaster ENSMOCG00000005213
mus_musculus ENSMUSG00000030177
mus_spicilegus ENSMSIG00000031852
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029833
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028800
mus_pahari MGP_PahariEiJ_G0022556
rattus_norvegicus ENSRNOG00000037206
meriones_unguiculatus ENSMUGG00000018905
nannospalax_galili ENSNGAG00000023319
jaculus_jaculus ENSJJAG00000014961
spermophilus_dauricus ENSSDAG00000006112
urocitellus_parryii ENSUPAG00010005341
ictidomys_tridecemlineatus ENSSTOG00000004990
marmota_marmota_marmota ENSMMMG00000023928
octodon_degus ENSODEG00000005738
chinchilla_lanigera ENSCLAG00000013123
cavia_porcellus ENSCPOG00000002531
cavia_aperea ENSCAPG00000006861
heterocephalus_glaber_male ENSHGLG00100005506
heterocephalus_glaber_female ENSHGLG00000016426
fukomys_damarensis ENSFDAG00000010625
castor_canadensis ENSCCNG00000017158
oryctolagus_cuniculus ENSOCUG00000004505
ochotona_princeps ENSOPRG00000006430
tupaia_belangeri ENSTBEG00000004421
pan_troglodytes ENSPTRG00000004509
gorilla_gorilla ENSGGOG00000008474
homo_sapiens ENSG00000120647
pongo_abelii ENSPPYG00000004133
nomascus_leucogenys ENSNLEG00000002066
theropithecus_gelada ENSTGEG00000020997
papio_anubis ENSPANG00000024681
macaca_fascicularis ENSMFAG00000045459
macaca_mulatta ENSMMUG00000013892
macaca_nemestrina ENSMNEG00000013668
cercocebus_atys ENSCATG00000037839
chlorocebus_sabaeus ENSCSAG00000012032
rhinopithecus_roxellana ENSRROG00000029216
rhinopithecus_bieti ENSRBIG00000030218
piliocolobus_tephrosceles ENSPTEG00000033278
mandrillus_leucophaeus ENSMLEG00000034216
colobus_angolensis_palliatus ENSCANG00000036997
pan_paniscus ENSPPAG00000036641
saimiri_boliviensis_boliviensis ENSSBOG00000024270
cebus_capucinus ENSCCAG00000029748
aotus_nancymaae ENSANAG00000030092
aotus_nancymaae ENSANAG00000033118
callithrix_jacchus ENSCJAG00000048047
carlito_syrichta ENSTSYG00000029891
microcebus_murinus ENSMICG00000030562
prolemur_simus ENSPSMG00000024291
propithecus_coquereli ENSPCOG00000014686
otolemur_garnettii ENSOGAG00000001747
dipodomys_ordii ENSDORG00000002518
loxodonta_africana ENSLAFG00000005878
procavia_capensis ENSPCAG00000000310
echinops_telfairi ENSETEG00000001215
choloepus_hoffmanni ENSCHOG00000008695
dasypus_novemcinctus ENSDNOG00000010241
phascolarctos_cinereus ENSPCIG00000027799
notamacropus_eugenii ENSMEUG00000001113
sarcophilus_harrisii ENSSHAG00000016022
monodelphis_domestica ENSMODG00000018394
ornithorhynchus_anatinus ENSOANG00000010935
pogona_vitticeps ENSPVIG00000012034
anolis_carolinensis ENSACAG00000000033
notechis_scutatus ENSNSUG00000015320
salvator_merianae ENSSMRG00000001571
sphenodon_punctatus ENSSPUG00000009983
calidris_pugnax ENSCPUG00000019571
calidris_pygmaea ENSCPGG00000008142
melopsittacus_undulatus ENSMUNG00000005969
lonchura_striata_domestica ENSLSDG00000017685
taeniopygia_guttata ENSTGUG00000012628
serinus_canaria ENSSCAG00000004364
ficedula_albicollis ENSFALG00000003914
parus_major ENSPMJG00000000059
cyanistes_caeruleus ENSCCEG00000011276
junco_hyemalis ENSJHYG00000009420
zonotrichia_albicollis ENSZALG00000014743
lepidothrix_coronata ENSLCOG00000010846
manacus_vitellinus ENSMVIG00005017090
anser_brachyrhynchus ENSABRG00000016945
anas_platyrhynchos_platyrhynchos ENSAPLG00000002644
meleagris_gallopavo ENSMGAG00000013405
coturnix_japonica ENSCJPG00005019903
gallus_gallus ENSGALG00000012987
numida_meleagris ENSNMEG00000005304
apteryx_owenii ENSAOWG00000015227
apteryx_rowi ENSARWG00000012330
apteryx_haastii ENSAHAG00000008949
dromaius_novaehollandiae ENSDNVG00000004412
nothoprocta_perdicaria ENSNPEG00000015685
crocodylus_porosus ENSCPRG00005017352
gopherus_agassizii ENSGAGG00000003765
chelonoidis_abingdonii ENSCABG00000001306
chrysemys_picta_bellii ENSCPBG00000027331
pelodiscus_sinensis ENSPSIG00000007206
xenopus_tropicalis ENSXETG00000003649
xenopus_tropicalis ENSXETG00000001319
xenopus_tropicalis ENSXETG00000013660
amphiprion_percula ENSAPEG00000011101
amphiprion_ocellaris ENSAOCG00000021902
acanthochromis_polyacanthus ENSAPOG00000021213
stegastes_partitus ENSSPAG00000006582
astatotilapia_calliptera ENSACLG00000003804
maylandia_zebra ENSMZEG00005017396
haplochromis_burtoni ENSHBUG00000006898
neolamprologus_brichardi ENSNBRG00000014460
pundamilia_nyererei ENSPNYG00000021693
oreochromis_niloticus ENSONIG00000010489
amphilophus_citrinellus ENSACIG00000020946
cyprinodon_variegatus ENSCVAG00000003101
fundulus_heteroclitus ENSFHEG00000011384
poecilia_latipinna ENSPLAG00000005855
poecilia_mexicana ENSPMEG00000014667
poecilia_formosa ENSPFOG00000012790
poecilia_reticulata ENSPREG00000020567
xiphophorus_maculatus ENSXMAG00000019260
xiphophorus_couchianus ENSXCOG00000002204
gambusia_affinis ENSGAFG00000021840
kryptolebias_marmoratus ENSKMAG00000000827
cynoglossus_semilaevis ENSCSEG00000015420
takifugu_rubripes ENSTRUG00000005468
takifugu_rubripes ENSTRUG00000001908
tetraodon_nigroviridis ENSTNIG00000006648
mola_mola ENSMMOG00000018855
hippocampus_comes ENSHCOG00000008351
seriola_lalandi_dorsalis ENSSLDG00000011232
seriola_dumerili ENSSDUG00000020025
scophthalmus_maximus ENSSMAG00000009713
monopterus_albus ENSMALG00000013554
mastacembelus_armatus ENSMAMG00000002879
anabas_testudineus ENSATEG00000018956
labrus_bergylta ENSLBEG00000003536
gasterosteus_aculeatus ENSGACG00000010988
periophthalmus_magnuspinnatus ENSPMGG00000009482
oryzias_latipes_asm223469v1 ENSORLG00015022404
oryzias_latipes ENSORLG00020008733
oryzias_latipes ENSORLG00000027582
oryzias_melastigma ENSOMEG00000023414
gadus_morhua ENSGMOG00000004846
esox_lucius ENSELUG00000017786
pygocentrus_nattereri ENSPNAG00000016888
astyanax_mexicanus ENSAMXG00000014037
ictalurus_punctatus ENSIPUG00000016192
danio_rerio ENSDARG00000102145
paramormyrops_kingsleyae ENSPKIG00000000604
scleropages_formosus ENSSFOG00015023446
lepisosteus_oculatus ENSLOCG00000017079
petromyzon_marinus ENSPMAG00000006839
eptatretus_burgeri ENSEBUG00000016823
ciona_savignyi ENSCSAVG00000003005
ciona_intestinalis ENSCING00000004567
