phascolarctos_cinereus ENSPCIG00000024389
notamacropus_eugenii ENSMEUG00000003616
sarcophilus_harrisii ENSSHAG00000018572
monodelphis_domestica ENSMODG00000016937
equus_caballus ENSECAG00000027000
equus_asinus_asinus ENSEASG00005002366
canis_lupus_dingo ENSCAFG00020021517
pan_troglodytes ENSPTRG00000050525
pan_troglodytes ENSPTRG00000019365
pan_paniscus ENSPPAG00000042815
gorilla_gorilla ENSGGOG00000007610
homo_sapiens ENSG00000135185
pongo_abelii ENSPPYG00000017848
nomascus_leucogenys ENSNLEG00000014954
macaca_mulatta ENSMMUG00000010785
macaca_nemestrina ENSMNEG00000027588
macaca_fascicularis ENSMFAG00000004736
mandrillus_leucophaeus ENSMLEG00000033474
papio_anubis ENSPANG00000029422
cercocebus_atys ENSCATG00000041863
theropithecus_gelada ENSTGEG00000005643
chlorocebus_sabaeus ENSCSAG00000012365
rhinopithecus_roxellana ENSRROG00000028387
rhinopithecus_bieti ENSRBIG00000040667
colobus_angolensis_palliatus ENSCANG00000039127
piliocolobus_tephrosceles ENSPTEG00000025764
cebus_capucinus ENSCCAG00000024863
callithrix_jacchus ENSCJAG00000014724
aotus_nancymaae ENSANAG00000026552
carlito_syrichta ENSTSYG00000035916
prolemur_simus ENSPSMG00000015195
microcebus_murinus ENSMICG00000014707
propithecus_coquereli ENSPCOG00000024185
tupaia_belangeri ENSTBEG00000007846
marmota_marmota_marmota ENSMMMG00000024368
ictidomys_tridecemlineatus ENSSTOG00000010376
spermophilus_dauricus ENSSDAG00000024189
urocitellus_parryii ENSUPAG00010020126
cricetulus_griseus_chok1gshd ENSCGRG00001022252
cricetulus_griseus_crigri-picr ENSCGRG00015016343
cricetulus_griseus_crigri ENSCGRG00000001178
mesocricetus_auratus ENSMAUG00000011261
peromyscus_maniculatus_bairdii ENSPEMG00000024416
microtus_ochrogaster ENSMOCG00000017106
mus_spicilegus ENSMSIG00000009159
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027958
mus_musculus ENSMUSG00000079659
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026963
mus_pahari MGP_PahariEiJ_G0021735
rattus_norvegicus ENSRNOG00000042758
nannospalax_galili ENSNGAG00000018321
jaculus_jaculus ENSJJAG00000021514
choloepus_hoffmanni ENSCHOG00000004888
dasypus_novemcinctus ENSDNOG00000033410
loxodonta_africana ENSLAFG00000004646
tursiops_truncatus ENSTTRG00000006788
sus_scrofa ENSSSCG00000025326
ovis_aries ENSOARG00000020327
capra_hircus ENSCHIG00000011088
bos_mutus ENSBMUG00000010722
bos_taurus ENSBTAG00000038283
bison_bison_bison ENSBBBG00000012514
vicugna_pacos ENSVPAG00000009891
panthera_tigris_altaica ENSPTIG00000012895
panthera_pardus ENSPPRG00000011373
felis_catus ENSFCAG00000042545
neovison_vison ENSNVIG00000002236
ursus_americanus ENSUAMG00000004803
capra_hircus ENSCHIG00000023437
pteropus_vampyrus ENSPVAG00000007411
myotis_lucifugus ENSMLUG00000017087
sorex_araneus ENSSARG00000002439
sorex_araneus ENSSARG00000000474
erinaceus_europaeus ENSEEUG00000013062
oryctolagus_cuniculus ENSOCUG00000009187
ochotona_princeps ENSOPRG00000003523
saimiri_boliviensis_boliviensis ENSSBOG00000024652
vulpes_vulpes ENSVVUG00000001299
canis_lupus_familiaris ENSCAFG00000030344
ursus_maritimus ENSUMAG00000017315
cavia_porcellus ENSCPOG00000008547
octodon_degus ENSODEG00000018688
procavia_capensis ENSPCAG00000014731
ornithorhynchus_anatinus ENSOANG00000015392
coturnix_japonica ENSCJPG00005004692
anser_brachyrhynchus ENSABRG00000013985
lonchura_striata_domestica ENSLSDG00000003923
serinus_canaria ENSSCAG00000009441
junco_hyemalis ENSJHYG00000002318
parus_major ENSPMJG00000001917
cyanistes_caeruleus ENSCCEG00000020313
zonotrichia_albicollis ENSZALG00000012302
manacus_vitellinus ENSMVIG00005008132
taeniopygia_guttata ENSTGUG00000002364
ficedula_albicollis ENSFALG00000001932
melopsittacus_undulatus ENSMUNG00000015116
nothoprocta_perdicaria ENSNPEG00000002393
dromaius_novaehollandiae ENSDNVG00000011710
calidris_pugnax ENSCPUG00000001799
calidris_pygmaea ENSCPGG00000000706
meleagris_gallopavo ENSMGAG00000005179
gallus_gallus ENSGALG00000006633
anas_platyrhynchos_platyrhynchos ENSAPLG00000026222
apteryx_rowi ENSARWG00000001411
crocodylus_porosus ENSCPRG00005000154
apteryx_owenii ENSAOWG00000004325
notechis_scutatus ENSNSUG00000004141
sphenodon_punctatus ENSSPUG00000012107
pelodiscus_sinensis ENSPSIG00000016433
gopherus_agassizii ENSGAGG00000016410
salvator_merianae ENSSMRG00000009462
