caenorhabditis_elegans_strain_n2 WBGene00007102
drosophila_melanogaster FBgn0032014
ciona_intestinalis ENSCING00000005886
ciona_savignyi ENSCSAVG00000005616
ciona_intestinalis ENSCING00000011453
apteryx_rowi ENSARWG00000016104
apteryx_owenii ENSAOWG00000017509
apteryx_haastii ENSAHAG00000011237
dromaius_novaehollandiae ENSDNVG00000011213
nothoprocta_perdicaria ENSNPEG00000005671
anser_brachyrhynchus ENSABRG00000000126
anas_platyrhynchos_platyrhynchos ENSAPLG00000007156
gallus_gallus ENSGALG00000013804
coturnix_japonica ENSCJPG00005010679
numida_meleagris ENSNMEG00000011118
junco_hyemalis ENSJHYG00000007659
zonotrichia_albicollis ENSZALG00000000142
lonchura_striata_domestica ENSLSDG00000008103
parus_major ENSPMJG00000006341
taeniopygia_guttata ENSTGUG00000007555
serinus_canaria ENSSCAG00000008851
cyanistes_caeruleus ENSCCEG00000014742
ficedula_albicollis ENSFALG00000003630
manacus_vitellinus ENSMVIG00005011415
lepidothrix_coronata ENSLCOG00000001033
calidris_pygmaea ENSCPGG00000019013
calidris_pugnax ENSCPUG00000011689
melopsittacus_undulatus ENSMUNG00000006562
crocodylus_porosus ENSCPRG00005010389
gopherus_agassizii ENSGAGG00000003410
chelonoidis_abingdonii ENSCABG00000012207
chrysemys_picta_bellii ENSCPBG00000025061
pelodiscus_sinensis ENSPSIG00000011381
anolis_carolinensis ENSACAG00000009601
pogona_vitticeps ENSPVIG00000003150
notechis_scutatus ENSNSUG00000004104
salvator_merianae ENSSMRG00000005180
sphenodon_punctatus ENSSPUG00000017507
notamacropus_eugenii ENSMEUG00000000589
phascolarctos_cinereus ENSPCIG00000000147
monodelphis_domestica ENSMODG00000020676
sarcophilus_harrisii ENSSHAG00000006811
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027312
mus_musculus ENSMUSG00000029233
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028306
mus_spicilegus ENSMSIG00000019532
mus_pahari MGP_PahariEiJ_G0017092
rattus_norvegicus ENSRNOG00000002216
meriones_unguiculatus ENSMUGG00000016357
cricetulus_griseus_chok1gshd ENSCGRG00001002000
cricetulus_griseus_crigri-picr ENSCGRG00015007186
cricetulus_griseus_crigri ENSCGRG00000006809
mesocricetus_auratus ENSMAUG00000003018
peromyscus_maniculatus_bairdii ENSPEMG00000010609
microtus_ochrogaster ENSMOCG00000006257
nannospalax_galili ENSNGAG00000013026
dipodomys_ordii ENSDORG00000008012
heterocephalus_glaber_female ENSHGLG00000006595
heterocephalus_glaber_male ENSHGLG00100007012
fukomys_damarensis ENSFDAG00000012441
cavia_porcellus ENSCPOG00000011801
cavia_aperea ENSCAPG00000005337
chinchilla_lanigera ENSCLAG00000014169
octodon_degus ENSODEG00000009796
castor_canadensis ENSCCNG00000005808
ictidomys_tridecemlineatus ENSSTOG00000016177
urocitellus_parryii ENSUPAG00010020831
spermophilus_dauricus ENSSDAG00000000357
marmota_marmota_marmota ENSMMMG00000020584
capra_hircus ENSCHIG00000019579
ovis_aries ENSOARG00000001390
bos_mutus ENSBMUG00000007534
bos_taurus ENSBTAG00000014913
bison_bison_bison ENSBBBG00000019492
tursiops_truncatus ENSTTRG00000000958
erinaceus_europaeus ENSEEUG00000004708
mustela_putorius_furo ENSMPUG00000005123
neovison_vison ENSNVIG00000014170
ursus_americanus ENSUAMG00000018151
ursus_maritimus ENSUMAG00000006102
ailuropoda_melanoleuca ENSAMEG00000018417
canis_lupus_dingo ENSCAFG00020000287
canis_lupus_familiaris ENSCAFG00000002090
vulpes_vulpes ENSVVUG00000006231
panthera_pardus ENSPPRG00000005520
panthera_tigris_altaica ENSPTIG00000014194
felis_catus ENSFCAG00000028749
pteropus_vampyrus ENSPVAG00000008958
sus_scrofa ENSSSCG00000008845
sus_scrofa ENSSSCG00000032892
vicugna_pacos ENSVPAG00000006436
myotis_lucifugus ENSMLUG00000001485
equus_asinus_asinus ENSEASG00005019468
equus_caballus ENSECAG00000019405
pan_paniscus ENSPPAG00000028976
pan_troglodytes ENSPTRG00000016070
homo_sapiens ENSG00000128039
gorilla_gorilla ENSGGOG00000022870
pongo_abelii ENSPPYG00000014764
nomascus_leucogenys ENSNLEG00000032360
macaca_mulatta ENSMMUG00000010113
macaca_fascicularis ENSMFAG00000040217
macaca_nemestrina ENSMNEG00000031682
chlorocebus_sabaeus ENSCSAG00000005010
theropithecus_gelada ENSTGEG00000022618
papio_anubis ENSPANG00000023285
mandrillus_leucophaeus ENSMLEG00000036587
cercocebus_atys ENSCATG00000040052
rhinopithecus_roxellana ENSRROG00000032095
rhinopithecus_bieti ENSRBIG00000032854
colobus_angolensis_palliatus ENSCANG00000038750
piliocolobus_tephrosceles ENSPTEG00000028378
pan_troglodytes ENSPTRG00000052589
saimiri_boliviensis_boliviensis ENSSBOG00000026663
cebus_capucinus ENSCCAG00000037850
callithrix_jacchus ENSCJAG00000046442
aotus_nancymaae ENSANAG00000035851
dasypus_novemcinctus ENSDNOG00000013022
choloepus_hoffmanni ENSCHOG00000004093
loxodonta_africana ENSLAFG00000030893
microcebus_murinus ENSMICG00000000317
propithecus_coquereli ENSPCOG00000028827
prolemur_simus ENSPSMG00000020219
otolemur_garnettii ENSOGAG00000012340
procavia_capensis ENSPCAG00000016391
echinops_telfairi ENSETEG00000006496
carlito_syrichta ENSTSYG00000010398
oryctolagus_cuniculus ENSOCUG00000028005
ochotona_princeps ENSOPRG00000003118
jaculus_jaculus ENSJJAG00000015553
tupaia_belangeri ENSTBEG00000001636
sorex_araneus ENSSARG00000010428
ornithorhynchus_anatinus ENSOANG00000003800
xenopus_tropicalis ENSXETG00000021063
latimeria_chalumnae ENSLACG00000012606
xiphophorus_maculatus ENSXMAG00000021890
xiphophorus_couchianus ENSXCOG00000008646
gambusia_affinis ENSGAFG00000019378
poecilia_latipinna ENSPLAG00000017924
poecilia_reticulata ENSPREG00000019800
poecilia_formosa ENSPFOG00000017304
poecilia_mexicana ENSPMEG00000020878
fundulus_heteroclitus ENSFHEG00000014010
cyprinodon_variegatus ENSCVAG00000000299
kryptolebias_marmoratus ENSKMAG00000005686
oryzias_latipes ENSORLG00020014306
oryzias_latipes ENSORLG00000000608
oryzias_latipes_asm223469v1 ENSORLG00015010274
oryzias_melastigma ENSOMEG00000015464
cynoglossus_semilaevis ENSCSEG00000003597
hippocampus_comes ENSHCOG00000015899
takifugu_rubripes ENSTRUG00000020286
tetraodon_nigroviridis ENSTNIG00000017654
gasterosteus_aculeatus ENSGACG00000014292
amphiprion_percula ENSAPEG00000015129
amphiprion_ocellaris ENSAOCG00000005027
acanthochromis_polyacanthus ENSAPOG00000021031
stegastes_partitus ENSSPAG00000015273
astatotilapia_calliptera ENSACLG00000015777
pundamilia_nyererei ENSPNYG00000010823
maylandia_zebra ENSMZEG00005020214
haplochromis_burtoni ENSHBUG00000015146
neolamprologus_brichardi ENSNBRG00000003273
amphilophus_citrinellus ENSACIG00000023307
seriola_lalandi_dorsalis ENSSLDG00000009578
seriola_dumerili ENSSDUG00000022865
monopterus_albus ENSMALG00000012653
mastacembelus_armatus ENSMAMG00000015009
anabas_testudineus ENSATEG00000015099
scophthalmus_maximus ENSSMAG00000014270
mola_mola ENSMMOG00000006559
labrus_bergylta ENSLBEG00000020495
periophthalmus_magnuspinnatus ENSPMGG00000011645
gadus_morhua ENSGMOG00000019030
esox_lucius ENSELUG00000004363
pygocentrus_nattereri ENSPNAG00000009614
astyanax_mexicanus ENSAMXG00000031728
ictalurus_punctatus ENSIPUG00000008842
danio_rerio ENSDARG00000043307
paramormyrops_kingsleyae ENSPKIG00000003108
lepisosteus_oculatus ENSLOCG00000014051
petromyzon_marinus ENSPMAG00000007198
eptatretus_burgeri ENSEBUG00000014756
saccharomyces_cerevisiae YIL049W
