procavia_capensis ENSPCAG00000002874
loxodonta_africana ENSLAFG00000002410
echinops_telfairi ENSETEG00000004824
jaculus_jaculus ENSJJAG00000012393
choloepus_hoffmanni ENSCHOG00000001951
pteropus_vampyrus ENSPVAG00000013924
equus_caballus ENSECAG00000009061
pan_paniscus ENSPPAG00000016435
pan_troglodytes ENSPTRG00000000811
homo_sapiens ENSG00000116641
gorilla_gorilla ENSGGOG00000025768
pongo_abelii ENSPPYG00000001280
nomascus_leucogenys ENSNLEG00000014928
mandrillus_leucophaeus ENSMLEG00000030429
macaca_nemestrina ENSMNEG00000032463
cercocebus_atys ENSCATG00000040198
macaca_fascicularis ENSMFAG00000032390
macaca_mulatta ENSMMUG00000002340
chlorocebus_sabaeus ENSCSAG00000001341
theropithecus_gelada ENSTGEG00000011004
papio_anubis ENSPANG00000005717
rhinopithecus_roxellana ENSRROG00000040277
colobus_angolensis_palliatus ENSCANG00000031616
saimiri_boliviensis_boliviensis ENSSBOG00000027948
piliocolobus_tephrosceles ENSPTEG00000019346
cebus_capucinus ENSCCAG00000036383
callithrix_jacchus ENSCJAG00000016311
aotus_nancymaae ENSANAG00000016461
ictidomys_tridecemlineatus ENSSTOG00000004984
spermophilus_dauricus ENSSDAG00000021704
urocitellus_parryii ENSUPAG00010015703
marmota_marmota_marmota ENSMMMG00000013902
canis_lupus_dingo ENSCAFG00020013336
canis_lupus_familiaris ENSCAFG00000018765
vulpes_vulpes ENSVVUG00000016969
neovison_vison ENSNVIG00000009659
ailuropoda_melanoleuca ENSAMEG00000014852
ursus_maritimus ENSUMAG00000009379
panthera_pardus ENSPPRG00000007918
panthera_tigris_altaica ENSPTIG00000011989
felis_catus ENSFCAG00000022720
sorex_araneus ENSSARG00000002456
ovis_aries ENSOARG00000009306
capra_hircus ENSCHIG00000022741
bos_mutus ENSBMUG00000021411
bos_taurus ENSBTAG00000019877
bison_bison_bison ENSBBBG00000020989
sus_scrofa ENSSSCG00000003818
vicugna_pacos ENSVPAG00000010774
tupaia_belangeri ENSTBEG00000010087
tursiops_truncatus ENSTTRG00000013880
erinaceus_europaeus ENSEEUG00000003747
equus_asinus_asinus ENSEASG00005008261
mustela_putorius_furo ENSMPUG00000007740
myotis_lucifugus ENSMLUG00000012444
mus_spicilegus ENSMSIG00000024837
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027157
mus_musculus ENSMUSG00000028556
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026189
mus_pahari MGP_PahariEiJ_G0028526
rattus_norvegicus ENSRNOG00000008298
meriones_unguiculatus ENSMUGG00000004388
meriones_unguiculatus ENSMUGG00000017220
microtus_ochrogaster ENSMOCG00000012407
peromyscus_maniculatus_bairdii ENSPEMG00000018126
cricetulus_griseus_crigri-picr ENSCGRG00015020073
cricetulus_griseus_chok1gshd ENSCGRG00001017762
cricetulus_griseus_crigri ENSCGRG00000012282
mesocricetus_auratus ENSMAUG00000005545
jaculus_jaculus ENSJJAG00000011659
heterocephalus_glaber_male ENSHGLG00100005634
heterocephalus_glaber_female ENSHGLG00000018341
fukomys_damarensis ENSFDAG00000015365
chinchilla_lanigera ENSCLAG00000006534
octodon_degus ENSODEG00000004836
cavia_porcellus ENSCPOG00000006170
cavia_aperea ENSCAPG00000006039
oryctolagus_cuniculus ENSOCUG00000012948
ochotona_princeps ENSOPRG00000015718
microcebus_murinus ENSMICG00000001507
propithecus_coquereli ENSPCOG00000015316
dipodomys_ordii ENSDORG00000008269
dasypus_novemcinctus ENSDNOG00000009048
