caenorhabditis_elegans_strain_n2 WBGene00001002
drosophila_melanogaster FBgn0005696
phascolarctos_cinereus ENSPCIG00000029219
notamacropus_eugenii ENSMEUG00000004812
sarcophilus_harrisii ENSSHAG00000000361
monodelphis_domestica ENSMODG00000009836
bos_mutus ENSBMUG00000002428
bos_taurus ENSBTAG00000011455
bison_bison_bison ENSBBBG00000019103
ovis_aries ENSOARG00000014045
capra_hircus ENSCHIG00000021506
tursiops_truncatus ENSTTRG00000017253
sus_scrofa ENSSSCG00000012997
vicugna_pacos ENSVPAG00000009095
sorex_araneus ENSSARG00000005613
pteropus_vampyrus ENSPVAG00000007927
myotis_lucifugus ENSMLUG00000003879
ursus_americanus ENSUAMG00000000698
ursus_maritimus ENSUMAG00000009665
ailuropoda_melanoleuca ENSAMEG00000017565
neovison_vison ENSNVIG00000016834
neovison_vison ENSNVIG00000013841
mustela_putorius_furo ENSMPUG00000011998
canis_lupus_familiaris ENSCAFG00000013677
canis_lupus_dingo ENSCAFG00020014966
vulpes_vulpes ENSVVUG00000027328
panthera_pardus ENSPPRG00000015187
panthera_tigris_altaica ENSPTIG00000014906
felis_catus ENSFCAG00000001440
equus_asinus_asinus ENSEASG00005018030
equus_caballus ENSECAG00000024194
chinchilla_lanigera ENSCLAG00000016655
octodon_degus ENSODEG00000018080
cavia_porcellus ENSCPOG00000001851
cavia_aperea ENSCAPG00000012179
heterocephalus_glaber_male ENSHGLG00100014692
heterocephalus_glaber_female ENSHGLG00000008855
fukomys_damarensis ENSFDAG00000007087
urocitellus_parryii ENSUPAG00010009926
ictidomys_tridecemlineatus ENSSTOG00000003707
spermophilus_dauricus ENSSDAG00000006779
marmota_marmota_marmota ENSMMMG00000009963
castor_canadensis ENSCCNG00000024863
dipodomys_ordii ENSDORG00000006905
mus_spicilegus ENSMSIG00000030297
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023491
mus_musculus ENSMUSG00000024833
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022577
mus_pahari MGP_PahariEiJ_G0014074
rattus_norvegicus ENSRNOG00000020906
meriones_unguiculatus ENSMUGG00000020525
microtus_ochrogaster ENSMOCG00000013295
peromyscus_maniculatus_bairdii ENSPEMG00000007401
cricetulus_griseus_crigri-picr ENSCGRG00015014524
cricetulus_griseus_chok1gshd ENSCGRG00001014528
cricetulus_griseus_crigri ENSCGRG00000000705
mesocricetus_auratus ENSMAUG00000015136
nannospalax_galili ENSNGAG00000017624
jaculus_jaculus ENSJJAG00000013843
oryctolagus_cuniculus ENSOCUG00000004580
ochotona_princeps ENSOPRG00000006219
pan_paniscus ENSPPAG00000038067
pan_troglodytes ENSPTRG00000003870
homo_sapiens ENSG00000014138
gorilla_gorilla ENSGGOG00000003056
homo_sapiens ENSG00000285816
pongo_abelii ENSPPYG00000003071
nomascus_leucogenys ENSNLEG00000005558
rhinopithecus_bieti ENSRBIG00000044307
rhinopithecus_roxellana ENSRROG00000014440
piliocolobus_tephrosceles ENSPTEG00000023940
colobus_angolensis_palliatus ENSCANG00000043458
cercocebus_atys ENSCATG00000017351
chlorocebus_sabaeus ENSCSAG00000007755
papio_anubis ENSPANG00000023360
theropithecus_gelada ENSTGEG00000009484
theropithecus_gelada ENSTGEG00000022385
macaca_fascicularis ENSMFAG00000031551
macaca_mulatta ENSMMUG00000022031
macaca_nemestrina ENSMNEG00000045371
mandrillus_leucophaeus ENSMLEG00000038831
saimiri_boliviensis_boliviensis ENSSBOG00000032846
cebus_capucinus ENSCCAG00000023961
callithrix_jacchus ENSCJAG00000002330
aotus_nancymaae ENSANAG00000030656
carlito_syrichta ENSTSYG00000025676
propithecus_coquereli ENSPCOG00000019633
prolemur_simus ENSPSMG00000000343
microcebus_murinus ENSMICG00000008635
otolemur_garnettii ENSOGAG00000014687
tupaia_belangeri ENSTBEG00000017636
dasypus_novemcinctus ENSDNOG00000006526
choloepus_hoffmanni ENSCHOG00000013802
loxodonta_africana ENSLAFG00000012671
procavia_capensis ENSPCAG00000010235
echinops_telfairi ENSETEG00000017830
ornithorhynchus_anatinus ENSOANG00000014222
ornithorhynchus_anatinus ENSOANG00000030995
anolis_carolinensis ENSACAG00000001115
notechis_scutatus ENSNSUG00000017248
