myotis_lucifugus ENSMLUG00000016845
dipodomys_ordii ENSDORG00000023369
equus_caballus ENSECAG00000037116
capra_hircus ENSCHIG00000021311
cricetulus_griseus_chok1gshd ENSCGRG00001019026
cricetulus_griseus_crigri ENSCGRG00000006580
mesocricetus_auratus ENSMAUG00000016125
mus_musculus ENSMUSG00000103770
mus_spicilegus ENSMSIG00000003721
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022151
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023061
mus_pahari MGP_PahariEiJ_G0018886
nannospalax_galili ENSNGAG00000010166
castor_canadensis ENSCCNG00000009787
marmota_marmota_marmota ENSMMMG00000011292
urocitellus_parryii ENSUPAG00010008030
oryctolagus_cuniculus ENSOCUG00000029323
homo_sapiens ENSG00000250120
mandrillus_leucophaeus ENSMLEG00000044362
otolemur_garnettii ENSOGAG00000030636
canis_lupus_dingo ENSCAFG00020000259
choloepus_hoffmanni ENSCHOG00000000726
tursiops_truncatus ENSTTRG00000001821
capra_hircus ENSCHIG00000017341
pteropus_vampyrus ENSPVAG00000004934
ailuropoda_melanoleuca ENSAMEG00000010762
canis_lupus_dingo ENSCAFG00020000159
otolemur_garnettii ENSOGAG00000032591
microcebus_murinus ENSMICG00000030528
homo_sapiens ENSG00000251664
choloepus_hoffmanni ENSCHOG00000000727
notamacropus_eugenii ENSMEUG00000015660
